Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分36秒   999    110283   34.00   20.00    0.00    0.00   54.00     3     37.00      0.00 2669140  119620   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分37秒   999    110283   40.00   15.00    0.00    0.00   55.00     3     92.00      0.00 2669140  119748   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分38秒   999    110283   41.00   12.00    0.00    0.00   53.00     3     76.00      0.00 2669140  119748   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分39秒   999    110283   32.00   22.00    0.00    0.00   54.00     3     31.00      0.00 2669140  119748   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分40秒   999    110283   43.00   10.00    0.00    0.00   53.00     3    148.00      0.00 2669652  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分41秒   999    110283   35.00   19.00    0.00    0.00   54.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分42秒   999    110283   39.00   15.00    0.00    0.00   54.00     3     18.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分43秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     18.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分44秒   999    110283   42.00   11.00    0.00    0.00   53.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分45秒   999    110283   40.00   13.00    0.00    0.00   53.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分46秒   999    110283   42.00   12.00    0.00    0.00   54.00     3     44.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分47秒   999    110283   40.00   14.00    0.00    0.00   54.00     3     14.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分48秒   999    110283   36.00   17.00    0.00    0.00   53.00     3     11.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分49秒   999    110283   42.00   12.00    0.00    0.00   54.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分50秒   999    110283   43.00   11.00    0.00    0.00   54.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分51秒   999    110283   44.00    9.00    0.00    0.00   53.00     3      0.00      0.00 2669140  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分52秒   999    110283   43.00   12.00    0.00    0.00   55.00     3     34.00      0.00 2669652  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分53秒   999    110283   39.00   14.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分54秒   999    110283   40.00   13.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120132   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分55秒   999    110283   43.00   11.00    0.00    0.00   54.00     3     24.00      0.00 2669652  120260   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分56秒   999    110283   40.00   14.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120260   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分57秒   999    110283   45.00    9.00    0.00    0.00   54.00     3     48.00      0.00 2669652  119856   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分58秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     72.00      0.00 2669652  119832   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时55分59秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     73.00      0.00 2669652  119832   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分00秒   999    110283   37.00   16.00    0.00    0.00   53.00     3     18.00      0.00 2669652  119832   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分01秒   999    110283   42.00   11.00    0.00    0.00   53.00     3     45.00      0.00 2669652  119832   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分02秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     32.00      0.00 2669652  119960   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分03秒   999    110283   44.00    9.00    0.00    0.00   53.00     3      0.00      0.00 2669652  119960   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分04秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     53.00      0.00 2669652  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分05秒   999    110283   43.00   10.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分06秒   999    110283   38.00   16.00    0.00    0.00   54.00     3     11.00      0.00 2669652  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分07秒   999    110283   35.00   19.00    0.00    0.00   54.00     3      5.00      0.00 2669140  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分08秒   999    110283   36.00   18.00    0.00    0.00   54.00     3      0.00      0.00 2669140  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分09秒   999    110283   36.00   18.00    0.00    0.00   54.00     3     15.00      0.00 2669140  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分10秒   999    110283   36.00   16.00    0.00    0.00   52.00     3     15.00      0.00 2669140  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分11秒   999    110283   27.00   27.00    0.00    0.00   54.00     3     12.00      0.00 2669140  120088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分12秒   999    110283   45.00    9.00    0.00    0.00   54.00     3      1.00      0.00 2668628  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分13秒   999    110283   37.00   16.00    0.00    0.00   53.00     3     15.00      0.00 2668628  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分14秒   999    110283   40.00   13.00    0.00    0.00   53.00     3     30.00      0.00 2669140  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分15秒   999    110283   49.00    4.00    0.00    0.00   53.00     3      2.00      0.00 2668628  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分16秒   999    110283   40.00   14.00    0.00    0.00   54.00     3     18.00      0.00 2668628  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分17秒   999    110283   40.00   13.00    0.00    0.00   53.00     3     39.00      0.00 2669140  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分18秒   999    110283   43.00   11.00    0.00    0.00   54.00     3     31.00      0.00 2669140  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分19秒   999    110283   35.00   18.00    0.00    0.00   53.00     3     13.00      0.00 2669140  119752   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分20秒   999    110283   43.00   10.00    0.00    0.00   53.00     3     88.00      0.00 2669140  120008   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分21秒   999    110283   39.00   15.00    0.00    0.00   54.00     3     12.00      0.00 2669140  120008   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分22秒   999    110283   49.00    5.00    0.00    0.00   54.00     3     63.00      0.00 2668628  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分23秒   999    110283   37.00   16.00    0.00    0.00   53.00     3     66.00      0.00 2668628  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分24秒   999    110283   42.00   11.00    0.00    0.00   53.00     3     15.00      0.00 2668628  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分25秒   999    110283   43.00   11.00    0.00    0.00   54.00     3     30.00      0.00 2668628  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分26秒   999    110283   43.00   10.00    0.00    0.00   53.00     3     15.00      0.00 2668628  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分27秒   999    110283   42.00   11.00    0.00    0.00   53.00     3     38.00      0.00 2669140  119764   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分28秒   999    110283   47.00    7.00    0.00    0.00   54.00     3     45.00      0.00 2669652  119764   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分29秒   999    110283   41.00   12.00    0.00    0.00   53.00     3      0.00      0.00 2669140  119764   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分30秒   999    110283   43.00   11.00    0.00    0.00   54.00     3      0.00      0.00 2669140  119764   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分31秒   999    110283   38.00   15.00    0.00    0.00   53.00     3      0.00      0.00 2669140  119764   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分32秒   999    110283   42.00   12.00    0.00    0.00   54.00     3    154.00      0.00 2669652  120276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分33秒   999    110283   38.00   15.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分34秒   999    110283   39.00   14.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分35秒   999    110283   37.00   16.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分36秒   999    110283   44.00    9.00    0.00    0.00   53.00     3      0.00      0.00 2669652  120276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分37秒   999    110283   40.00   15.00    0.00    0.00   55.00     3     19.00      0.00 2669652  120404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分38秒   999    110283   44.00   10.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分39秒   999    110283   39.00   16.00    0.00    0.00   55.00     3      0.00      0.00 2669652  120404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分40秒   999    110283   40.00   14.00    0.00    0.00   54.00     3     85.00      0.00 2669652  120116   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分41秒   999    110283   46.00    7.00    0.00    0.00   53.00     3    102.00      0.00 2669652  120116   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分42秒   999    110283   48.00    7.00    0.00    0.00   55.00     3      7.00      0.00 2669652  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分43秒   999    110283   44.00   10.00    0.00    0.00   54.00     3     27.00      0.00 2669652  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分44秒   999    110283   48.00    6.00    0.00    0.00   54.00     3      5.00      0.00 2669652  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分45秒   999    110283   43.00   11.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分46秒   999    110283   40.00   14.00    0.00    0.00   54.00     3      8.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分47秒   999    110283   44.00   11.00    0.00    0.00   55.00     3      1.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时56分48秒   999    110283   39.00   15.00    0.00    0.00   54.00     3      0.00      0.00 2669652  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
