family,operation,size_mb,metric,unit,mode,n,median,mad,mad_pct
mmap_split,read_touch_hot,0.5,per_iter,us,nvhe,3,0.006771,0.002881,42.5491
mmap_split,read_touch_hot,1,per_iter,us,nvhe,3,0.019216,0.004242,22.0754
mmap_split,read_touch_hot,16,per_iter,us,nvhe,3,1.211995,0.134928,11.1327
mmap_split,read_touch_hot,2,per_iter,us,nvhe,3,0.05376,0.011596,21.5699
mmap_split,read_touch_hot,4,per_iter,us,nvhe,3,0.160034,0.030206,18.8747
mmap_split,read_touch_hot,64,per_iter,us,nvhe,3,5.487193,0.02645,0.482032
mmap_split,read_touch_hot,8,per_iter,us,nvhe,3,0.188986,0.000184,0.0973617
mmap_split,write_touch_cold,0.5,per_iter,us,nvhe,3,5.193527,0.2639,5.08133
mmap_split,write_touch_cold,1,per_iter,us,nvhe,3,7.747911,0.076005,0.980974
mmap_split,write_touch_cold,16,per_iter,us,nvhe,3,141.387702,0.375363,0.265485
mmap_split,write_touch_cold,2,per_iter,us,nvhe,3,17.592026,0.037038,0.210539
mmap_split,write_touch_cold,4,per_iter,us,nvhe,3,35.245225,1.243079,3.52694
mmap_split,write_touch_cold,64,per_iter,us,nvhe,3,572.52925,0.69229,0.120918
mmap_split,write_touch_cold,8,per_iter,us,nvhe,3,70.107118,0.750057,1.06987
mmap_split,write_touch_hot,0.5,per_iter,us,nvhe,3,0.005676,0.002311,40.7153
mmap_split,write_touch_hot,1,per_iter,us,nvhe,3,0.005931,0.000819,13.8088
mmap_split,write_touch_hot,16,per_iter,us,nvhe,3,0.701213,0.244994,34.9386
mmap_split,write_touch_hot,2,per_iter,us,nvhe,3,0.057878,0.013973,24.1422
mmap_split,write_touch_hot,4,per_iter,us,nvhe,3,0.339844,0.003662,1.07755
mmap_split,write_touch_hot,64,per_iter,us,nvhe,3,2.932673,1.037867,35.3898
mmap_split,write_touch_hot,8,per_iter,us,nvhe,3,0.431437,0.014893,3.45195
bw_mem,rd,67.11,bandwidth,MB/s,protected,3,26410.41,539.61,2.04317
bw_mem,rdwr,67.11,bandwidth,MB/s,protected,3,16434.15,309.58,1.88376
bw_mem,wr,67.11,bandwidth,MB/s,protected,3,16318.26,727.86,4.4604
bw_mmap_rd,mmap_only,67.11,bandwidth,MB/s,protected,3,24231.4,154.09,0.63591
bw_mmap_rd,open2close,67.11,bandwidth,MB/s,protected,3,8968.18,44.13,0.492073
lat_mem_rd,load_stride_128,64.00000,load_latency,ns,protected,3,3.518,0.005,0.142126
lat_mmap_precise,mmap_write_touch_unmap,0.5,per_iter,us,protected,5,11.743884,0.678271,5.77553
lat_mmap_precise,mmap_write_touch_unmap,1,per_iter,us,protected,5,15.515172,0.112009,0.721932
lat_mmap_precise,mmap_write_touch_unmap,16,per_iter,us,protected,5,168.235718,6.13208,3.64493
lat_mmap_precise,mmap_write_touch_unmap,2,per_iter,us,protected,5,23.134652,0.748096,3.23366
lat_mmap_precise,mmap_write_touch_unmap,4,per_iter,us,protected,5,52.428073,0.547499,1.04429
lat_mmap_precise,mmap_write_touch_unmap,64,per_iter,us,protected,5,630.540637,19.80862,3.14153
lat_mmap_precise,mmap_write_touch_unmap,8,per_iter,us,protected,5,90.665853,2.761007,3.04526
mmap_split,mmap_populate_unmap,0.5,per_iter,us,protected,3,27.764038,0.628471,2.26362
mmap_split,mmap_populate_unmap,1,per_iter,us,protected,3,58.387288,1.631002,2.79342
mmap_split,mmap_populate_unmap,16,per_iter,us,protected,3,652.575196,11.664063,1.78739
mmap_split,mmap_populate_unmap,2,per_iter,us,protected,3,90.250928,1.404362,1.55606
mmap_split,mmap_populate_unmap,4,per_iter,us,protected,3,173.371406,1.470459,0.848155
mmap_split,mmap_populate_unmap,64,per_iter,us,protected,3,2626.78521,1.817084,0.0691752
mmap_split,mmap_populate_unmap,8,per_iter,us,protected,3,335.246582,0.319824,0.0953996
mmap_split,mmap_read_touch_unmap,0.5,per_iter,us,protected,3,7.158866,0.845898,11.8161
mmap_split,mmap_read_touch_unmap,1,per_iter,us,protected,3,14.013952,1.108088,7.90703
mmap_split,mmap_read_touch_unmap,16,per_iter,us,protected,3,80.551066,3.85905,4.79081
mmap_split,mmap_read_touch_unmap,2,per_iter,us,protected,3,19.870272,2.26014,11.3745
mmap_split,mmap_read_touch_unmap,4,per_iter,us,protected,3,25.902425,0.118218,0.456397
mmap_split,mmap_read_touch_unmap,64,per_iter,us,protected,3,398.596057,4.410673,1.10655
mmap_split,mmap_read_touch_unmap,8,per_iter,us,protected,3,58.008851,4.160928,7.17292
mmap_split,mmap_unmap,0.5,per_iter,us,protected,3,5.079305,0.419544,8.25987
mmap_split,mmap_unmap,1,per_iter,us,protected,3,3.569738,0.423671,11.8684
mmap_split,mmap_unmap,16,per_iter,us,protected,3,4.520548,0.77714,17.1913
mmap_split,mmap_unmap,2,per_iter,us,protected,3,6.725277,0.098437,1.46369
mmap_split,mmap_unmap,4,per_iter,us,protected,3,7.283339,0.283325,3.89004
mmap_split,mmap_unmap,64,per_iter,us,protected,3,8.30797,0.520563,6.26583
mmap_split,mmap_unmap,8,per_iter,us,protected,3,6.280476,1.25183,19.9321
mmap_split,mmap_write_touch_unmap,0.5,per_iter,us,protected,3,9.053508,0.100041,1.105
mmap_split,mmap_write_touch_unmap,1,per_iter,us,protected,3,19.887624,3.092234,15.5485
mmap_split,mmap_write_touch_unmap,16,per_iter,us,protected,3,146.661621,6.247437,4.25976
mmap_split,mmap_write_touch_unmap,2,per_iter,us,protected,3,30.523869,0.4139,1.35599
mmap_split,mmap_write_touch_unmap,4,per_iter,us,protected,3,51.45223,0.660251,1.28323
mmap_split,mmap_write_touch_unmap,64,per_iter,us,protected,3,644.21102,0.232203,0.0360446
mmap_split,mmap_write_touch_unmap,8,per_iter,us,protected,3,81.003337,2.980794,3.67984
mmap_split,munmap_after_no_touch,0.5,per_iter,us,protected,3,1.596829,0.254429,15.9334
mmap_split,munmap_after_no_touch,1,per_iter,us,protected,3,1.508707,0.39081,25.9036
mmap_split,munmap_after_no_touch,16,per_iter,us,protected,3,2.301308,0.194635,8.45758
mmap_split,munmap_after_no_touch,2,per_iter,us,protected,3,2.702222,0.305018,11.2877
mmap_split,munmap_after_no_touch,4,per_iter,us,protected,3,2.516025,0.272708,10.8388
mmap_split,munmap_after_no_touch,64,per_iter,us,protected,3,1.726447,0.20152,11.6725
mmap_split,munmap_after_no_touch,8,per_iter,us,protected,3,3.267345,0.575475,17.6129
mmap_split,munmap_after_read_touch,0.5,per_iter,us,protected,3,4.251581,0.145342,3.41854
mmap_split,munmap_after_read_touch,1,per_iter,us,protected,3,7.335847,0.567102,7.73056
mmap_split,munmap_after_read_touch,16,per_iter,us,protected,3,33.889143,0.883979,2.60844
mmap_split,munmap_after_read_touch,2,per_iter,us,protected,3,7.881855,1.294444,16.4231
mmap_split,munmap_after_read_touch,4,per_iter,us,protected,3,9.234518,0.139334,1.50884
mmap_split,munmap_after_read_touch,64,per_iter,us,protected,3,95.872367,6.356977,6.63067
mmap_split,munmap_after_read_touch,8,per_iter,us,protected,3,18.858113,3.437024,18.2257
mmap_split,munmap_after_write_touch,0.5,per_iter,us,protected,3,5.182456,0.440588,8.50153
mmap_split,munmap_after_write_touch,1,per_iter,us,protected,3,5.573948,0.176817,3.1722
mmap_split,munmap_after_write_touch,16,per_iter,us,protected,3,15.708832,0.147049,0.936091
mmap_split,munmap_after_write_touch,2,per_iter,us,protected,3,7.44597,0.870589,11.6921
mmap_split,munmap_after_write_touch,4,per_iter,us,protected,3,9.954569,0.145315,1.45978
mmap_split,munmap_after_write_touch,64,per_iter,us,protected,3,45.084497,0.497844,1.10425
mmap_split,munmap_after_write_touch,8,per_iter,us,protected,3,14.218054,0.315057,2.21589
mmap_split,openclose,0.5,per_iter,us,protected,3,5.624675,0.15273,2.71536
mmap_split,openclose,1,per_iter,us,protected,3,4.776535,0.947022,19.8265
mmap_split,openclose,16,per_iter,us,protected,3,5.825521,0.174398,2.99369
mmap_split,openclose,2,per_iter,us,protected,3,5.80953,0.445703,7.67193
mmap_split,openclose,4,per_iter,us,protected,3,5.950534,0.457642,7.69077
mmap_split,openclose,64,per_iter,us,protected,3,8.161213,2.441274,29.9131
mmap_split,openclose,8,per_iter,us,protected,3,7.922445,0.100972,1.27451
mmap_split,read_touch_cold,0.5,per_iter,us,protected,3,2.824802,0.106628,3.77471
mmap_split,read_touch_cold,1,per_iter,us,protected,3,5.564804,0.460526,8.27569
mmap_split,read_touch_cold,16,per_iter,us,protected,3,62.450739,1.280519,2.05045
mmap_split,read_touch_cold,2,per_iter,us,protected,3,8.91963,0.065854,0.738304
mmap_split,read_touch_cold,4,per_iter,us,protected,3,18.128619,0.474507,2.61745
mmap_split,read_touch_cold,64,per_iter,us,protected,3,253.83954,21.75168,8.56907
mmap_split,read_touch_cold,8,per_iter,us,protected,3,36.021678,0.18884,0.52424
mmap_split,read_touch_hot,0.5,per_iter,us,protected,3,0.010128,0,0
mmap_split,read_touch_hot,1,per_iter,us,protected,3,0.012807,0.001134,8.85453
mmap_split,read_touch_hot,16,per_iter,us,protected,3,0.434326,0.010702,2.46405
mmap_split,read_touch_hot,2,per_iter,us,protected,3,0.065015,0.00087,1.33815
mmap_split,read_touch_hot,4,per_iter,us,protected,3,0.098239,0.02832,28.8277
mmap_split,read_touch_hot,64,per_iter,us,protected,3,5.554607,0.800646,14.4141
mmap_split,read_touch_hot,8,per_iter,us,protected,3,0.402933,0.086406,21.4443
mmap_split,write_touch_cold,0.5,per_iter,us,protected,3,5.735032,0.281815,4.91392
mmap_split,write_touch_cold,1,per_iter,us,protected,3,10.665655,0.008336,0.0781574
mmap_split,write_touch_cold,16,per_iter,us,protected,3,152.192008,2.364842,1.55385
mmap_split,write_touch_cold,2,per_iter,us,protected,3,19.101389,0.12962,0.678589
mmap_split,write_touch_cold,4,per_iter,us,protected,3,38.264904,0.086638,0.226416
mmap_split,write_touch_cold,64,per_iter,us,protected,3,594.990277,0.572883,0.0962844
mmap_split,write_touch_cold,8,per_iter,us,protected,3,70.043767,5.572689,7.95601
mmap_split,write_touch_hot,0.5,per_iter,us,protected,3,0.00566,0.002222,39.258
mmap_split,write_touch_hot,1,per_iter,us,protected,3,0.005107,1.6e-05,0.313295
mmap_split,write_touch_hot,16,per_iter,us,protected,3,0.349528,0.011597,3.3179
mmap_split,write_touch_hot,2,per_iter,us,protected,3,0.053288,0.005925,11.1188
mmap_split,write_touch_hot,4,per_iter,us,protected,3,0.157946,0.037666,23.8474
mmap_split,write_touch_hot,64,per_iter,us,protected,3,2.635363,0.237494,9.01181
mmap_split,write_touch_hot,8,per_iter,us,protected,3,0.397054,6.1e-05,0.0153631
