family,operation,size_mb,metric,unit,mode,n,median,mad,mad_pct
mmap_split,munmap_after_read_touch,64,per_iter,us,nvhe,5,116.199163,2.157156,1.85643
mmap_split,munmap_after_read_touch,8,per_iter,us,nvhe,5,20.765301,0.501217,2.41372
mmap_split,munmap_after_write_touch,0.5,per_iter,us,nvhe,5,2.710336,0.241711,8.91812
mmap_split,munmap_after_write_touch,1,per_iter,us,nvhe,5,4.292222,1.12846,26.2908
mmap_split,munmap_after_write_touch,16,per_iter,us,nvhe,5,18.341759,0.309524,1.68754
mmap_split,munmap_after_write_touch,2,per_iter,us,nvhe,5,8.192136,0.344438,4.2045
mmap_split,munmap_after_write_touch,4,per_iter,us,nvhe,5,10.63342,0.925632,8.70493
mmap_split,munmap_after_write_touch,64,per_iter,us,nvhe,5,44.74381,1.0086,2.25417
mmap_split,munmap_after_write_touch,8,per_iter,us,nvhe,5,13.507321,0.832769,6.16532
mmap_split,openclose,0.5,per_iter,us,nvhe,5,4.805164,0.513745,10.6915
mmap_split,openclose,1,per_iter,us,nvhe,5,5.43571,0.06253,1.15036
mmap_split,openclose,16,per_iter,us,nvhe,5,5.016602,1.472901,29.3605
mmap_split,openclose,2,per_iter,us,nvhe,5,5.30293,0.831754,15.6848
mmap_split,openclose,4,per_iter,us,nvhe,5,5.210721,1.637383,31.4233
mmap_split,openclose,64,per_iter,us,nvhe,5,8.56703,0.761177,8.88496
mmap_split,openclose,8,per_iter,us,nvhe,5,7.184611,0.185811,2.58624
mmap_split,read_touch_cold,0.5,per_iter,us,nvhe,5,2.790596,0.068907,2.46926
mmap_split,read_touch_cold,1,per_iter,us,nvhe,5,4.683769,0.869069,18.5549
mmap_split,read_touch_cold,16,per_iter,us,nvhe,5,51.332651,3.708476,7.2244
mmap_split,read_touch_cold,2,per_iter,us,nvhe,5,9.529265,0.766115,8.0396
mmap_split,read_touch_cold,4,per_iter,us,nvhe,5,17.610592,0.331152,1.88041
mmap_split,read_touch_cold,64,per_iter,us,nvhe,5,263.887007,1.983424,0.751619
mmap_split,read_touch_cold,8,per_iter,us,nvhe,5,32.155056,3.105924,9.65921
mmap_split,read_touch_hot,0.5,per_iter,us,nvhe,5,0.003906,0.000358,9.16539
mmap_split,read_touch_hot,1,per_iter,us,nvhe,5,0.019877,0.003581,18.0158
mmap_split,read_touch_hot,16,per_iter,us,nvhe,5,1.196289,0.150634,12.5918
mmap_split,read_touch_hot,2,per_iter,us,nvhe,5,0.05376,0.011784,21.9196
mmap_split,read_touch_hot,4,per_iter,us,nvhe,5,0.099406,0.052355,52.6678
mmap_split,read_touch_hot,64,per_iter,us,nvhe,5,5.487193,0.3083,5.61854
mmap_split,read_touch_hot,8,per_iter,us,nvhe,5,0.256775,0.067973,26.4718
mmap_split,write_touch_cold,0.5,per_iter,us,nvhe,5,5.394846,0.201319,3.73169
mmap_split,write_touch_cold,1,per_iter,us,nvhe,5,7.747911,0.40607,5.24103
mmap_split,write_touch_cold,16,per_iter,us,nvhe,5,140.202689,1.185013,0.845214
mmap_split,write_touch_cold,2,per_iter,us,nvhe,5,17.501262,0.127802,0.730244
mmap_split,write_touch_cold,4,per_iter,us,nvhe,5,31.759614,3.485611,10.975
mmap_split,write_touch_cold,64,per_iter,us,nvhe,5,572.20919,1.01235,0.17692
mmap_split,write_touch_cold,8,per_iter,us,nvhe,5,70.107118,1.256232,1.79188
mmap_split,write_touch_hot,0.5,per_iter,us,nvhe,5,0.005676,0.000948,16.7019
mmap_split,write_touch_hot,1,per_iter,us,nvhe,5,0.005931,0.001124,18.9513
mmap_split,write_touch_hot,16,per_iter,us,nvhe,5,0.701213,0.255941,36.4998
mmap_split,write_touch_hot,2,per_iter,us,nvhe,5,0.125293,0.016178,12.9121
mmap_split,write_touch_hot,4,per_iter,us,nvhe,5,0.255466,0.084378,33.0291
mmap_split,write_touch_hot,64,per_iter,us,nvhe,5,2.932673,0.634903,21.6493
mmap_split,write_touch_hot,8,per_iter,us,nvhe,5,0.396952,0.034485,8.68745
bw_mem,rd,67.11,bandwidth,MB/s,protected,5,26358.55,123.65,0.469108
bw_mem,rdwr,67.11,bandwidth,MB/s,protected,5,16434.15,474.85,2.88941
bw_mem,wr,67.11,bandwidth,MB/s,protected,5,17102.16,294.82,1.72388
bw_mmap_rd,mmap_only,67.11,bandwidth,MB/s,protected,5,24074.93,156.47,0.649929
bw_mmap_rd,open2close,67.11,bandwidth,MB/s,protected,5,9220.78,252.6,2.73946
lat_mem_rd,load_stride_128,64.00000,load_latency,ns,protected,5,3.523,0.02,0.567698
lat_mmap_precise,mmap_write_touch_unmap,0.5,per_iter,us,protected,5,11.743884,0.678271,5.77553
lat_mmap_precise,mmap_write_touch_unmap,1,per_iter,us,protected,5,15.515172,0.112009,0.721932
lat_mmap_precise,mmap_write_touch_unmap,16,per_iter,us,protected,5,168.235718,6.13208,3.64493
lat_mmap_precise,mmap_write_touch_unmap,2,per_iter,us,protected,5,23.134652,0.748096,3.23366
lat_mmap_precise,mmap_write_touch_unmap,4,per_iter,us,protected,5,52.428073,0.547499,1.04429
lat_mmap_precise,mmap_write_touch_unmap,64,per_iter,us,protected,5,630.540637,19.80862,3.14153
lat_mmap_precise,mmap_write_touch_unmap,8,per_iter,us,protected,5,90.665853,2.761007,3.04526
mmap_split,mmap_populate_unmap,0.5,per_iter,us,protected,5,26.823873,0.940165,3.50496
mmap_split,mmap_populate_unmap,1,per_iter,us,protected,5,52.659871,1.53747,2.91962
mmap_split,mmap_populate_unmap,16,per_iter,us,protected,5,653.019572,9.835002,1.50608
mmap_split,mmap_populate_unmap,2,per_iter,us,protected,5,90.250928,1.404362,1.55606
mmap_split,mmap_populate_unmap,4,per_iter,us,protected,5,173.371406,1.521335,0.877501
mmap_split,mmap_populate_unmap,64,per_iter,us,protected,5,2606.10908,13.947347,0.535179
mmap_split,mmap_populate_unmap,8,per_iter,us,protected,5,335.246582,1.125366,0.335683
mmap_split,mmap_read_touch_unmap,0.5,per_iter,us,protected,5,7.158866,0.845898,11.8161
mmap_split,mmap_read_touch_unmap,1,per_iter,us,protected,5,14.013952,1.486654,10.6084
mmap_split,mmap_read_touch_unmap,16,per_iter,us,protected,5,96.867391,16.316325,16.844
mmap_split,mmap_read_touch_unmap,2,per_iter,us,protected,5,16.779061,0.667505,3.9782
mmap_split,mmap_read_touch_unmap,4,per_iter,us,protected,5,26.144911,0.360704,1.37963
mmap_split,mmap_read_touch_unmap,64,per_iter,us,protected,5,398.596057,10.08789,2.53086
mmap_split,mmap_read_touch_unmap,8,per_iter,us,protected,5,58.008851,4.160928,7.17292
mmap_split,mmap_unmap,0.5,per_iter,us,protected,5,5.079305,0.419544,8.25987
mmap_split,mmap_unmap,1,per_iter,us,protected,5,3.569738,0.423671,11.8684
mmap_split,mmap_unmap,16,per_iter,us,protected,5,5.297688,0.764405,14.429
mmap_split,mmap_unmap,2,per_iter,us,protected,5,6.36814,0.455574,7.15396
mmap_split,mmap_unmap,4,per_iter,us,protected,5,7.283339,0.283325,3.89004
mmap_split,mmap_unmap,64,per_iter,us,protected,5,6.137153,2.170817,35.3717
mmap_split,mmap_unmap,8,per_iter,us,protected,5,7.283895,1.701822,23.3642
mmap_split,mmap_write_touch_unmap,0.5,per_iter,us,protected,5,9.086943,0.133476,1.46888
mmap_split,mmap_write_touch_unmap,1,per_iter,us,protected,5,17.813141,2.66657,14.9697
mmap_split,mmap_write_touch_unmap,16,per_iter,us,protected,5,164.730103,8.017619,4.86712
mmap_split,mmap_write_touch_unmap,2,per_iter,us,protected,5,30.523869,0.4139,1.35599
mmap_split,mmap_write_touch_unmap,4,per_iter,us,protected,5,50.02261,2.089871,4.17785
mmap_split,mmap_write_touch_unmap,64,per_iter,us,protected,5,642.899037,1.544186,0.240191
mmap_split,mmap_write_touch_unmap,8,per_iter,us,protected,5,81.003337,2.980794,3.67984
mmap_split,munmap_after_no_touch,0.5,per_iter,us,protected,5,1.530703,0.127816,8.35015
mmap_split,munmap_after_no_touch,1,per_iter,us,protected,5,1.827228,0.568339,31.1039
mmap_split,munmap_after_no_touch,16,per_iter,us,protected,5,2.686091,0.528017,19.6575
mmap_split,munmap_after_no_touch,2,per_iter,us,protected,5,2.702222,0.305018,11.2877
mmap_split,munmap_after_no_touch,4,per_iter,us,protected,5,2.553093,0.309776,12.1334
mmap_split,munmap_after_no_touch,64,per_iter,us,protected,5,1.726447,0.203883,11.8094
mmap_split,munmap_after_no_touch,8,per_iter,us,protected,5,1.670769,0.527409,31.5668
mmap_split,munmap_after_read_touch,0.5,per_iter,us,protected,5,4.203664,0.193259,4.59739
mmap_split,munmap_after_read_touch,1,per_iter,us,protected,5,7.824212,0.078737,1.00632
mmap_split,munmap_after_read_touch,16,per_iter,us,protected,5,32.411098,2.362024,7.2877
mmap_split,munmap_after_read_touch,2,per_iter,us,protected,5,7.881855,0.504594,6.40197
mmap_split,munmap_after_read_touch,4,per_iter,us,protected,5,9.834925,0.739741,7.52157
mmap_split,munmap_after_read_touch,64,per_iter,us,protected,5,95.872367,14.140564,14.7494
mmap_split,munmap_after_read_touch,8,per_iter,us,protected,5,15.181235,1.074319,7.07662
mmap_split,munmap_after_write_touch,0.5,per_iter,us,protected,5,5.005603,0.617441,12.335
mmap_split,munmap_after_write_touch,1,per_iter,us,protected,5,5.750765,0.193461,3.36409
mmap_split,munmap_after_write_touch,16,per_iter,us,protected,5,15.708832,0.750866,4.7799
mmap_split,munmap_after_write_touch,2,per_iter,us,protected,5,7.417467,0.899092,12.1213
mmap_split,munmap_after_write_touch,4,per_iter,us,protected,5,9.954569,0.826297,8.30068
mmap_split,munmap_after_write_touch,64,per_iter,us,protected,5,45.084497,0.512546,1.13686
mmap_split,munmap_after_write_touch,8,per_iter,us,protected,5,13.902997,1.748734,12.5781
mmap_split,openclose,0.5,per_iter,us,protected,5,5.448861,0.171558,3.14851
mmap_split,openclose,1,per_iter,us,protected,5,4.776535,0.947022,19.8265
mmap_split,openclose,16,per_iter,us,protected,5,5.825521,0.840088,14.4208
mmap_split,openclose,2,per_iter,us,protected,5,3.651034,0.811101,22.2157
mmap_split,openclose,4,per_iter,us,protected,5,6.408176,0.672634,10.4965
mmap_split,openclose,64,per_iter,us,protected,5,10.121797,0.888946,8.78249
mmap_split,openclose,8,per_iter,us,protected,5,7.723836,0.299581,3.87866
mmap_split,read_touch_cold,0.5,per_iter,us,protected,5,2.096288,0.216488,10.3272
mmap_split,read_touch_cold,1,per_iter,us,protected,5,5.311648,0.253156,4.76605
mmap_split,read_touch_cold,16,per_iter,us,protected,5,63.731258,5.48957,8.61362
mmap_split,read_touch_cold,2,per_iter,us,protected,5,9.7211,0.654006,6.7277
mmap_split,read_touch_cold,4,per_iter,us,protected,5,17.31006,1.293066,7.47003
mmap_split,read_touch_cold,64,per_iter,us,protected,5,259.301353,16.289867,6.28221
mmap_split,read_touch_cold,8,per_iter,us,protected,5,35.547286,0.663232,1.86577
mmap_split,read_touch_hot,0.5,per_iter,us,protected,5,0.010128,0.001575,15.5509
mmap_split,read_touch_hot,1,per_iter,us,protected,5,0.008713,0.001643,18.8569
mmap_split,read_touch_hot,16,per_iter,us,protected,5,0.445028,0.089478,20.1062
mmap_split,read_touch_hot,2,per_iter,us,protected,5,0.030452,0.009179,30.1425
mmap_split,read_touch_hot,4,per_iter,us,protected,5,0.098239,0.02832,28.8277
mmap_split,read_touch_hot,64,per_iter,us,protected,5,5.553927,0.801326,14.4281
mmap_split,read_touch_hot,8,per_iter,us,protected,5,0.372091,0.117248,31.5106
mmap_split,write_touch_cold,0.5,per_iter,us,protected,5,5.735032,0.358963,6.25913
mmap_split,write_touch_cold,1,per_iter,us,protected,5,8.393287,0.635564,7.57229
mmap_split,write_touch_cold,16,per_iter,us,protected,5,150.11951,4.43734,2.95587
mmap_split,write_touch_cold,2,per_iter,us,protected,5,18.776253,0.325136,1.73163
mmap_split,write_touch_cold,4,per_iter,us,protected,5,37.938136,0.413406,1.08968
mmap_split,write_touch_cold,64,per_iter,us,protected,5,594.990277,2.443953,0.410755
mmap_split,write_touch_cold,8,per_iter,us,protected,5,71.764174,1.720407,2.39731
mmap_split,write_touch_hot,0.5,per_iter,us,protected,5,0.00566,0.002222,39.258
mmap_split,write_touch_hot,1,per_iter,us,protected,5,0.005091,3e-05,0.589275
mmap_split,write_touch_hot,16,per_iter,us,protected,5,0.366496,0.023722,6.47265
mmap_split,write_touch_hot,2,per_iter,us,protected,5,0.053288,0.013387,25.122
mmap_split,write_touch_hot,4,per_iter,us,protected,5,0.144911,0.024631,16.9973
mmap_split,write_touch_hot,64,per_iter,us,protected,5,2.635363,0.887723,33.685
mmap_split,write_touch_hot,8,per_iter,us,protected,5,0.293131,0.103923,35.4527
