family,operation,size_mb,metric,unit,protected_median,nvhe_median,gap_protected_minus_nvhe,ratio_protected_over_nvhe,protected_n,nvhe_n
mmap_split,mmap_read_touch_unmap,64,per_iter,us,398.596057,388.78418,9.811877,1.02523734,5,5
mmap_split,mmap_read_touch_unmap,8,per_iter,us,58.008851,53.59965,4.409201,1.08226175,5,5
mmap_split,mmap_unmap,0.5,per_iter,us,5.079305,5.295544,-0.216239,0.959165857,5,5
mmap_split,mmap_unmap,1,per_iter,us,3.569738,5.61761,-2.047872,0.635454935,5,5
mmap_split,mmap_unmap,16,per_iter,us,5.297688,5.843669,-0.545981,0.906568801,5,5
mmap_split,mmap_unmap,2,per_iter,us,6.36814,6.609579,-0.241439,0.96347135,5,5
mmap_split,mmap_unmap,4,per_iter,us,7.283339,7.399428,-0.116089,0.984311085,5,5
mmap_split,mmap_unmap,64,per_iter,us,6.137153,9.77295,-3.635797,0.627973437,5,5
mmap_split,mmap_unmap,8,per_iter,us,7.283895,4.634826,2.649069,1.57155738,5,5
mmap_split,mmap_write_touch_unmap,0.5,per_iter,us,9.086943,11.746672,-2.659729,0.773575954,5,5
mmap_split,mmap_write_touch_unmap,1,per_iter,us,17.813141,16.140355,1.672786,1.10363998,5,5
mmap_split,mmap_write_touch_unmap,16,per_iter,us,164.730103,158.491414,6.238689,1.03936295,5,5
mmap_split,mmap_write_touch_unmap,2,per_iter,us,30.523869,27.750195,2.773674,1.09995151,5,5
mmap_split,mmap_write_touch_unmap,4,per_iter,us,50.02261,49.127224,0.895386,1.01822586,5,5
mmap_split,mmap_write_touch_unmap,64,per_iter,us,642.899037,612.527533,30.371504,1.0495839,5,5
mmap_split,mmap_write_touch_unmap,8,per_iter,us,81.003337,89.704204,-8.700867,0.903004914,5,5
mmap_split,munmap_after_no_touch,0.5,per_iter,us,1.530703,2.129338,-0.598635,0.718863327,5,5
mmap_split,munmap_after_no_touch,1,per_iter,us,1.827228,2.238677,-0.411449,0.816208859,5,5
mmap_split,munmap_after_no_touch,16,per_iter,us,2.686091,2.421591,0.2645,1.10922571,5,5
mmap_split,munmap_after_no_touch,2,per_iter,us,2.702222,2.489744,0.212478,1.0853413,5,5
mmap_split,munmap_after_no_touch,4,per_iter,us,2.553093,1.739507,0.813586,1.46771068,5,5
mmap_split,munmap_after_no_touch,64,per_iter,us,1.726447,3.94415,-2.217703,0.437723464,5,5
mmap_split,munmap_after_no_touch,8,per_iter,us,1.670769,2.441369,-0.7706,0.684357424,5,5
mmap_split,munmap_after_read_touch,0.5,per_iter,us,4.203664,3.963879,0.239785,1.06049251,5,5
mmap_split,munmap_after_read_touch,1,per_iter,us,7.824212,5.033021,2.791191,1.55457567,5,5
mmap_split,munmap_after_read_touch,16,per_iter,us,32.411098,24.861825,7.549273,1.30364919,5,5
mmap_split,munmap_after_read_touch,2,per_iter,us,7.881855,7.105395,0.77646,1.10927753,5,5
mmap_split,munmap_after_read_touch,4,per_iter,us,9.834925,13.913531,-4.078606,0.706860466,5,5
mmap_split,munmap_after_read_touch,64,per_iter,us,95.872367,116.199163,-20.326796,0.825069342,5,5
mmap_split,munmap_after_read_touch,8,per_iter,us,15.181235,20.765301,-5.584066,0.731086682,5,5
mmap_split,munmap_after_write_touch,0.5,per_iter,us,5.005603,2.710336,2.295267,1.84685699,5,5
mmap_split,munmap_after_write_touch,1,per_iter,us,5.750765,4.292222,1.458543,1.33981071,5,5
mmap_split,munmap_after_write_touch,16,per_iter,us,15.708832,18.341759,-2.632927,0.856451772,5,5
mmap_split,munmap_after_write_touch,2,per_iter,us,7.417467,8.192136,-0.774669,0.905437483,5,5
mmap_split,munmap_after_write_touch,4,per_iter,us,9.954569,10.63342,-0.678851,0.936158734,5,5
mmap_split,munmap_after_write_touch,64,per_iter,us,45.084497,44.74381,0.340687,1.00761417,5,5
mmap_split,munmap_after_write_touch,8,per_iter,us,13.902997,13.507321,0.395676,1.02929345,5,5
mmap_split,openclose,0.5,per_iter,us,5.448861,4.805164,0.643697,1.13395942,5,5
mmap_split,openclose,1,per_iter,us,4.776535,5.43571,-0.659175,0.878732493,5,5
mmap_split,openclose,16,per_iter,us,5.825521,5.016602,0.808919,1.16124839,5,5
mmap_split,openclose,2,per_iter,us,3.651034,5.30293,-1.651896,0.68849372,5,5
mmap_split,openclose,4,per_iter,us,6.408176,5.210721,1.197455,1.22980601,5,5
mmap_split,openclose,64,per_iter,us,10.121797,8.56703,1.554767,1.18148261,5,5
mmap_split,openclose,8,per_iter,us,7.723836,7.184611,0.539225,1.07505278,5,5
mmap_split,read_touch_cold,0.5,per_iter,us,2.096288,2.790596,-0.694308,0.751197235,5,5
mmap_split,read_touch_cold,1,per_iter,us,5.311648,4.683769,0.627879,1.13405422,5,5
mmap_split,read_touch_cold,16,per_iter,us,63.731258,51.332651,12.398607,1.24153452,5,5
mmap_split,read_touch_cold,2,per_iter,us,9.7211,9.529265,0.191835,1.02013114,5,5
mmap_split,read_touch_cold,4,per_iter,us,17.31006,17.610592,-0.300532,0.982934588,5,5
mmap_split,read_touch_cold,64,per_iter,us,259.301353,263.887007,-4.585654,0.982622661,5,5
mmap_split,read_touch_cold,8,per_iter,us,35.547286,32.155056,3.39223,1.10549601,5,5
mmap_split,read_touch_hot,0.5,per_iter,us,0.010128,0.003906,0.006222,2.59293395,5,5
mmap_split,read_touch_hot,1,per_iter,us,0.008713,0.019877,-0.011164,0.438345827,5,5
mmap_split,read_touch_hot,16,per_iter,us,0.445028,1.196289,-0.751261,0.372007099,5,5
mmap_split,read_touch_hot,2,per_iter,us,0.030452,0.05376,-0.023308,0.566443452,5,5
mmap_split,read_touch_hot,4,per_iter,us,0.098239,0.099406,-0.001167,0.988260266,5,5
mmap_split,read_touch_hot,64,per_iter,us,5.553927,5.487193,0.066734,1.01216177,5,5
mmap_split,read_touch_hot,8,per_iter,us,0.372091,0.256775,0.115316,1.44909356,5,5
mmap_split,write_touch_cold,0.5,per_iter,us,5.735032,5.394846,0.340186,1.06305759,5,5
mmap_split,write_touch_cold,1,per_iter,us,8.393287,7.747911,0.645376,1.08329678,5,5
mmap_split,write_touch_cold,16,per_iter,us,150.11951,140.202689,9.916821,1.07073203,5,5
mmap_split,write_touch_cold,2,per_iter,us,18.776253,17.501262,1.274991,1.07285137,5,5
mmap_split,write_touch_cold,4,per_iter,us,37.938136,31.759614,6.178522,1.19454021,5,5
mmap_split,write_touch_cold,64,per_iter,us,594.990277,572.20919,22.781087,1.03981252,5,5
mmap_split,write_touch_cold,8,per_iter,us,71.764174,70.107118,1.657056,1.02363606,5,5
mmap_split,write_touch_hot,0.5,per_iter,us,0.00566,0.005676,-1.6e-05,0.997181113,5,5
mmap_split,write_touch_hot,1,per_iter,us,0.005091,0.005931,-0.00084,0.85837127,5,5
mmap_split,write_touch_hot,16,per_iter,us,0.366496,0.701213,-0.334717,0.522660019,5,5
mmap_split,write_touch_hot,2,per_iter,us,0.053288,0.125293,-0.072005,0.42530708,5,5
mmap_split,write_touch_hot,4,per_iter,us,0.144911,0.255466,-0.110555,0.567241825,5,5
mmap_split,write_touch_hot,64,per_iter,us,2.635363,2.932673,-0.29731,0.898621496,5,5
mmap_split,write_touch_hot,8,per_iter,us,0.293131,0.396952,-0.103821,0.738454523,5,5
