project,scenario,metric,unit,higher_better,pairs,median_delta,mad,ci95_low,ci95_high,equivalence_threshold,equivalent,same_direction_4of5
rabbitmq,q4-join-late,confirm_p95,us,False,5,0.010943912448700521,0.018385696489847003,-0.020026702269692942,0.04689655172413798,0.03,False,True
rabbitmq,q4-join-late,confirm_p99,us,False,5,0.017421602787456525,0.0070539216880678435,-0.0023121387283236983,0.030444964871194413,0.05,True,True
rabbitmq,q4-join-late,consumer_p95,us,False,5,-0.0017985611510791255,0.04496402877697836,-0.13644214162348878,0.23325062034739452,0.03,False,False
rabbitmq,q4-join-late,consumer_p99,us,False,5,0.018099547511312153,0.003016591251885359,0.0059880239520957446,0.02114803625377637,0.05,True,True
rabbitmq,q4-join-late,published,msg/s,True,5,9.992006394887731e-05,9.992006394887731e-05,0.0,0.00019986009793138138,0.03,True,False
rabbitmq,q4-join-late,received,msg/s,True,5,0.0,0.0,0.0,9.994003597846302e-05,0.03,True,False
rabbitmq,q5-backlog,drain_time,s,False,5,-0.0662299854439593,0.003740860037090288,-0.06997084548104959,0.08307210031347956,0.03,False,False
rabbitmq,q5-backlog,fill_time,s,False,5,0.015535097813578869,0.01033278567485052,0.005202312138728349,0.03193960511033689,0.03,False,True
redis,r1-steady,latency_avg,ms,False,5,0.01754385964912264,0.011771853877116767,-0.0028860028860029363,0.03367496339677878,0.03,False,True
redis,r1-steady,latency_p50,ms,False,5,0.011251758087201136,0.011251758087201136,0.0,0.03375527426160341,0.03,False,True
redis,r1-steady,latency_p95,ms,False,5,0.020645161290322678,0.010428047624933212,0.010217113665389466,0.041290322580645133,0.03,False,True
redis,r1-steady,latency_p99,ms,False,5,0.016961130742049413,0.011401714480756775,-0.005559416261292527,0.03392226148409905,0.05,True,True
redis,r1-steady,throughput,ops/s,True,5,9.786928982125076e-06,1.1914852372285623e-05,-1.3723013003397178e-05,2.17017813544107e-05,0.03,True,False
redis,r2-pipeline,latency_avg,ms,False,5,0.020246129416434888,0.0055988010010601386,0.013370035391270019,0.025844930417495027,0.03,True,True
redis,r2-pipeline,latency_p50,ms,False,5,0.023267086766844525,0.0,0.015392015392015512,0.023267086766844525,0.03,True,True
redis,r2-pipeline,latency_p95,ms,False,5,0.01794224838800096,0.009050889677248097,0.008852005532503426,0.03620933521923608,0.03,False,True
redis,r2-pipeline,latency_p99,ms,False,5,0.01702580473530202,0.008584760156035376,0.00840556868925657,0.03434397638851627,0.05,True,True
redis,r2-pipeline,throughput,ops/s,True,5,-0.019916046762266326,0.005384720355046002,-0.02530076711731233,-0.013248499878013908,0.03,True,True
redis,r3-ttl-eviction,latency_avg,ms,False,5,0.015815085158150888,0.009790988772608644,0.006024096385542244,0.03166869671132777,0.03,False,True
redis,r3-ttl-eviction,latency_p50,ms,False,5,0.009535160905840279,9.006055164895166e-05,0.009445100354191327,0.038507821901323736,0.03,False,True
redis,r3-ttl-eviction,latency_p95,ms,False,5,0.016410256410256396,0.0001335524428098811,0.016276703967446515,0.03282051282051279,0.03,False,True
redis,r3-ttl-eviction,latency_p99,ms,False,5,0.014159292035398341,0.00946169955154641,0.004697592483851931,0.03319502074688807,0.05,True,True
redis,r3-ttl-eviction,throughput,ops/s,True,5,-0.0003872661110208009,0.00014962562551457115,-0.0010009861906696838,-0.00023764048550622974,0.03,True,True
redis,r4-bgsave,latency_avg,ms,False,5,0.019553072625698276,0.008263339057194674,0.0013793103448276334,0.02781641168289295,0.03,True,True
redis,r4-bgsave,latency_p50,ms,False,5,0.010884353741496655,0.010884353741496655,0.0,0.03265306122448974,0.03,False,True
redis,r4-bgsave,latency_p95,ms,False,5,0.018038331454340417,0.0,0.018038331454340417,0.03640500568828209,0.03,False,True
redis,r4-bgsave,latency_p99,ms,False,5,0.01640464798359531,0.010787738148287707,0.0,0.027192386131883017,0.05,True,True
redis,r4-bgsave,throughput,ops/s,True,5,-5.354842981741825e-05,3.885424956218131e-05,-9.240267937959956e-05,3.7260497507407564e-06,0.03,True,False
