project,scenario,metric,unit,higher_better,pair,first_mode,nvhe_boot_median,protected_boot_median,raw_delta_pct,penalty_pct
rabbitmq,q3-rate50,published,msg/s,True,2,protected,24014.0,24014.0,0.0,-0.0
rabbitmq,q3-rate50,published,msg/s,True,3,nvhe,24014.0,24015.0,0.004164237528114789,-0.004164237528114789
rabbitmq,q3-rate50,published,msg/s,True,4,protected,24013.0,24013.0,0.0,-0.0
rabbitmq,q3-rate50,published,msg/s,True,5,nvhe,24016.0,24013.0,-0.012491672218517547,0.012491672218517547
rabbitmq,q3-rate50,received,msg/s,True,1,nvhe,24016.0,24011.0,-0.020819453697540347,0.020819453697540347
rabbitmq,q3-rate50,received,msg/s,True,2,protected,24010.0,24011.0,0.004164931278638484,-0.004164931278638484
rabbitmq,q3-rate50,received,msg/s,True,3,nvhe,24010.0,24011.0,0.004164931278638484,-0.004164931278638484
rabbitmq,q3-rate50,received,msg/s,True,4,protected,24012.0,24013.0,0.0041645843744886335,-0.0041645843744886335
rabbitmq,q3-rate50,received,msg/s,True,5,nvhe,24017.0,24013.0,-0.016654869467458422,0.016654869467458422
rabbitmq,q3-rate70,confirm_p95,us,False,1,nvhe,1365.0,1518.0,11.208791208791213,11.208791208791213
rabbitmq,q3-rate70,confirm_p95,us,False,2,protected,1413.0,1489.0,5.378627034677996,5.378627034677996
rabbitmq,q3-rate70,confirm_p95,us,False,3,nvhe,1320.0,1643.0,24.46969696969696,24.46969696969696
rabbitmq,q3-rate70,confirm_p95,us,False,4,protected,1327.0,1559.0,17.483044461190666,17.483044461190666
rabbitmq,q3-rate70,confirm_p95,us,False,5,nvhe,1463.0,1576.0,7.723855092276155,7.723855092276155
rabbitmq,q3-rate70,confirm_p99,us,False,1,nvhe,1992.0,2089.0,4.86947791164658,4.86947791164658
rabbitmq,q3-rate70,confirm_p99,us,False,2,protected,2024.0,2134.0,5.434782608695654,5.434782608695654
rabbitmq,q3-rate70,confirm_p99,us,False,3,nvhe,1957.0,2293.0,17.1691364333163,17.1691364333163
rabbitmq,q3-rate70,confirm_p99,us,False,4,protected,2007.0,2170.0,8.121574489287497,8.121574489287497
rabbitmq,q3-rate70,confirm_p99,us,False,5,nvhe,2077.0,2145.0,3.2739528165623533,3.2739528165623533
rabbitmq,q3-rate70,consumer_p95,us,False,1,nvhe,1000.0,1046.0,4.600000000000004,4.600000000000004
rabbitmq,q3-rate70,consumer_p95,us,False,2,protected,1008.0,1038.0,2.9761904761904656,2.9761904761904656
rabbitmq,q3-rate70,consumer_p95,us,False,3,nvhe,998.0,1123.0,12.525050100200396,12.525050100200396
rabbitmq,q3-rate70,consumer_p95,us,False,4,protected,991.0,1066.0,7.568113017154388,7.568113017154388
rabbitmq,q3-rate70,consumer_p95,us,False,5,nvhe,1033.0,1074.0,3.9690222652468465,3.9690222652468465
rabbitmq,q3-rate70,consumer_p99,us,False,1,nvhe,1385.0,1490.0,7.581227436823101,7.581227436823101
rabbitmq,q3-rate70,consumer_p99,us,False,2,protected,1452.0,1617.0,11.363636363636353,11.363636363636353
rabbitmq,q3-rate70,consumer_p99,us,False,3,nvhe,1324.0,1714.0,29.456193353474312,29.456193353474312
rabbitmq,q3-rate70,consumer_p99,us,False,4,protected,1447.0,1605.0,10.919143054595715,10.919143054595715
rabbitmq,q3-rate70,consumer_p99,us,False,5,nvhe,1484.0,1564.0,5.39083557951483,5.39083557951483
rabbitmq,q3-rate70,published,msg/s,True,1,nvhe,33612.0,33611.0,-0.002975127930504584,0.002975127930504584
rabbitmq,q3-rate70,published,msg/s,True,2,protected,33611.0,33611.0,0.0,-0.0
rabbitmq,q3-rate70,published,msg/s,True,3,nvhe,33611.0,33611.0,0.0,-0.0
rabbitmq,q3-rate70,published,msg/s,True,4,protected,33612.0,33613.0,0.002975127930504584,-0.002975127930504584
rabbitmq,q3-rate70,published,msg/s,True,5,nvhe,33612.0,33613.0,0.002975127930504584,-0.002975127930504584
rabbitmq,q3-rate70,received,msg/s,True,1,nvhe,33610.0,33611.0,0.00297530496875531,-0.00297530496875531
rabbitmq,q3-rate70,received,msg/s,True,2,protected,33610.0,33607.0,-0.008925914906277033,0.008925914906277033
rabbitmq,q3-rate70,received,msg/s,True,3,nvhe,33611.0,33611.0,0.0,-0.0
rabbitmq,q3-rate70,received,msg/s,True,4,protected,33612.0,33614.0,0.005950255861009168,-0.005950255861009168
rabbitmq,q3-rate70,received,msg/s,True,5,nvhe,33611.0,33610.0,-0.0029752164469987186,0.0029752164469987186
rabbitmq,q3-rate85,confirm_p95,us,False,1,nvhe,2192.0,3080.0,40.51094890510949,40.51094890510949
rabbitmq,q3-rate85,confirm_p95,us,False,2,protected,2454.0,2880.0,17.359413202933993,17.359413202933993
rabbitmq,q3-rate85,confirm_p95,us,False,3,nvhe,2292.0,2724.0,18.848167539267013,18.848167539267013
rabbitmq,q3-rate85,confirm_p95,us,False,4,protected,2257.0,2587.0,14.621178555604786,14.621178555604786
rabbitmq,q3-rate85,confirm_p95,us,False,5,nvhe,2222.0,2731.0,22.907290729072916,22.907290729072916
rabbitmq,q3-rate85,confirm_p99,us,False,1,nvhe,2999.0,4155.0,38.546182060686895,38.546182060686895
rabbitmq,q3-rate85,confirm_p99,us,False,2,protected,3300.0,3860.0,16.96969696969697,16.96969696969697
rabbitmq,q3-rate85,confirm_p99,us,False,3,nvhe,3141.0,3656.0,16.39605221267113,16.39605221267113
rabbitmq,q3-rate85,confirm_p99,us,False,4,protected,3097.0,3541.0,14.336454633516315,14.336454633516315
rabbitmq,q3-rate85,confirm_p99,us,False,5,nvhe,3039.0,3673.0,20.862125699243173,20.862125699243173
rabbitmq,q3-rate85,consumer_p95,us,False,1,nvhe,1609.0,2316.0,43.94033561218147,43.94033561218147
rabbitmq,q3-rate85,consumer_p95,us,False,2,protected,1834.0,2134.0,16.357688113413293,16.357688113413293
rabbitmq,q3-rate85,consumer_p95,us,False,3,nvhe,1692.0,2027.0,19.799054373522452,19.799054373522452
rabbitmq,q3-rate85,consumer_p95,us,False,4,protected,1653.0,1926.0,16.515426497277687,16.515426497277687
rabbitmq,q3-rate85,consumer_p95,us,False,5,nvhe,1621.0,2040.0,25.848241826033313,25.848241826033313
rabbitmq,q3-rate85,consumer_p99,us,False,1,nvhe,2228.0,3165.0,42.05565529622981,42.05565529622981
rabbitmq,q3-rate85,consumer_p99,us,False,2,protected,2483.0,2942.0,18.485702778896496,18.485702778896496
rabbitmq,q3-rate85,consumer_p99,us,False,3,nvhe,2319.0,2760.0,19.016817593790435,19.016817593790435
rabbitmq,q3-rate85,consumer_p99,us,False,4,protected,2294.0,2629.0,14.603312990409755,14.603312990409755
rabbitmq,q3-rate85,consumer_p99,us,False,5,nvhe,2239.0,2810.0,25.502456453774002,25.502456453774002
rabbitmq,q3-rate85,published,msg/s,True,1,nvhe,40835.0,40836.0,0.002448879637562129,-0.002448879637562129
rabbitmq,q3-rate85,published,msg/s,True,2,protected,40836.0,40834.0,-0.00489763933784193,0.00489763933784193
rabbitmq,q3-rate85,published,msg/s,True,3,nvhe,40836.0,40837.0,0.002448819668909863,-0.002448819668909863
rabbitmq,q3-rate85,published,msg/s,True,4,protected,40837.0,40838.0,0.00244875970321079,-0.00244875970321079
rabbitmq,q3-rate85,published,msg/s,True,5,nvhe,40835.0,40835.0,0.0,-0.0
rabbitmq,q3-rate85,received,msg/s,True,1,nvhe,40836.0,40836.0,0.0,-0.0
rabbitmq,q3-rate85,received,msg/s,True,2,protected,40835.0,40835.0,0.0,-0.0
rabbitmq,q3-rate85,received,msg/s,True,3,nvhe,40836.0,40837.0,0.002448819668909863,-0.002448819668909863
rabbitmq,q3-rate85,received,msg/s,True,4,protected,40836.0,40836.0,0.0,-0.0
rabbitmq,q3-rate85,received,msg/s,True,5,nvhe,40835.0,40837.0,0.004897759275124258,-0.004897759275124258
rabbitmq,q4-join-late,confirm_p95,us,False,1,nvhe,725.0,759.0,4.689655172413798,4.689655172413798
rabbitmq,q4-join-late,confirm_p95,us,False,2,protected,716.0,737.0,2.9329608938547524,2.9329608938547524
rabbitmq,q4-join-late,confirm_p95,us,False,3,nvhe,749.0,734.0,-2.002670226969294,-2.002670226969294
rabbitmq,q4-join-late,confirm_p95,us,False,4,protected,731.0,739.0,1.0943912448700521,1.0943912448700521
rabbitmq,q4-join-late,confirm_p95,us,False,5,nvhe,736.0,744.0,1.0869565217391353,1.0869565217391353
rabbitmq,q4-join-late,confirm_p99,us,False,1,nvhe,854.0,880.0,3.0444964871194413,3.0444964871194413
rabbitmq,q4-join-late,confirm_p99,us,False,2,protected,861.0,876.0,1.7421602787456525,1.7421602787456525
rabbitmq,q4-join-late,confirm_p99,us,False,3,nvhe,865.0,863.0,-0.23121387283236983,-0.23121387283236983
rabbitmq,q4-join-late,confirm_p99,us,False,4,protected,858.0,869.0,1.2820512820512775,1.2820512820512775
rabbitmq,q4-join-late,confirm_p99,us,False,5,nvhe,858.0,879.0,2.447552447552437,2.447552447552437
rabbitmq,q4-join-late,consumer_p95,us,False,1,nvhe,556.0,580.0,4.316546762589923,4.316546762589923
rabbitmq,q4-join-late,consumer_p95,us,False,2,protected,403.0,497.0,23.325062034739453,23.325062034739453
rabbitmq,q4-join-late,consumer_p95,us,False,3,nvhe,579.0,500.0,-13.644214162348877,-13.644214162348877
rabbitmq,q4-join-late,consumer_p95,us,False,4,protected,562.0,542.0,-3.558718861209964,-3.558718861209964
rabbitmq,q4-join-late,consumer_p95,us,False,5,nvhe,556.0,555.0,-0.17985611510791255,-0.17985611510791255
rabbitmq,q4-join-late,consumer_p99,us,False,1,nvhe,662.0,676.0,2.114803625377637,2.114803625377637
rabbitmq,q4-join-late,consumer_p99,us,False,2,protected,668.0,672.0,0.5988023952095745,0.5988023952095745
rabbitmq,q4-join-late,consumer_p99,us,False,3,nvhe,661.0,672.0,1.6641452344931862,1.6641452344931862
rabbitmq,q4-join-late,consumer_p99,us,False,4,protected,663.0,675.0,1.8099547511312153,1.8099547511312153
rabbitmq,q4-join-late,consumer_p99,us,False,5,nvhe,663.0,677.0,2.111613876319751,2.111613876319751
rabbitmq,q4-join-late,published,msg/s,True,1,nvhe,10008.0,10008.0,0.0,-0.0
rabbitmq,q4-join-late,published,msg/s,True,2,protected,10007.0,10009.0,0.019986009793138138,-0.019986009793138138
rabbitmq,q4-join-late,published,msg/s,True,3,nvhe,10008.0,10009.0,0.009992006394887731,-0.009992006394887731
rabbitmq,q4-join-late,published,msg/s,True,4,protected,10008.0,10009.0,0.009992006394887731,-0.009992006394887731
rabbitmq,q4-join-late,published,msg/s,True,5,nvhe,10008.0,10008.0,0.0,-0.0
rabbitmq,q4-join-late,received,msg/s,True,1,nvhe,10007.0,10007.0,0.0,-0.0
rabbitmq,q4-join-late,received,msg/s,True,2,protected,10006.0,10007.0,0.009994003597846302,-0.009994003597846302
rabbitmq,q4-join-late,received,msg/s,True,3,nvhe,10007.0,10007.0,0.0,-0.0
rabbitmq,q4-join-late,received,msg/s,True,4,protected,10007.0,10008.0,0.009993004896569069,-0.009993004896569069
rabbitmq,q4-join-late,received,msg/s,True,5,nvhe,10007.0,10007.0,0.0,-0.0
rabbitmq,q5-backlog,drain_time,s,False,1,nvhe,13.73,12.79,-6.846321922796806,-6.846321922796806
rabbitmq,q5-backlog,drain_time,s,False,2,protected,13.74,12.83,-6.62299854439593,-6.62299854439593
rabbitmq,q5-backlog,drain_time,s,False,3,nvhe,12.73,13.74,7.934014139827172,7.934014139827172
rabbitmq,q5-backlog,drain_time,s,False,4,protected,12.76,13.82,8.307210031347957,8.307210031347957
rabbitmq,q5-backlog,drain_time,s,False,5,nvhe,13.72,12.76,-6.99708454810496,-6.99708454810496
rabbitmq,q5-backlog,fill_time,s,False,1,nvhe,17.29,17.74,2.6026604973973466,2.6026604973973466
rabbitmq,q5-backlog,fill_time,s,False,2,protected,17.45,17.64,1.0888252148997246,1.0888252148997246
rabbitmq,q5-backlog,fill_time,s,False,3,nvhe,17.3,17.39,0.5202312138728349,0.5202312138728349
rabbitmq,q5-backlog,fill_time,s,False,4,protected,17.38,17.65,1.5535097813578869,1.5535097813578869
rabbitmq,q5-backlog,fill_time,s,False,5,nvhe,17.22,17.77,3.193960511033689,3.193960511033689
redis,r1-steady,latency_avg,ms,False,1,nvhe,0.685,0.703,2.62773722627736,2.62773722627736
redis,r1-steady,latency_avg,ms,False,2,protected,0.693,0.691,-0.28860028860029363,-0.28860028860029363
redis,r1-steady,latency_avg,ms,False,3,nvhe,0.684,0.696,1.754385964912264,1.754385964912264
redis,r1-steady,latency_avg,ms,False,4,protected,0.683,0.706,3.367496339677878,3.367496339677878
redis,r1-steady,latency_avg,ms,False,5,nvhe,0.693,0.697,0.5772005772005873,0.5772005772005873
redis,r1-steady,latency_p50,ms,False,1,nvhe,0.711,0.727,2.250351617440227,2.250351617440227
redis,r1-steady,latency_p50,ms,False,2,protected,0.719,0.719,0.0,0.0
redis,r1-steady,latency_p50,ms,False,3,nvhe,0.711,0.719,1.1251758087201136,1.1251758087201136
redis,r1-steady,latency_p50,ms,False,4,protected,0.711,0.735,3.3755274261603407,3.3755274261603407
redis,r1-steady,latency_p50,ms,False,5,nvhe,0.719,0.727,1.112656467315709,1.112656467315709
redis,r1-steady,latency_p95,ms,False,1,nvhe,0.775,0.807,4.129032258064513,4.129032258064513
redis,r1-steady,latency_p95,ms,False,2,protected,0.783,0.791,1.0217113665389466,1.0217113665389466
redis,r1-steady,latency_p95,ms,False,3,nvhe,0.775,0.791,2.0645161290322678,2.0645161290322678
redis,r1-steady,latency_p95,ms,False,4,protected,0.775,0.799,3.0967741935483906,3.0967741935483906
redis,r1-steady,latency_p95,ms,False,5,nvhe,0.783,0.791,1.0217113665389466,1.0217113665389466
redis,r1-steady,latency_p99,ms,False,1,nvhe,1.423,1.455,2.248770203794792,2.248770203794792
redis,r1-steady,latency_p99,ms,False,2,protected,1.439,1.431,-0.5559416261292527,-0.5559416261292527
redis,r1-steady,latency_p99,ms,False,3,nvhe,1.415,1.439,1.6961130742049413,1.6961130742049413
redis,r1-steady,latency_p99,ms,False,4,protected,1.415,1.463,3.3922261484099048,3.3922261484099048
redis,r1-steady,latency_p99,ms,False,5,nvhe,1.439,1.447,0.5559416261292638,0.5559416261292638
redis,r1-steady,throughput,ops/s,True,1,nvhe,94003.07,94002.06,-0.0010744329945966413,0.0010744329945966413
redis,r1-steady,throughput,ops/s,True,2,protected,94002.29,94003.59,0.0013829450325131276,-0.0013829450325131276
redis,r1-steady,throughput,ops/s,True,3,nvhe,94001.5,94003.54,0.00217017813544107,-0.00217017813544107
redis,r1-steady,throughput,ops/s,True,4,protected,94002.68,94001.39,-0.0013723013003397178,0.0013723013003397178
redis,r1-steady,throughput,ops/s,True,5,nvhe,94002.93,94003.85,0.0009786928982125076,-0.0009786928982125076
redis,r2-pipeline,latency_avg,ms,False,1,nvhe,2.515,2.58,2.5844930417495027,2.5844930417495027
redis,r2-pipeline,latency_avg,ms,False,2,protected,2.543,2.577,1.3370035391270019,1.3370035391270019
redis,r2-pipeline,latency_avg,ms,False,3,nvhe,2.519,2.57,2.024612941643489,2.024612941643489
redis,r2-pipeline,latency_avg,ms,False,4,protected,2.525,2.586,2.415841584158418,2.415841584158418
redis,r2-pipeline,latency_avg,ms,False,5,nvhe,2.541,2.575,1.3380558835104361,1.3380558835104361
redis,r2-pipeline,latency_p50,ms,False,1,nvhe,2.063,2.111,2.3267086766844525,2.3267086766844525
redis,r2-pipeline,latency_p50,ms,False,2,protected,2.079,2.111,1.5392015392015512,1.5392015392015512
redis,r2-pipeline,latency_p50,ms,False,3,nvhe,2.063,2.111,2.3267086766844525,2.3267086766844525
redis,r2-pipeline,latency_p50,ms,False,4,protected,2.063,2.111,2.3267086766844525,2.3267086766844525
redis,r2-pipeline,latency_p50,ms,False,5,nvhe,2.079,2.111,1.5392015392015512,1.5392015392015512
redis,r2-pipeline,latency_p95,ms,False,1,nvhe,3.535,3.663,3.6209335219236083,3.6209335219236083
redis,r2-pipeline,latency_p95,ms,False,2,protected,3.599,3.631,0.8891358710752861,0.8891358710752861
redis,r2-pipeline,latency_p95,ms,False,3,nvhe,3.567,3.631,1.7942248388000959,1.7942248388000959
redis,r2-pipeline,latency_p95,ms,False,4,protected,3.583,3.679,2.6793190064192007,2.6793190064192007
redis,r2-pipeline,latency_p95,ms,False,5,nvhe,3.615,3.647,0.8852005532503426,0.8852005532503426
redis,r2-pipeline,latency_p99,ms,False,1,nvhe,3.727,3.855,3.4343976388516273,3.4343976388516273
redis,r2-pipeline,latency_p99,ms,False,2,protected,3.791,3.823,0.8441044579266643,0.8441044579266643
redis,r2-pipeline,latency_p99,ms,False,3,nvhe,3.759,3.823,1.702580473530202,1.702580473530202
redis,r2-pipeline,latency_p99,ms,False,4,protected,3.775,3.871,2.5430463576158857,2.5430463576158857
redis,r2-pipeline,latency_p99,ms,False,5,nvhe,3.807,3.839,0.8405568689256571,0.8405568689256571
redis,r2-pipeline,throughput,ops/s,True,1,nvhe,635768.47,619683.04,-2.530076711731233,2.530076711731233
redis,r2-pipeline,throughput,ops/s,True,2,protected,628637.21,620308.71,-1.3248499878013908,1.3248499878013908
redis,r2-pipeline,throughput,ops/s,True,3,nvhe,634760.51,622118.59,-1.9916046762266326,1.9916046762266326
redis,r2-pipeline,throughput,ops/s,True,4,protected,633263.56,618238.94,-2.3725698033217224,2.3725698033217224
redis,r2-pipeline,throughput,ops/s,True,5,nvhe,629239.93,620796.81,-1.3417966021323502,1.3417966021323502
redis,r3-ttl-eviction,latency_avg,ms,False,1,nvhe,0.821,0.847,3.166869671132777,3.166869671132777
redis,r3-ttl-eviction,latency_avg,ms,False,2,protected,0.83,0.835,0.6024096385542244,0.6024096385542244
redis,r3-ttl-eviction,latency_avg,ms,False,3,nvhe,0.822,0.835,1.5815085158150888,1.5815085158150888
redis,r3-ttl-eviction,latency_avg,ms,False,4,protected,0.821,0.846,3.0450669914738215,3.0450669914738215
redis,r3-ttl-eviction,latency_avg,ms,False,5,nvhe,0.831,0.84,1.0830324909747224,1.0830324909747224
redis,r3-ttl-eviction,latency_p50,ms,False,1,nvhe,0.831,0.863,3.8507821901323736,3.8507821901323736
redis,r3-ttl-eviction,latency_p50,ms,False,2,protected,0.839,0.847,0.9535160905840279,0.9535160905840279
redis,r3-ttl-eviction,latency_p50,ms,False,3,nvhe,0.839,0.847,0.9535160905840279,0.9535160905840279
redis,r3-ttl-eviction,latency_p50,ms,False,4,protected,0.831,0.855,2.8880866425992746,2.8880866425992746
redis,r3-ttl-eviction,latency_p50,ms,False,5,nvhe,0.847,0.855,0.9445100354191327,0.9445100354191327
redis,r3-ttl-eviction,latency_p95,ms,False,1,nvhe,0.975,1.007,3.2820512820512793,3.2820512820512793
redis,r3-ttl-eviction,latency_p95,ms,False,2,protected,0.983,0.999,1.6276703967446515,1.6276703967446515
