pair,mode,project,scenario,rep,metric,value,unit,higher_better
1,nvhe,rabbitmq,q4-join-late,1,consumer_p95,556.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,consumer_p99,655.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,confirm_p95,725.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,confirm_p99,842.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,published,10008.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,2,received,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,2,consumer_p95,376.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,consumer_p99,659.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,confirm_p95,707.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,confirm_p99,854.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,published,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,3,received,10006.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,3,consumer_p95,373.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,consumer_p99,679.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,confirm_p95,694.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,confirm_p99,853.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,published,10009.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,4,received,10008.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,4,consumer_p95,593.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,consumer_p99,663.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,confirm_p95,767.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,confirm_p99,876.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,published,10008.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,5,received,10005.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,5,consumer_p95,594.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,consumer_p99,662.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,confirm_p95,761.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,confirm_p99,872.0,us,False
1,nvhe,rabbitmq,q5-backlog,1,fill_time,17.53,s,False
1,nvhe,rabbitmq,q5-backlog,1,drain_time,13.78,s,False
1,nvhe,rabbitmq,q5-backlog,2,fill_time,17.44,s,False
1,nvhe,rabbitmq,q5-backlog,2,drain_time,13.76,s,False
1,nvhe,rabbitmq,q5-backlog,3,fill_time,17.29,s,False
1,nvhe,rabbitmq,q5-backlog,3,drain_time,13.73,s,False
1,nvhe,rabbitmq,q5-backlog,4,fill_time,17.29,s,False
1,nvhe,rabbitmq,q5-backlog,4,drain_time,12.76,s,False
1,nvhe,rabbitmq,q5-backlog,5,fill_time,17.18,s,False
1,nvhe,rabbitmq,q5-backlog,5,drain_time,12.77,s,False
1,nvhe,rabbitmq,q1-one-fast,1,published,68871.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,1,received,68851.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,1,consumer_p95,14965.0,us,False
1,nvhe,rabbitmq,q1-one-fast,1,consumer_p99,17298.0,us,False
1,nvhe,rabbitmq,q1-one-fast,2,published,68260.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,2,received,68305.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,2,consumer_p95,15172.0,us,False
1,nvhe,rabbitmq,q1-one-fast,2,consumer_p99,17537.0,us,False
1,nvhe,rabbitmq,q1-one-fast,3,published,70074.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,3,received,70108.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,3,consumer_p95,14237.0,us,False
1,nvhe,rabbitmq,q1-one-fast,3,consumer_p99,16653.0,us,False
1,nvhe,rabbitmq,q1-one-fast,4,published,68809.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,4,received,68811.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,4,consumer_p95,14772.0,us,False
1,nvhe,rabbitmq,q1-one-fast,4,consumer_p99,17048.0,us,False
1,nvhe,rabbitmq,q1-one-fast,5,published,68819.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,5,received,68798.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,5,consumer_p95,14967.0,us,False
1,nvhe,rabbitmq,q1-one-fast,5,consumer_p99,17281.0,us,False
1,nvhe,geekbench,cpu,1,wall_time,390.8,s,False
1,nvhe,geekbench,cpu,2,wall_time,391.42,s,False
1,nvhe,geekbench,cpu,3,wall_time,390.36,s,False
1,nvhe,geekbench,cpu,4,wall_time,390.64,s,False
1,nvhe,geekbench,cpu,5,wall_time,390.44,s,False
1,protected,redis,r4-bgsave,1,throughput,93925.21,ops/s,True
1,protected,redis,r4-bgsave,1,latency_avg,0.743,ms,False
1,protected,redis,r4-bgsave,1,latency_p50,0.751,ms,False
1,protected,redis,r4-bgsave,1,latency_p95,0.919,ms,False
1,protected,redis,r4-bgsave,1,latency_p99,1.511,ms,False
1,protected,redis,r4-bgsave,2,throughput,93929.56,ops/s,True
1,protected,redis,r4-bgsave,2,latency_avg,0.739,ms,False
1,protected,redis,r4-bgsave,2,latency_p50,0.759,ms,False
1,protected,redis,r4-bgsave,2,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,2,latency_p99,1.511,ms,False
1,protected,redis,r4-bgsave,3,throughput,93928.43,ops/s,True
1,protected,redis,r4-bgsave,3,latency_avg,0.736,ms,False
1,protected,redis,r4-bgsave,3,latency_p50,0.751,ms,False
1,protected,redis,r4-bgsave,3,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,3,latency_p99,1.503,ms,False
1,protected,redis,r4-bgsave,4,throughput,93927.99,ops/s,True
1,protected,redis,r4-bgsave,4,latency_avg,0.739,ms,False
1,protected,redis,r4-bgsave,4,latency_p50,0.751,ms,False
1,protected,redis,r4-bgsave,4,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,4,latency_p99,1.511,ms,False
1,protected,redis,r4-bgsave,5,throughput,93924.73,ops/s,True
1,protected,redis,r4-bgsave,5,latency_avg,0.743,ms,False
1,protected,redis,r4-bgsave,5,latency_p50,0.759,ms,False
1,protected,redis,r4-bgsave,5,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,5,latency_p99,1.519,ms,False
1,protected,redis,r1-steady,1,throughput,94002.06,ops/s,True
1,protected,redis,r1-steady,1,latency_avg,0.703,ms,False
1,protected,redis,r1-steady,1,latency_p50,0.735,ms,False
1,protected,redis,r1-steady,1,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,1,latency_p99,1.463,ms,False
1,protected,redis,r1-steady,2,throughput,94004.27,ops/s,True
1,protected,redis,r1-steady,2,latency_avg,0.705,ms,False
1,protected,redis,r1-steady,2,latency_p50,0.727,ms,False
1,protected,redis,r1-steady,2,latency_p95,0.807,ms,False
1,protected,redis,r1-steady,2,latency_p99,1.455,ms,False
1,protected,redis,r1-steady,3,throughput,94000.65,ops/s,True
1,protected,redis,r1-steady,3,latency_avg,0.702,ms,False
1,protected,redis,r1-steady,3,latency_p50,0.727,ms,False
1,protected,redis,r1-steady,3,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,3,latency_p99,1.455,ms,False
1,protected,redis,r1-steady,4,throughput,94003.71,ops/s,True
1,protected,redis,r1-steady,4,latency_avg,0.705,ms,False
1,protected,redis,r1-steady,4,latency_p50,0.727,ms,False
1,protected,redis,r1-steady,4,latency_p95,0.807,ms,False
1,protected,redis,r1-steady,4,latency_p99,1.455,ms,False
1,protected,redis,r1-steady,5,throughput,94001.97,ops/s,True
1,protected,redis,r1-steady,5,latency_avg,0.703,ms,False
1,protected,redis,r1-steady,5,latency_p50,0.727,ms,False
1,protected,redis,r1-steady,5,latency_p95,0.807,ms,False
1,protected,redis,r1-steady,5,latency_p99,1.447,ms,False
1,protected,redis,r2-pipeline,1,throughput,623845.27,ops/s,True
1,protected,redis,r2-pipeline,1,latency_avg,2.563,ms,False
1,protected,redis,r2-pipeline,1,latency_p50,2.095,ms,False
1,protected,redis,r2-pipeline,1,latency_p95,3.631,ms,False
1,protected,redis,r2-pipeline,1,latency_p99,3.823,ms,False
1,protected,redis,r2-pipeline,2,throughput,620627.41,ops/s,True
1,protected,redis,r2-pipeline,2,latency_avg,2.576,ms,False
1,protected,redis,r2-pipeline,2,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,2,latency_p95,3.631,ms,False
1,protected,redis,r2-pipeline,2,latency_p99,3.839,ms,False
1,protected,redis,r2-pipeline,3,throughput,617602.29,ops/s,True
1,protected,redis,r2-pipeline,3,latency_avg,2.589,ms,False
1,protected,redis,r2-pipeline,3,latency_p50,2.127,ms,False
1,protected,redis,r2-pipeline,3,latency_p95,3.663,ms,False
1,protected,redis,r2-pipeline,3,latency_p99,3.855,ms,False
1,protected,redis,r2-pipeline,4,throughput,617458.04,ops/s,True
1,protected,redis,r2-pipeline,4,latency_avg,2.589,ms,False
1,protected,redis,r2-pipeline,4,latency_p50,2.127,ms,False
1,protected,redis,r2-pipeline,4,latency_p95,3.663,ms,False
1,protected,redis,r2-pipeline,4,latency_p99,3.855,ms,False
1,protected,redis,r2-pipeline,5,throughput,619683.04,ops/s,True
1,protected,redis,r2-pipeline,5,latency_avg,2.58,ms,False
1,protected,redis,r2-pipeline,5,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,5,latency_p95,3.663,ms,False
1,protected,redis,r2-pipeline,5,latency_p99,3.871,ms,False
1,protected,redis,r3-ttl-eviction,1,throughput,93851.79,ops/s,True
1,protected,redis,r3-ttl-eviction,1,latency_avg,0.847,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p95,1.007,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,2,throughput,93859.31,ops/s,True
1,protected,redis,r3-ttl-eviction,2,latency_avg,0.847,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p50,0.855,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p95,1.007,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p99,1.735,ms,False
1,protected,redis,r3-ttl-eviction,3,throughput,93853.31,ops/s,True
1,protected,redis,r3-ttl-eviction,3,latency_avg,0.846,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p50,0.855,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,4,throughput,93853.36,ops/s,True
1,protected,redis,r3-ttl-eviction,4,latency_avg,0.846,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,5,throughput,93823.45,ops/s,True
1,protected,redis,r3-ttl-eviction,5,latency_avg,0.85,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p95,1.007,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p99,1.751,ms,False
1,protected,rabbitmq,q2-reliable,1,published,50301.0,msg/s,True
