project,scenario,metric,unit,higher_better,pairs,nvhe_boot_median,protected_boot_median,median_raw_delta_pct,median_penalty_pct,mad_penalty_pct,min_penalty_pct,max_penalty_pct,worse_pairs,better_pairs,tied_pairs,exact_sign_p_two_sided,bootstrap95_low_pct,bootstrap95_high_pct,bootstrap_interval_is_descriptive,equivalence_margin_pct,all_observed_pairs_within_margin,bootstrap_interval_within_margin,median_within_boot_rmad_pct,nvhe_first_median_penalty_pct,protected_first_median_penalty_pct,order_group_gap_pct,pair_index_spearman_rho,pair_index_permutation_p_two_sided
rabbitmq,q2-reliable,received,msg/s,True,5,51036.0,49641.0,-2.2881389538803143,2.2881389538803143,1.4016459919156565,0.8864929619646578,5.279568857665284,5,0,0,0.0625,0.8864929619646578,5.279568857665284,True,3.0,False,False,1.2724237997313539,4.1397054588045545,1.8465148096464823,2.2931906491580722,0.3,0.6833333333333333
rabbitmq,q3-rate50,confirm_p95,us,False,5,936.0,958.0,2.6567481402762994,2.6567481402762994,0.5245519782293817,1.0683760683760646,4.086021505376336,5,0,0,0.0625,1.0683760683760646,4.086021505376336,True,3.0,False,False,1.0087361441058074,3.010752688172036,2.3944721511616085,0.6162805370104274,-0.3,0.6833333333333333
rabbitmq,q3-rate50,confirm_p99,us,False,5,1050.0,1086.0,4.045155221072427,4.045155221072427,0.8070599829771874,1.3320647002854402,6.923076923076921,5,0,0,0.0625,1.3320647002854402,6.923076923076921,True,5.0,False,False,1.2740914279646394,4.3227665706051965,3.6416252295838336,0.6811413410213629,-0.3,0.6833333333333333
rabbitmq,q3-rate50,consumer_p95,us,False,5,799.0,817.0,2.6151930261519407,2.6151930261519407,0.6176899050533091,1.001251564455563,4.156171284634769,5,0,0,0.0625,1.001251564455563,4.156171284634769,True,3.0,False,False,1.484793102975226,2.6448362720403074,2.306348073625286,0.3384881984150212,-0.3,0.6833333333333333
rabbitmq,q3-rate50,consumer_p99,us,False,5,903.0,926.0,2.433628318584069,2.433628318584069,0.24064586244372244,0.8859357696566983,4.905239687848373,5,0,0,0.0625,0.8859357696566983,4.905239687848373,True,5.0,True,True,0.9324989889652782,2.6696329254727535,2.313305387362208,0.35632753811054574,-0.1,0.95
rabbitmq,q3-rate50,published,msg/s,True,5,24014.0,24014.0,0.0,-0.0,0.004164237528114789,-0.004164237528114789,0.012491672218517547,2,1,2,1.0,-0.004164237528114789,0.012491672218517547,True,3.0,True,True,0.0020820320632937745,0.008327781479011698,-0.0,0.008327781479011698,0.20519567041703082,0.7666666666666667
rabbitmq,q3-rate50,received,msg/s,True,5,24012.0,24011.0,0.0041645843744886335,-0.0041645843744886335,3.469041498505021e-07,-0.004164931278638484,0.020819453697540347,2,3,0,1.0,-0.004164931278638484,0.020819453697540347,True,3.0,True,True,0.0062461830061820885,0.016654869467458422,-0.004164757826563559,0.02081962729402198,-0.051298917604257706,1.0
rabbitmq,q3-rate70,confirm_p95,us,False,5,1365.0,1559.0,11.208791208791213,11.208791208791213,5.830164174113217,5.378627034677996,24.46969696969696,5,0,0,0.0625,5.378627034677996,24.46969696969696,True,3.0,False,False,4.608454243953194,11.208791208791213,11.430835747934331,-0.22204453914311806,0.1,0.95
rabbitmq,q3-rate70,confirm_p99,us,False,5,2007.0,2145.0,5.434782608695654,5.434782608695654,2.160829792133301,3.2739528165623533,17.1691364333163,5,0,0,0.0625,3.2739528165623533,17.1691364333163,True,5.0,False,False,3.2729046316002837,4.86947791164658,6.778178548991575,-1.908700637344995,-0.1,0.95
rabbitmq,q3-rate70,consumer_p95,us,False,5,1000.0,1066.0,4.600000000000004,4.600000000000004,1.6238095238095385,2.9761904761904656,12.525050100200396,5,0,0,0.0625,2.9761904761904656,12.525050100200396,True,3.0,False,False,2.447459430699654,4.600000000000004,5.272151746672426,-0.6721517466724221,0.1,0.95
rabbitmq,q3-rate70,consumer_p99,us,False,5,1447.0,1605.0,10.919143054595715,10.919143054595715,3.3379156177726133,5.39083557951483,29.456193353474312,5,0,0,0.0625,5.39083557951483,29.456193353474312,True,5.0,False,False,5.608808998010229,7.581227436823101,11.141389709116034,-3.5601622722929323,-0.3,0.6833333333333333
rabbitmq,q3-rate70,published,msg/s,True,5,33612.0,33611.0,0.0,-0.0,0.002975127930504584,-0.002975127930504584,0.002975127930504584,1,2,2,1.0,-0.002975127930504584,0.002975127930504584,True,3.0,True,True,0.0029750836748866586,-0.0,-0.001487563965252292,0.001487563965252292,-0.9486832980505138,0.06666666666666667
rabbitmq,q3-rate70,received,msg/s,True,5,33611.0,33611.0,0.0,-0.0,0.00297530496875531,-0.005950255861009168,0.008925914906277033,2,2,1,1.0,-0.005950255861009168,0.008925914906277033,True,3.0,True,True,0.005950167360306449,-0.0,0.0014878295226339322,-0.0014878295226339322,0.0,1.0
rabbitmq,q3-rate85,confirm_p95,us,False,5,2257.0,2731.0,18.848167539267013,18.848167539267013,4.059123189805902,14.621178555604786,40.51094890510949,5,0,0,0.0625,14.621178555604786,40.51094890510949,True,3.0,False,False,4.778422671682906,22.907290729072916,15.99029587926939,6.916994849803526,-0.3,0.6833333333333333
rabbitmq,q3-rate85,confirm_p99,us,False,5,3097.0,3673.0,16.96969696969697,16.96969696969697,2.633242336180654,14.336454633516315,38.546182060686895,5,0,0,0.0625,14.336454633516315,38.546182060686895,True,5.0,False,False,3.8093457662158214,20.862125699243173,15.653075801606642,5.209049897636531,-0.4,0.5166666666666667
rabbitmq,q3-rate85,consumer_p95,us,False,5,1653.0,2040.0,19.799054373522452,19.799054373522452,3.4413662601091595,16.357688113413293,43.94033561218147,5,0,0,0.0625,16.357688113413293,43.94033561218147,True,3.0,False,False,4.941810160981733,25.848241826033313,16.436557305345488,9.411684520687825,-0.1,0.95
rabbitmq,q3-rate85,consumer_p99,us,False,5,2294.0,2810.0,19.016817593790435,19.016817593790435,4.41350460338068,14.603312990409755,42.05565529622981,5,0,0,0.0625,14.603312990409755,42.05565529622981,True,5.0,False,False,4.282228764454126,25.502456453774002,16.544507884653125,8.957948569120877,-0.3,0.6833333333333333
rabbitmq,q3-rate85,published,msg/s,True,5,40836.0,40836.0,0.00244875970321079,-0.00244875970321079,1.199343513391682e-07,-0.002448879637562129,0.00489763933784193,1,3,1,0.625,-0.002448879637562129,0.00489763933784193,True,3.0,True,True,0.004897639340776138,-0.002448819668909863,0.0012244398173155702,-0.003673259486225433,0.4,0.5166666666666667
rabbitmq,q3-rate85,received,msg/s,True,5,40836.0,40836.0,0.0,-0.0,0.0,-0.004897759275124258,-0.0,0,2,3,0.5,-0.004897759275124258,-0.0,True,3.0,True,True,0.003673199521993231,-0.002448819668909863,-0.0,-0.002448819668909863,-0.6708203932499369,0.3
rabbitmq,q4-join-late,confirm_p95,us,False,5,731.0,739.0,1.0943912448700521,1.0943912448700521,1.8385696489847003,-2.002670226969294,4.689655172413798,4,1,0,0.375,-2.002670226969294,4.689655172413798,True,3.0,False,False,2.8987925930225806,1.0869565217391353,2.0136760693624023,-0.926719547623267,-0.7,0.23333333333333334
rabbitmq,q4-join-late,confirm_p99,us,False,5,858.0,876.0,1.7421602787456525,1.7421602787456525,0.7053921688067843,-0.23121387283236983,3.0444964871194413,4,1,0,0.375,-0.23121387283236983,3.0444964871194413,True,5.0,True,True,0.9250243427458618,2.447552447552437,1.512105780398465,0.9354466671539718,-0.3,0.6833333333333333
rabbitmq,q4-join-late,consumer_p95,us,False,5,556.0,542.0,-0.17985611510791255,-0.17985611510791255,4.496402877697836,-13.644214162348877,23.325062034739453,2,3,0,1.0,-13.644214162348877,23.325062034739453,True,3.0,False,False,7.379410125036502,-0.17985611510791255,9.883171586764744,-10.063027701872656,-0.5,0.45
rabbitmq,q4-join-late,consumer_p99,us,False,5,663.0,675.0,1.8099547511312153,1.8099547511312153,0.3016591251885359,0.5988023952095745,2.114803625377637,5,0,0,0.0625,0.5988023952095745,2.114803625377637,True,5.0,True,True,0.6651342067772019,2.111613876319751,1.2043785731703949,0.9072353031493563,0.0,1.0
rabbitmq,q4-join-late,published,msg/s,True,5,10008.0,10009.0,0.009992006394887731,-0.009992006394887731,0.009992006394887731,-0.019986009793138138,-0.0,0,3,2,0.25,-0.019986009793138138,-0.0,True,3.0,True,True,0.0,-0.0,-0.014989008094012934,0.014989008094012934,0.15811388300841897,0.8
rabbitmq,q4-join-late,received,msg/s,True,5,10007.0,10007.0,0.0,-0.0,0.0,-0.009994003597846302,-0.0,0,2,3,0.5,-0.009994003597846302,-0.0,True,3.0,True,True,0.0099930048965724,-0.0,-0.009993504247207685,0.009993504247207685,0.11180339887498948,1.0
rabbitmq,q5-backlog,drain_time,s,False,5,13.72,12.83,-6.62299854439593,-6.62299854439593,0.37408600370902967,-6.99708454810496,8.307210031347957,2,3,0,1.0,-6.99708454810496,8.307210031347957,True,3.0,False,False,0.3276434374307511,-6.846321922796806,0.8421057434760133,-7.688427666272819,0.0,1.0
rabbitmq,q5-backlog,fill_time,s,False,5,17.3,17.65,1.5535097813578869,1.5535097813578869,1.033278567485052,0.5202312138728349,3.193960511033689,5,0,0,0.0625,0.5202312138728349,3.193960511033689,True,3.0,False,False,0.48893554818682217,2.6026604973973466,1.3211674981288057,1.2814929992685409,0.3,0.6833333333333333
redis,r1-steady,latency_avg,ms,False,5,0.685,0.697,1.754385964912264,1.754385964912264,1.1771853877116767,-0.28860028860029363,3.367496339677878,4,1,0,0.375,-0.28860028860029363,3.367496339677878,True,3.0,False,False,0.14327382748435394,1.754385964912264,1.5394480255387921,0.21493793937347183,0.0,1.0
redis,r1-steady,latency_p50,ms,False,5,0.711,0.727,1.1251758087201136,1.1251758087201136,1.1251758087201136,0.0,3.3755274261603407,4,0,1,0.125,0.0,3.3755274261603407,True,3.0,False,False,0.0,1.1251758087201136,1.6877637130801704,-0.5625879043600568,0.0,1.0
redis,r1-steady,latency_p95,ms,False,5,0.775,0.791,2.0645161290322678,2.0645161290322678,1.0428047624933212,1.0217113665389466,4.129032258064513,5,0,0,0.0625,1.0217113665389466,4.129032258064513,True,3.0,False,False,0.0,2.0645161290322678,2.0592427800436686,0.0052733489885992135,-0.4616902584383194,0.43333333333333335
redis,r1-steady,latency_p99,ms,False,5,1.423,1.447,1.6961130742049413,1.6961130742049413,1.1401714480756775,-0.5559416261292527,3.3922261484099048,4,1,0,0.375,-0.5559416261292527,3.3922261484099048,True,5.0,True,True,0.0,1.6961130742049413,1.418142261140326,0.27797081306461524,0.0,1.0
redis,r1-steady,throughput,ops/s,True,5,94002.68,94003.54,0.0009786928982125076,-0.0009786928982125076,0.0011914852372285623,-0.00217017813544107,0.0013723013003397178,2,3,0,1.0,-0.00217017813544107,0.0013723013003397178,True,3.0,True,True,0.0006808265921017672,-0.0009786928982125076,-5.3218660867049294e-06,-0.0009733710321258027,0.1,0.95
redis,r2-pipeline,latency_avg,ms,False,5,2.525,2.577,2.024612941643489,2.024612941643489,0.5598801001060139,1.3370035391270019,2.5844930417495027,5,0,0,0.0625,1.3370035391270019,2.5844930417495027,True,3.0,True,True,0.2546284551008019,2.024612941643489,1.87642256164271,0.1481903800007789,-0.3,0.6833333333333333
redis,r2-pipeline,latency_p50,ms,False,5,2.063,2.111,2.3267086766844525,2.3267086766844525,0.0,1.5392015392015512,2.3267086766844525,5,0,0,0.0625,1.5392015392015512,2.3267086766844525,True,3.0,True,True,0.0,2.3267086766844525,1.9329551079430018,0.3937535687414506,-0.28867513459481287,0.8
redis,r2-pipeline,latency_p95,ms,False,5,3.583,3.647,1.7942248388000959,1.7942248388000959,0.9050889677248097,0.8852005532503426,3.6209335219236083,5,0,0,0.0625,0.8852005532503426,3.6209335219236083,True,3.0,False,False,0.4396833560925395,1.7942248388000959,1.7842274387472434,0.009997400052852434,-0.6,0.35
redis,r2-pipeline,latency_p99,ms,False,5,3.775,3.839,1.702580473530202,1.702580473530202,0.8584760156035376,0.8405568689256571,3.4343976388516273,5,0,0,0.0625,0.8405568689256571,3.4343976388516273,True,5.0,True,True,0.41591029873281593,1.702580473530202,1.693575407771275,0.0090050657589269,-0.6,0.35
redis,r2-pipeline,throughput,ops/s,True,5,633263.56,620308.71,-1.9916046762266326,1.9916046762266326,0.5384720355046002,1.3248499878013908,2.530076711731233,5,0,0,0.0625,1.3248499878013908,2.530076711731233,True,3.0,True,True,0.25634604285701634,1.9916046762266326,1.8487098955615566,0.142894780665076,-0.3,0.6833333333333333
redis,r3-ttl-eviction,latency_avg,ms,False,5,0.822,0.84,1.5815085158150888,1.5815085158150888,0.9790988772608644,0.6024096385542244,3.166869671132777,5,0,0,0.0625,0.6024096385542244,3.166869671132777,True,3.0,False,False,0.11813353206003119,1.5815085158150888,1.823738315014023,-0.24222979919893417,-0.3,0.6833333333333333
redis,r3-ttl-eviction,latency_p50,ms,False,5,0.839,0.855,0.9535160905840279,0.9535160905840279,0.009006055164895166,0.9445100354191327,3.8507821901323736,5,0,0,0.0625,0.9445100354191327,3.8507821901323736,True,3.0,False,False,0.0,0.9535160905840279,1.9208013665916512,-0.9672852760076234,-0.6668859288553503,0.26666666666666666
redis,r3-ttl-eviction,latency_p95,ms,False,5,0.975,0.999,1.6410256410256396,1.6410256410256396,0.01335524428098811,1.6276703967446515,3.2820512820512793,5,0,0,0.0625,1.6276703967446515,3.2820512820512793,True,3.0,False,False,0.0,1.6410256410256396,2.044604429141561,-0.4035787881159214,-0.4616902584383194,0.43333333333333335
redis,r3-ttl-eviction,latency_p99,ms,False,5,1.695,1.727,1.415929203539834,1.415929203539834,0.946169955154641,0.4697592483851931,3.319502074688807,5,0,0,0.0625,0.4697592483851931,3.319502074688807,True,5.0,True,True,0.0,1.415929203539834,1.6575233704878012,-0.2415941669479671,-0.3,0.6833333333333333
redis,r3-ttl-eviction,throughput,ops/s,True,5,93935.22,93878.38,-0.03872661110208009,0.03872661110208009,0.014962562551457115,0.023764048550622974,0.10009861906696838,5,0,0,0.0625,0.023764048550622974,0.10009861906696838,True,3.0,True,True,0.003306007244758714,0.03872661110208009,0.0553998021604829,-0.016673191058402814,-0.1,0.95
redis,r4-bgsave,latency_avg,ms,False,5,0.72,0.732,1.9553072625698276,1.9553072625698276,0.8263339057194674,0.13793103448276334,2.781641168289295,5,0,0,0.0625,0.13793103448276334,2.781641168289295,True,3.0,True,True,0.13840996168582387,1.9553072625698276,1.4578544061302767,0.49745285643955084,-0.3,0.6833333333333333
redis,r4-bgsave,latency_p50,ms,False,5,0.735,0.751,1.0884353741496655,1.0884353741496655,1.0884353741496655,0.0,3.2653061224489743,4,0,1,0.125,0.0,3.2653061224489743,True,3.0,False,False,0.0,1.0884353741496655,1.6326530612244872,-0.5442176870748217,0.0,1.0
redis,r4-bgsave,latency_p95,ms,False,5,0.887,0.903,1.8038331454340417,1.8038331454340417,0.0,1.8038331454340417,3.640500568828209,5,0,0,0.0625,1.8038331454340417,3.640500568828209,True,3.0,False,False,0.0,1.8038331454340417,2.2547914317925577,-0.450958286358516,-0.4472135954999579,0.5
redis,r4-bgsave,latency_p99,ms,False,5,1.471,1.495,1.640464798359531,1.640464798359531,1.0787738148287707,0.0,2.7192386131883017,4,0,1,0.125,0.0,2.7192386131883017,True,5.0,True,True,0.0,1.640464798359531,1.3596193065941509,0.2808454917653802,-0.15389675281277312,0.8333333333333334
redis,r4-bgsave,throughput,ops/s,True,5,93933.66,93930.09,-0.005354842981741825,0.005354842981741825,0.003885424956218131,-0.00037260497507407564,0.009240267937959956,3,2,0,1.0,-0.00037260497507407564,0.009240267937959956,True,3.0,True,True,0.0007771520279010863,0.005535725710748007,0.002672098504286069,0.0028636272064619384,-0.7,0.23333333333333334
