pair,mode,project,scenario,rep,metric,value,unit,higher_better
1,nvhe,redis,r2-pipeline,3,latency_p99,3.759,ms,False
1,nvhe,redis,r2-pipeline,4,throughput,634476.5,ops/s,True
1,nvhe,redis,r2-pipeline,4,latency_avg,2.52,ms,False
1,nvhe,redis,r2-pipeline,4,latency_p50,2.063,ms,False
1,nvhe,redis,r2-pipeline,4,latency_p95,3.551,ms,False
1,nvhe,redis,r2-pipeline,4,latency_p99,3.743,ms,False
1,nvhe,redis,r2-pipeline,5,throughput,636003.02,ops/s,True
1,nvhe,redis,r2-pipeline,5,latency_avg,2.514,ms,False
1,nvhe,redis,r2-pipeline,5,latency_p50,2.063,ms,False
1,nvhe,redis,r2-pipeline,5,latency_p95,3.535,ms,False
1,nvhe,redis,r2-pipeline,5,latency_p99,3.727,ms,False
1,nvhe,redis,r3-ttl-eviction,1,throughput,93933.66,ops/s,True
1,nvhe,redis,r3-ttl-eviction,1,latency_avg,0.824,ms,False
1,nvhe,redis,r3-ttl-eviction,1,latency_p50,0.839,ms,False
1,nvhe,redis,r3-ttl-eviction,1,latency_p95,0.975,ms,False
1,nvhe,redis,r3-ttl-eviction,1,latency_p99,1.695,ms,False
1,nvhe,redis,r3-ttl-eviction,2,throughput,93946.76,ops/s,True
1,nvhe,redis,r3-ttl-eviction,2,latency_avg,0.819,ms,False
1,nvhe,redis,r3-ttl-eviction,2,latency_p50,0.831,ms,False
1,nvhe,redis,r3-ttl-eviction,2,latency_p95,0.975,ms,False
1,nvhe,redis,r3-ttl-eviction,2,latency_p99,1.687,ms,False
1,nvhe,redis,r3-ttl-eviction,3,throughput,93932.29,ops/s,True
1,nvhe,redis,r3-ttl-eviction,3,latency_avg,0.825,ms,False
1,nvhe,redis,r3-ttl-eviction,3,latency_p50,0.839,ms,False
1,nvhe,redis,r3-ttl-eviction,3,latency_p95,0.983,ms,False
1,nvhe,redis,r3-ttl-eviction,3,latency_p99,1.695,ms,False
1,nvhe,redis,r3-ttl-eviction,4,throughput,93943.59,ops/s,True
1,nvhe,redis,r3-ttl-eviction,4,latency_avg,0.822,ms,False
1,nvhe,redis,r3-ttl-eviction,4,latency_p50,0.839,ms,False
1,nvhe,redis,r3-ttl-eviction,4,latency_p95,0.975,ms,False
1,nvhe,redis,r3-ttl-eviction,4,latency_p99,1.687,ms,False
1,nvhe,redis,r3-ttl-eviction,5,throughput,93942.7,ops/s,True
1,nvhe,redis,r3-ttl-eviction,5,latency_avg,0.822,ms,False
1,nvhe,redis,r3-ttl-eviction,5,latency_p50,0.831,ms,False
1,nvhe,redis,r3-ttl-eviction,5,latency_p95,0.975,ms,False
1,nvhe,redis,r3-ttl-eviction,5,latency_p99,1.687,ms,False
1,nvhe,rabbitmq,q2-reliable,1,published,51821.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,1,received,50925.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,1,consumer_p95,7154073.0,us,False
1,nvhe,rabbitmq,q2-reliable,1,consumer_p99,7254384.0,us,False
1,nvhe,rabbitmq,q2-reliable,1,confirm_p95,159146.0,us,False
1,nvhe,rabbitmq,q2-reliable,1,confirm_p99,199793.0,us,False
1,nvhe,rabbitmq,q2-reliable,2,published,51303.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,2,received,50931.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,2,consumer_p95,7827555.0,us,False
1,nvhe,rabbitmq,q2-reliable,2,consumer_p99,7904599.0,us,False
1,nvhe,rabbitmq,q2-reliable,2,confirm_p95,158672.0,us,False
1,nvhe,rabbitmq,q2-reliable,2,confirm_p99,198699.0,us,False
1,nvhe,rabbitmq,q2-reliable,3,published,51166.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,3,received,50823.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,3,consumer_p95,7665042.0,us,False
1,nvhe,rabbitmq,q2-reliable,3,consumer_p99,7746321.0,us,False
1,nvhe,rabbitmq,q2-reliable,3,confirm_p95,158622.0,us,False
1,nvhe,rabbitmq,q2-reliable,3,confirm_p99,201103.0,us,False
1,nvhe,rabbitmq,q2-reliable,4,published,51754.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,4,received,51183.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,4,consumer_p95,6583426.0,us,False
1,nvhe,rabbitmq,q2-reliable,4,consumer_p99,6654601.0,us,False
1,nvhe,rabbitmq,q2-reliable,4,confirm_p95,157052.0,us,False
1,nvhe,rabbitmq,q2-reliable,4,confirm_p99,200398.0,us,False
1,nvhe,rabbitmq,q2-reliable,5,published,51459.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,5,received,51454.0,msg/s,True
1,nvhe,rabbitmq,q2-reliable,5,consumer_p95,5628879.0,us,False
1,nvhe,rabbitmq,q2-reliable,5,consumer_p99,5715538.0,us,False
1,nvhe,rabbitmq,q2-reliable,5,confirm_p95,157428.0,us,False
1,nvhe,rabbitmq,q2-reliable,5,confirm_p99,198256.0,us,False
1,nvhe,rabbitmq,q3-rate50,1,published,24400.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,1,received,24401.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,1,consumer_p95,822.0,us,False
1,nvhe,rabbitmq,q3-rate50,1,consumer_p99,926.0,us,False
1,nvhe,rabbitmq,q3-rate50,1,confirm_p95,960.0,us,False
1,nvhe,rabbitmq,q3-rate50,1,confirm_p99,1081.0,us,False
1,nvhe,rabbitmq,q3-rate50,2,published,24403.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,2,received,24406.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,2,consumer_p95,802.0,us,False
1,nvhe,rabbitmq,q3-rate50,2,consumer_p99,909.0,us,False
1,nvhe,rabbitmq,q3-rate50,2,confirm_p95,937.0,us,False
1,nvhe,rabbitmq,q3-rate50,2,confirm_p99,1054.0,us,False
1,nvhe,rabbitmq,q3-rate50,3,published,24404.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,3,received,24405.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,3,consumer_p95,825.0,us,False
1,nvhe,rabbitmq,q3-rate50,3,consumer_p99,934.0,us,False
1,nvhe,rabbitmq,q3-rate50,3,confirm_p95,966.0,us,False
1,nvhe,rabbitmq,q3-rate50,3,confirm_p99,1100.0,us,False
1,nvhe,rabbitmq,q3-rate50,4,published,24401.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,4,received,24401.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,4,consumer_p95,813.0,us,False
1,nvhe,rabbitmq,q3-rate50,4,consumer_p99,921.0,us,False
1,nvhe,rabbitmq,q3-rate50,4,confirm_p95,952.0,us,False
1,nvhe,rabbitmq,q3-rate50,4,confirm_p99,1080.0,us,False
1,nvhe,rabbitmq,q3-rate50,5,published,24406.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,5,received,24407.0,msg/s,True
1,nvhe,rabbitmq,q3-rate50,5,consumer_p95,835.0,us,False
1,nvhe,rabbitmq,q3-rate50,5,consumer_p99,942.0,us,False
1,nvhe,rabbitmq,q3-rate50,5,confirm_p95,975.0,us,False
1,nvhe,rabbitmq,q3-rate50,5,confirm_p99,1114.0,us,False
1,nvhe,rabbitmq,q3-rate70,1,published,34171.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,1,received,34167.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,1,consumer_p95,1045.0,us,False
1,nvhe,rabbitmq,q3-rate70,1,consumer_p99,1444.0,us,False
1,nvhe,rabbitmq,q3-rate70,1,confirm_p95,1469.0,us,False
1,nvhe,rabbitmq,q3-rate70,1,confirm_p99,2043.0,us,False
1,nvhe,rabbitmq,q3-rate70,2,published,34173.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,2,received,34176.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,2,consumer_p95,1063.0,us,False
1,nvhe,rabbitmq,q3-rate70,2,consumer_p99,1555.0,us,False
1,nvhe,rabbitmq,q3-rate70,2,confirm_p95,1534.0,us,False
1,nvhe,rabbitmq,q3-rate70,2,confirm_p99,2106.0,us,False
1,nvhe,rabbitmq,q3-rate70,3,published,34175.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,3,received,34172.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,3,consumer_p95,980.0,us,False
1,nvhe,rabbitmq,q3-rate70,3,consumer_p99,1396.0,us,False
1,nvhe,rabbitmq,q3-rate70,3,confirm_p95,1336.0,us,False
1,nvhe,rabbitmq,q3-rate70,3,confirm_p99,1974.0,us,False
1,nvhe,rabbitmq,q3-rate70,4,published,34173.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,4,received,34169.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,4,consumer_p95,1024.0,us,False
1,nvhe,rabbitmq,q3-rate70,4,consumer_p99,1392.0,us,False
1,nvhe,rabbitmq,q3-rate70,4,confirm_p95,1423.0,us,False
1,nvhe,rabbitmq,q3-rate70,4,confirm_p99,2002.0,us,False
1,nvhe,rabbitmq,q3-rate70,5,published,34171.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,5,received,34170.0,msg/s,True
1,nvhe,rabbitmq,q3-rate70,5,consumer_p95,1101.0,us,False
1,nvhe,rabbitmq,q3-rate70,5,consumer_p99,1524.0,us,False
1,nvhe,rabbitmq,q3-rate70,5,confirm_p95,1597.0,us,False
1,nvhe,rabbitmq,q3-rate70,5,confirm_p99,2087.0,us,False
1,nvhe,rabbitmq,q3-rate85,1,published,41473.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,1,received,41472.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,1,consumer_p95,1739.0,us,False
1,nvhe,rabbitmq,q3-rate85,1,consumer_p99,2376.0,us,False
1,nvhe,rabbitmq,q3-rate85,1,confirm_p95,2322.0,us,False
1,nvhe,rabbitmq,q3-rate85,1,confirm_p99,3167.0,us,False
1,nvhe,rabbitmq,q3-rate85,2,published,41481.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,2,received,41477.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,2,consumer_p95,2065.0,us,False
1,nvhe,rabbitmq,q3-rate85,2,consumer_p99,2833.0,us,False
1,nvhe,rabbitmq,q3-rate85,2,confirm_p95,2778.0,us,False
1,nvhe,rabbitmq,q3-rate85,2,confirm_p99,3703.0,us,False
1,nvhe,rabbitmq,q3-rate85,3,published,41469.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,3,received,41471.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,3,consumer_p95,1659.0,us,False
1,nvhe,rabbitmq,q3-rate85,3,consumer_p99,2303.0,us,False
1,nvhe,rabbitmq,q3-rate85,3,confirm_p95,2256.0,us,False
1,nvhe,rabbitmq,q3-rate85,3,confirm_p99,3079.0,us,False
1,nvhe,rabbitmq,q3-rate85,4,published,41469.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,4,received,41470.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,4,consumer_p95,1939.0,us,False
1,nvhe,rabbitmq,q3-rate85,4,consumer_p99,2635.0,us,False
1,nvhe,rabbitmq,q3-rate85,4,confirm_p95,2583.0,us,False
1,nvhe,rabbitmq,q3-rate85,4,confirm_p99,3493.0,us,False
1,nvhe,rabbitmq,q3-rate85,5,published,41469.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,5,received,41472.0,msg/s,True
1,nvhe,rabbitmq,q3-rate85,5,consumer_p95,2043.0,us,False
1,nvhe,rabbitmq,q3-rate85,5,consumer_p99,2770.0,us,False
1,nvhe,rabbitmq,q3-rate85,5,confirm_p95,2729.0,us,False
1,nvhe,rabbitmq,q3-rate85,5,confirm_p99,3630.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,published,10008.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,1,received,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,1,consumer_p95,601.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,consumer_p99,664.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,confirm_p95,775.0,us,False
1,nvhe,rabbitmq,q4-join-late,1,confirm_p99,882.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,published,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,2,received,10006.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,2,consumer_p95,403.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,consumer_p99,681.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,confirm_p95,707.0,us,False
1,nvhe,rabbitmq,q4-join-late,2,confirm_p99,857.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,published,10008.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,3,received,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,3,consumer_p95,538.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,consumer_p99,673.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,confirm_p95,740.0,us,False
1,nvhe,rabbitmq,q4-join-late,3,confirm_p99,864.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,published,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,4,received,10006.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,4,consumer_p95,591.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,consumer_p99,668.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,confirm_p95,758.0,us,False
1,nvhe,rabbitmq,q4-join-late,4,confirm_p99,869.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,published,10007.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,5,received,10005.0,msg/s,True
1,nvhe,rabbitmq,q4-join-late,5,consumer_p95,470.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,consumer_p99,683.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,confirm_p95,731.0,us,False
1,nvhe,rabbitmq,q4-join-late,5,confirm_p99,865.0,us,False
1,nvhe,rabbitmq,q5-backlog,1,fill_time,17.21,s,False
1,nvhe,rabbitmq,q5-backlog,1,drain_time,12.78,s,False
1,nvhe,rabbitmq,q5-backlog,2,fill_time,17.16,s,False
1,nvhe,rabbitmq,q5-backlog,2,drain_time,13.8,s,False
1,nvhe,rabbitmq,q5-backlog,3,fill_time,17.33,s,False
1,nvhe,rabbitmq,q5-backlog,3,drain_time,14.21,s,False
1,nvhe,rabbitmq,q5-backlog,4,fill_time,17.09,s,False
1,nvhe,rabbitmq,q5-backlog,4,drain_time,13.8,s,False
1,nvhe,rabbitmq,q5-backlog,5,fill_time,17.11,s,False
1,nvhe,rabbitmq,q5-backlog,5,drain_time,13.8,s,False
1,nvhe,rabbitmq,q1-one-fast,1,published,67231.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,1,received,67215.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,1,consumer_p95,15510.0,us,False
1,nvhe,rabbitmq,q1-one-fast,1,consumer_p99,17825.0,us,False
1,nvhe,rabbitmq,q1-one-fast,2,published,69508.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,2,received,69524.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,2,consumer_p95,14556.0,us,False
1,nvhe,rabbitmq,q1-one-fast,2,consumer_p99,16907.0,us,False
1,nvhe,rabbitmq,q1-one-fast,3,published,69758.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,3,received,69793.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,3,consumer_p95,14469.0,us,False
1,nvhe,rabbitmq,q1-one-fast,3,consumer_p99,16822.0,us,False
1,nvhe,rabbitmq,q1-one-fast,4,published,69667.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,4,received,69678.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,4,consumer_p95,14327.0,us,False
1,nvhe,rabbitmq,q1-one-fast,4,consumer_p99,16507.0,us,False
1,nvhe,rabbitmq,q1-one-fast,5,published,70121.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,5,received,70179.0,msg/s,True
1,nvhe,rabbitmq,q1-one-fast,5,consumer_p95,14389.0,us,False
1,nvhe,rabbitmq,q1-one-fast,5,consumer_p99,16803.0,us,False
1,nvhe,geekbench,cpu,1,wall_time,398.15,s,False
1,nvhe,geekbench,cpu,2,wall_time,397.14,s,False
1,nvhe,geekbench,cpu,3,wall_time,398.94,s,False
1,nvhe,geekbench,cpu,4,wall_time,398.29,s,False
1,nvhe,geekbench,cpu,5,wall_time,397.44,s,False
1,protected,redis,r4-bgsave,1,throughput,93932.18,ops/s,True
1,protected,redis,r4-bgsave,1,latency_avg,0.739,ms,False
1,protected,redis,r4-bgsave,1,latency_p50,0.759,ms,False
1,protected,redis,r4-bgsave,1,latency_p95,0.903,ms,False
1,protected,redis,r4-bgsave,1,latency_p99,1.511,ms,False
1,protected,redis,r4-bgsave,2,throughput,93932.95,ops/s,True
1,protected,redis,r4-bgsave,2,latency_avg,0.738,ms,False
1,protected,redis,r4-bgsave,2,latency_p50,0.751,ms,False
1,protected,redis,r4-bgsave,2,latency_p95,0.903,ms,False
1,protected,redis,r4-bgsave,2,latency_p99,1.503,ms,False
1,protected,redis,r4-bgsave,3,throughput,93931.2,ops/s,True
1,protected,redis,r4-bgsave,3,latency_avg,0.74,ms,False
1,protected,redis,r4-bgsave,3,latency_p50,0.759,ms,False
1,protected,redis,r4-bgsave,3,latency_p95,0.903,ms,False
1,protected,redis,r4-bgsave,3,latency_p99,1.519,ms,False
1,protected,redis,r4-bgsave,4,throughput,93925.97,ops/s,True
1,protected,redis,r4-bgsave,4,latency_avg,0.738,ms,False
1,protected,redis,r4-bgsave,4,latency_p50,0.751,ms,False
1,protected,redis,r4-bgsave,4,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,4,latency_p99,1.503,ms,False
1,protected,redis,r4-bgsave,5,throughput,93927.95,ops/s,True
1,protected,redis,r4-bgsave,5,latency_avg,0.739,ms,False
1,protected,redis,r4-bgsave,5,latency_p50,0.759,ms,False
1,protected,redis,r4-bgsave,5,latency_p95,0.911,ms,False
1,protected,redis,r4-bgsave,5,latency_p99,1.511,ms,False
1,protected,redis,r1-steady,1,throughput,94003.83,ops/s,True
1,protected,redis,r1-steady,1,latency_avg,0.703,ms,False
1,protected,redis,r1-steady,1,latency_p50,0.735,ms,False
1,protected,redis,r1-steady,1,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,1,latency_p99,1.455,ms,False
1,protected,redis,r1-steady,2,throughput,94004.85,ops/s,True
1,protected,redis,r1-steady,2,latency_avg,0.706,ms,False
1,protected,redis,r1-steady,2,latency_p50,0.735,ms,False
1,protected,redis,r1-steady,2,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,2,latency_p99,1.463,ms,False
1,protected,redis,r1-steady,3,throughput,94001.11,ops/s,True
1,protected,redis,r1-steady,3,latency_avg,0.706,ms,False
1,protected,redis,r1-steady,3,latency_p50,0.735,ms,False
1,protected,redis,r1-steady,3,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,3,latency_p99,1.463,ms,False
1,protected,redis,r1-steady,4,throughput,94002.39,ops/s,True
1,protected,redis,r1-steady,4,latency_avg,0.707,ms,False
1,protected,redis,r1-steady,4,latency_p50,0.735,ms,False
1,protected,redis,r1-steady,4,latency_p95,0.807,ms,False
1,protected,redis,r1-steady,4,latency_p99,1.463,ms,False
1,protected,redis,r1-steady,5,throughput,94001.32,ops/s,True
1,protected,redis,r1-steady,5,latency_avg,0.703,ms,False
1,protected,redis,r1-steady,5,latency_p50,0.727,ms,False
1,protected,redis,r1-steady,5,latency_p95,0.799,ms,False
1,protected,redis,r1-steady,5,latency_p99,1.455,ms,False
1,protected,redis,r2-pipeline,1,throughput,614639.7,ops/s,True
1,protected,redis,r2-pipeline,1,latency_avg,2.601,ms,False
1,protected,redis,r2-pipeline,1,latency_p50,2.127,ms,False
1,protected,redis,r2-pipeline,1,latency_p95,3.679,ms,False
1,protected,redis,r2-pipeline,1,latency_p99,3.871,ms,False
1,protected,redis,r2-pipeline,2,throughput,622618.76,ops/s,True
1,protected,redis,r2-pipeline,2,latency_avg,2.568,ms,False
1,protected,redis,r2-pipeline,2,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,2,latency_p95,3.631,ms,False
1,protected,redis,r2-pipeline,2,latency_p99,3.823,ms,False
1,protected,redis,r2-pipeline,3,throughput,622078.19,ops/s,True
1,protected,redis,r2-pipeline,3,latency_avg,2.57,ms,False
1,protected,redis,r2-pipeline,3,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,3,latency_p95,3.647,ms,False
1,protected,redis,r2-pipeline,3,latency_p99,3.839,ms,False
1,protected,redis,r2-pipeline,4,throughput,621034.77,ops/s,True
1,protected,redis,r2-pipeline,4,latency_avg,2.574,ms,False
1,protected,redis,r2-pipeline,4,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,4,latency_p95,3.647,ms,False
1,protected,redis,r2-pipeline,4,latency_p99,3.839,ms,False
1,protected,redis,r2-pipeline,5,throughput,618421.48,ops/s,True
1,protected,redis,r2-pipeline,5,latency_avg,2.585,ms,False
1,protected,redis,r2-pipeline,5,latency_p50,2.111,ms,False
1,protected,redis,r2-pipeline,5,latency_p95,3.663,ms,False
1,protected,redis,r2-pipeline,5,latency_p99,3.855,ms,False
1,protected,redis,r3-ttl-eviction,1,throughput,93846.55,ops/s,True
1,protected,redis,r3-ttl-eviction,1,latency_avg,0.846,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,1,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,2,throughput,93857.95,ops/s,True
1,protected,redis,r3-ttl-eviction,2,latency_avg,0.846,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,2,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,3,throughput,93834.16,ops/s,True
1,protected,redis,r3-ttl-eviction,3,latency_avg,0.85,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p95,1.007,ms,False
1,protected,redis,r3-ttl-eviction,3,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,4,throughput,93848.28,ops/s,True
1,protected,redis,r3-ttl-eviction,4,latency_avg,0.848,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,4,latency_p99,1.743,ms,False
1,protected,redis,r3-ttl-eviction,5,throughput,93846.99,ops/s,True
1,protected,redis,r3-ttl-eviction,5,latency_avg,0.848,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p50,0.863,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p95,0.999,ms,False
1,protected,redis,r3-ttl-eviction,5,latency_p99,1.743,ms,False
1,protected,rabbitmq,q2-reliable,1,published,49905.0,msg/s,True
