Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时37分56秒   999    112548   42.00   11.00    0.00    0.00   53.00     0     15.00      0.00 2670388  114148   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时37分57秒   999    112548   43.00   10.00    0.00    0.00   53.00     0     18.00      0.00 2670900  114148   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时37分58秒   999    112548   43.00   11.00    0.00    0.00   54.00     0      8.00      0.00 2670388  114148   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时37分59秒   999    112548   43.00   11.00    0.00    0.00   54.00     0     16.00      0.00 2670388  114148   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分00秒   999    112548   42.00   12.00    0.00    0.00   54.00     0     14.00      0.00 2670388  114148   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分01秒   999    112548   41.00   13.00    0.00    0.00   54.00     0     22.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分02秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分03秒   999    112548   42.00   11.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分04秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      4.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分05秒   999    112548   43.00   11.00    0.00    0.00   54.00     0     14.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分06秒   999    112548   44.00    9.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分07秒   999    112548   42.00   12.00    0.00    0.00   54.00     0     10.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分08秒   999    112548   41.00   13.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分09秒   999    112548   42.00   11.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分10秒   999    112548   41.00   13.00    0.00    0.00   54.00     0     39.00      0.00 2670900  114404   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分11秒   999    112548   40.00   14.00    0.00    0.00   54.00     0     67.00      0.00 2670900  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分12秒   999    112548   43.00   10.00    0.00    0.00   53.00     0     23.00      0.00 2670900  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分13秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      1.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分14秒   999    112548   46.00    8.00    0.00    0.00   54.00     0     18.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分15秒   999    112548   41.00   13.00    0.00    0.00   54.00     0     27.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分16秒   999    112548   42.00   11.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分17秒   999    112548   43.00   10.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分18秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分19秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114532   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分20秒   999    112548   42.00   11.00    0.00    0.00   53.00     0     86.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分21秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分22秒   999    112548   40.00   13.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分23秒   999    112548   40.00   14.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分24秒   999    112548   43.00   10.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分25秒   999    112548   43.00   11.00    0.00    0.00   54.00     0     15.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分26秒   999    112548   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114024   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分27秒   999    112548   40.00   14.00    0.00    0.00   54.00     0     29.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分28秒   999    112548   44.00    9.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分29秒   999    112548   40.00   14.00    0.00    0.00   54.00     0     41.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分30秒   999    112548   43.00   11.00    0.00    0.00   54.00     0     10.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分31秒   999    112548   43.00   10.00    0.00    0.00   53.00     0      0.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分32秒   999    112548   44.00   10.00    0.00    0.00   54.00     0      0.00      0.00 2670388  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分33秒   999    112548   42.00   11.00    0.00    0.00   53.00     0     20.00      0.00 2670900  114152   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分34秒   999    112548   42.00   12.00    0.00    0.00   54.00     0     29.00      0.00 2670900  114280   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分35秒   999    112548   44.00   11.00    0.00    0.00   55.00     0     46.00      0.00 2670132  113628   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分36秒   999    112548   42.00   12.00    0.00    0.00   54.00     0     31.00      0.00 2670132  113628   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分37秒   999    112548   43.00   12.00    0.00    0.00   55.00     0      2.00      0.00 2669620  113628   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分38秒   999    112548   39.00   14.00    0.00    0.00   53.00     0     50.00      0.00 2669620  113628   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分39秒   999    112548   42.00   13.00    0.00    0.00   55.00     0     17.00      0.00 2669620  113628   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分40秒   999    112548   42.00   11.00    0.00    0.00   53.00     0     73.00      0.00 2670132  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分41秒   999    112548   42.00   12.00    0.00    0.00   54.00     0     51.00      0.00 2670132  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分42秒   999    112548   40.00   12.00    0.00    0.00   52.00     0     37.00      0.00 2670132  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分43秒   999    112548   43.00   11.00    0.00    0.00   54.00     0     32.00      0.00 2670132  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分44秒   999    112548   44.00    9.00    0.00    0.00   53.00     0     16.00      0.00 2670132  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分45秒   999    112548   41.00   13.00    0.00    0.00   54.00     0     38.00      0.00 2670644  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分46秒   999    112548   39.00   15.00    0.00    0.00   54.00     0     10.00      0.00 2670644  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分47秒   999    112548   42.00   11.00    0.00    0.00   53.00     0      0.00      0.00 2670644  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分48秒   999    112548   43.00   12.00    0.00    0.00   55.00     0      1.00      0.00 2670644  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分49秒   999    112548   44.00    9.00    0.00    0.00   53.00     0      0.00      0.00 2670644  113756   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分50秒   999    112548   44.00   10.00    0.00    0.00   54.00     0     50.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分51秒   999    112548   45.00    9.00    0.00    0.00   54.00     0      5.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分52秒   999    112548   45.00    8.00    0.00    0.00   53.00     0     20.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分53秒   999    112548   44.00   10.00    0.00    0.00   54.00     0      0.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分54秒   999    112548   40.00   14.00    0.00    0.00   54.00     0      0.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分55秒   999    112548   43.00   10.00    0.00    0.00   53.00     0      3.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时38分56秒   999    112548   45.00    9.00    0.00    0.00   54.00     0      2.00      0.00 2670132  113884   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
