env,run,bench_mode,size_mb,iters,warmups,timed,touch_divisor,stride_kb,touch_bytes,touches_per_iter,total_ns,per_iter_ns,per_iter_us,per_touch_ns,sink
nvhe,1,mmap_write_touch_unmap,2,5000,1,mmap_write_touch_unmap,10,16,209715,13,140352702,28070.540,28.070540,2159.272,0
nvhe,2,mmap_write_touch_unmap,2,5000,1,mmap_write_touch_unmap,10,16,209715,13,138851237,27770.247,27.770247,2136.173,0
nvhe,1,mmap_read_touch_unmap,2,5000,1,mmap_read_touch_unmap,10,16,209715,13,116071493,23214.299,23.214299,1785.715,0
nvhe,2,mmap_read_touch_unmap,2,5000,1,mmap_read_touch_unmap,10,16,209715,13,112584229,22516.846,22.516846,1732.065,0
nvhe,1,write_touch_cold,2,5000,1,write_touch_cold,10,16,209715,13,84734508,16946.902,16.946902,1303.608,0
nvhe,2,write_touch_cold,2,5000,1,write_touch_cold,10,16,209715,13,66056406,13211.281,13.211281,1016.252,0
nvhe,1,read_touch_cold,2,5000,1,read_touch_cold,10,16,209715,13,42835366,8567.073,8.567073,659.006,0
nvhe,2,read_touch_cold,2,5000,1,read_touch_cold,10,16,209715,13,47646325,9529.265,9.529265,733.020,0
nvhe,1,write_touch_hot,2,5000,1,write_touch_hot,10,16,209715,13,626465,125.293,0.125293,9.638,0
nvhe,2,write_touch_hot,2,5000,1,write_touch_hot,10,16,209715,13,707357,141.471,0.141471,10.882,0
nvhe,1,read_touch_hot,2,5000,1,read_touch_hot,10,16,209715,13,109090,21.818,0.021818,1.678,0
nvhe,2,read_touch_hot,2,5000,1,read_touch_hot,10,16,209715,13,327719,65.544,0.065544,5.042,0
nvhe,1,munmap_after_no_touch,2,5000,1,munmap_after_no_touch,10,16,209715,13,13048056,2609.611,2.609611,0.000,0
nvhe,2,munmap_after_no_touch,2,5000,1,munmap_after_no_touch,10,16,209715,13,8236008,1647.202,1.647202,0.000,0
nvhe,1,munmap_after_write_touch,2,5000,1,munmap_after_write_touch,10,16,209715,13,42571144,8514.229,8.514229,0.000,0
nvhe,2,munmap_after_write_touch,2,5000,1,munmap_after_write_touch,10,16,209715,13,40960679,8192.136,8.192136,0.000,0
nvhe,1,munmap_after_read_touch,2,5000,1,munmap_after_read_touch,10,16,209715,13,32128751,6425.750,6.425750,0.000,0
nvhe,2,munmap_after_read_touch,2,5000,1,munmap_after_read_touch,10,16,209715,13,51111338,10222.268,10.222268,0.000,0
nvhe,1,openclose,4,3000,1,openclose,10,16,419430,26,19567627,6522.542,6.522542,0.000,0
nvhe,2,openclose,4,3000,1,openclose,10,16,419430,26,10663615,3554.538,3.554538,0.000,0
nvhe,1,mmap_unmap,4,3000,1,mmap_unmap,10,16,419430,26,12920654,4306.885,4.306885,0.000,0
nvhe,2,mmap_unmap,4,3000,1,mmap_unmap,10,16,419430,26,23087118,7695.706,7.695706,0.000,0
nvhe,1,mmap_populate_unmap,4,3000,1,mmap_populate_unmap,10,16,419430,26,525232829,175077.610,175.077610,0.000,0
nvhe,2,mmap_populate_unmap,4,3000,1,mmap_populate_unmap,10,16,419430,26,510191365,170063.788,170.063788,0.000,0
nvhe,1,mmap_write_touch_unmap,4,3000,1,mmap_write_touch_unmap,10,16,419430,26,144072958,48024.319,48.024319,1847.089,0
nvhe,2,mmap_write_touch_unmap,4,3000,1,mmap_write_touch_unmap,10,16,419430,26,137428589,45809.530,45.809530,1761.905,0
nvhe,1,mmap_read_touch_unmap,4,3000,1,mmap_read_touch_unmap,10,16,419430,26,70427937,23475.979,23.475979,902.922,0
nvhe,2,mmap_read_touch_unmap,4,3000,1,mmap_read_touch_unmap,10,16,419430,26,110271362,36757.121,36.757121,1413.735,0
nvhe,1,write_touch_cold,4,3000,1,write_touch_cold,10,16,419430,26,94011468,31337.156,31.337156,1205.275,0
nvhe,2,write_touch_cold,4,3000,1,write_touch_cold,10,16,419430,26,95278842,31759.614,31.759614,1221.524,0
nvhe,1,read_touch_cold,4,3000,1,read_touch_cold,10,16,419430,26,53670021,17890.007,17.890007,688.077,0
nvhe,2,read_touch_cold,4,3000,1,read_touch_cold,10,16,419430,26,59370680,19790.227,19.790227,761.163,0
nvhe,1,write_touch_hot,4,3000,1,write_touch_hot,10,16,419430,26,766399,255.466,0.255466,9.826,0
nvhe,2,write_touch_hot,4,3000,1,write_touch_hot,10,16,419430,26,488322,162.774,0.162774,6.261,0
nvhe,1,read_touch_hot,4,3000,1,read_touch_hot,10,16,419430,26,141154,47.051,0.047051,1.810,0
nvhe,2,read_touch_hot,4,3000,1,read_touch_hot,10,16,419430,26,169189,56.396,0.056396,2.169,0
nvhe,1,munmap_after_no_touch,4,3000,1,munmap_after_no_touch,10,16,419430,26,9240200,3080.067,3.080067,0.000,0
nvhe,2,munmap_after_no_touch,4,3000,1,munmap_after_no_touch,10,16,419430,26,7352181,2450.727,2.450727,0.000,0
nvhe,1,munmap_after_write_touch,4,3000,1,munmap_after_write_touch,10,16,419430,26,31900261,10633.420,10.633420,0.000,0
nvhe,2,munmap_after_write_touch,4,3000,1,munmap_after_write_touch,10,16,419430,26,31146767,10382.256,10.382256,0.000,0
nvhe,1,munmap_after_read_touch,4,3000,1,munmap_after_read_touch,10,16,419430,26,27839835,9279.945,9.279945,0.000,0
nvhe,2,munmap_after_read_touch,4,3000,1,munmap_after_read_touch,10,16,419430,26,41740592,13913.531,13.913531,0.000,0
nvhe,1,openclose,8,2000,1,openclose,10,16,838860,52,15697632,7848.816,7.848816,0.000,0
nvhe,2,openclose,8,2000,1,openclose,10,16,838860,52,16048991,8024.495,8.024496,0.000,0
nvhe,1,mmap_unmap,8,2000,1,mmap_unmap,10,16,838860,52,9269653,4634.827,4.634826,0.000,0
nvhe,2,mmap_unmap,8,2000,1,mmap_unmap,10,16,838860,52,14290528,7145.264,7.145264,0.000,0
nvhe,1,mmap_populate_unmap,8,2000,1,mmap_populate_unmap,10,16,838860,52,665916138,332958.069,332.958069,0.000,0
nvhe,2,mmap_populate_unmap,8,2000,1,mmap_populate_unmap,10,16,838860,52,675765950,337882.975,337.882975,0.000,0
nvhe,1,mmap_write_touch_unmap,8,2000,1,mmap_write_touch_unmap,10,16,838860,52,163151570,81575.785,81.575785,1568.765,0
nvhe,2,mmap_write_touch_unmap,8,2000,1,mmap_write_touch_unmap,10,16,838860,52,146175700,73087.850,73.087850,1405.536,0
nvhe,1,mmap_read_touch_unmap,8,2000,1,mmap_read_touch_unmap,10,16,838860,52,118424397,59212.198,59.212198,1138.696,0
nvhe,2,mmap_read_touch_unmap,8,2000,1,mmap_read_touch_unmap,10,16,838860,52,116813883,58406.942,58.406942,1123.210,0
nvhe,1,write_touch_cold,8,2000,1,write_touch_cold,10,16,838860,52,116500494,58250.247,58.250247,1120.197,0
nvhe,2,write_touch_cold,8,2000,1,write_touch_cold,10,16,838860,52,142726700,71363.350,71.363350,1372.372,0
nvhe,1,read_touch_cold,8,2000,1,read_touch_cold,10,16,838860,52,50721352,25360.676,25.360676,487.705,0
nvhe,2,read_touch_cold,8,2000,1,read_touch_cold,10,16,838860,52,64310112,32155.056,32.155056,618.366,0
nvhe,1,write_touch_hot,8,2000,1,write_touch_hot,10,16,838860,52,793782,396.891,0.396891,7.633,0
nvhe,2,write_touch_hot,8,2000,1,write_touch_hot,10,16,838860,52,240275,120.138,0.120138,2.310,0
nvhe,1,read_touch_hot,8,2000,1,read_touch_hot,10,16,838860,52,878987,439.493,0.439493,8.452,0
nvhe,2,read_touch_hot,8,2000,1,read_touch_hot,10,16,838860,52,513550,256.775,0.256775,4.938,0
nvhe,1,munmap_after_no_touch,8,2000,1,munmap_after_no_touch,10,16,838860,52,6724183,3362.091,3.362092,0.000,0
nvhe,2,munmap_after_no_touch,8,2000,1,munmap_after_no_touch,10,16,838860,52,5650669,2825.334,2.825334,0.000,0
nvhe,1,munmap_after_write_touch,8,2000,1,munmap_after_write_touch,10,16,838860,52,27014641,13507.320,13.507321,0.000,0
nvhe,2,munmap_after_write_touch,8,2000,1,munmap_after_write_touch,10,16,838860,52,25349105,12674.552,12.674552,0.000,0
nvhe,1,munmap_after_read_touch,8,2000,1,munmap_after_read_touch,10,16,838860,52,29932181,14966.091,14.966090,0.000,0
nvhe,2,munmap_after_read_touch,8,2000,1,munmap_after_read_touch,10,16,838860,52,41978810,20989.405,20.989405,0.000,0
nvhe,1,openclose,16,1000,1,openclose,10,16,1677721,103,4859009,4859.009,4.859009,0.000,0
nvhe,2,openclose,16,1000,1,openclose,10,16,1677721,103,3543701,3543.701,3.543701,0.000,0
nvhe,1,mmap_unmap,16,1000,1,mmap_unmap,10,16,1677721,103,4260743,4260.743,4.260743,0.000,0
nvhe,2,mmap_unmap,16,1000,1,mmap_unmap,10,16,1677721,103,5002604,5002.604,5.002604,0.000,0
nvhe,1,mmap_populate_unmap,16,1000,1,mmap_populate_unmap,10,16,1677721,103,661197836,661197.836,661.197836,0.000,0
nvhe,2,mmap_populate_unmap,16,1000,1,mmap_populate_unmap,10,16,1677721,103,666664714,666664.714,666.664714,0.000,0
nvhe,1,mmap_write_touch_unmap,16,1000,1,mmap_write_touch_unmap,10,16,1677721,103,166582398,166582.398,166.582398,1617.305,0
nvhe,2,mmap_write_touch_unmap,16,1000,1,mmap_write_touch_unmap,10,16,1677721,103,139043660,139043.660,139.043660,1349.938,0
nvhe,1,mmap_read_touch_unmap,16,1000,1,mmap_read_touch_unmap,10,16,1677721,103,82287882,82287.882,82.287882,798.911,0
nvhe,2,mmap_read_touch_unmap,16,1000,1,mmap_read_touch_unmap,10,16,1677721,103,113854126,113854.126,113.854126,1105.380,0
nvhe,1,write_touch_cold,16,1000,1,write_touch_cold,10,16,1677721,103,139392616,139392.616,139.392616,1353.326,0
nvhe,2,write_touch_cold,16,1000,1,write_touch_cold,10,16,1677721,103,140202689,140202.689,140.202689,1361.191,0
nvhe,1,read_touch_cold,16,1000,1,read_touch_cold,10,16,1677721,103,68361982,68361.982,68.361982,663.709,0
nvhe,2,read_touch_cold,16,1000,1,read_touch_cold,10,16,1677721,103,47624175,47624.175,47.624175,462.371,0
nvhe,1,write_touch_hot,16,1000,1,write_touch_hot,10,16,1677721,103,962199,962.199,0.962199,9.342,0
nvhe,2,write_touch_hot,16,1000,1,write_touch_hot,10,16,1677721,103,421957,421.957,0.421957,4.097,0
nvhe,1,read_touch_hot,16,1000,1,read_touch_hot,10,16,1677721,103,1196289,1196.289,1.196289,11.614,0
nvhe,2,read_touch_hot,16,1000,1,read_touch_hot,10,16,1677721,103,433512,433.512,0.433512,4.209,0
nvhe,1,munmap_after_no_touch,16,1000,1,munmap_after_no_touch,10,16,1677721,103,2421591,2421.591,2.421591,0.000,0
nvhe,2,munmap_after_no_touch,16,1000,1,munmap_after_no_touch,10,16,1677721,103,3651355,3651.355,3.651355,0.000,0
nvhe,1,munmap_after_write_touch,16,1000,1,munmap_after_write_touch,10,16,1677721,103,18651283,18651.283,18.651283,0.000,0
nvhe,2,munmap_after_write_touch,16,1000,1,munmap_after_write_touch,10,16,1677721,103,16387830,16387.830,16.387830,0.000,0
nvhe,1,munmap_after_read_touch,16,1000,1,munmap_after_read_touch,10,16,1677721,103,24841295,24841.295,24.841295,0.000,0
nvhe,2,munmap_after_read_touch,16,1000,1,munmap_after_read_touch,10,16,1677721,103,24861825,24861.825,24.861825,0.000,0
nvhe,1,openclose,64,300,1,openclose,10,16,6710886,410,2973511,9911.703,9.911703,0.000,0
nvhe,2,openclose,64,300,1,openclose,10,16,6710886,410,2798462,9328.207,9.328207,0.000,0
nvhe,1,mmap_unmap,64,300,1,mmap_unmap,10,16,6710886,410,2931885,9772.950,9.772950,0.000,0
nvhe,2,mmap_unmap,64,300,1,mmap_unmap,10,16,6710886,410,1441813,4806.043,4.806043,0.000,0
nvhe,1,mmap_populate_unmap,64,300,1,mmap_populate_unmap,10,16,6710886,410,778167969,2593893.230,2593.893230,0.000,0
nvhe,2,mmap_populate_unmap,64,300,1,mmap_populate_unmap,10,16,6710886,410,776363851,2587879.503,2587.879503,0.000,0
nvhe,1,mmap_write_touch_unmap,64,300,1,mmap_write_touch_unmap,10,16,6710886,410,190030274,633434.247,633.434247,1544.962,0
nvhe,2,mmap_write_touch_unmap,64,300,1,mmap_write_touch_unmap,10,16,6710886,410,188128459,627094.863,627.094863,1529.500,0
nvhe,1,mmap_read_touch_unmap,64,300,1,mmap_read_touch_unmap,10,16,6710886,410,113805380,379351.267,379.351267,925.247,0
nvhe,2,mmap_read_touch_unmap,64,300,1,mmap_read_touch_unmap,10,16,6710886,410,117280965,390936.550,390.936550,953.504,0
nvhe,1,write_touch_cold,64,300,1,write_touch_cold,10,16,6710886,410,171662757,572209.190,572.209190,1395.632,0
nvhe,2,write_touch_cold,64,300,1,write_touch_cold,10,16,6710886,410,166001355,553337.850,553.337850,1349.605,0
nvhe,1,read_touch_cold,64,300,1,read_touch_cold,10,16,6710886,410,79166102,263887.007,263.887007,643.627,0
nvhe,2,read_touch_cold,64,300,1,read_touch_cold,10,16,6710886,410,78646207,262154.023,262.154023,639.400,0
nvhe,1,write_touch_hot,64,300,1,write_touch_hot,10,16,6710886,410,983358,3277.860,3.277860,7.995,0
nvhe,2,write_touch_hot,64,300,1,write_touch_hot,10,16,6710886,410,689331,2297.770,2.297770,5.604,0
nvhe,1,read_touch_hot,64,300,1,read_touch_hot,10,16,6710886,410,1738648,5795.493,5.795493,14.135,0
nvhe,2,read_touch_hot,64,300,1,read_touch_hot,10,16,6710886,410,1112061,3706.870,3.706870,9.041,0
nvhe,1,munmap_after_no_touch,64,300,1,munmap_after_no_touch,10,16,6710886,410,1631468,5438.227,5.438227,0.000,0
nvhe,2,munmap_after_no_touch,64,300,1,munmap_after_no_touch,10,16,6710886,410,1186248,3954.160,3.954160,0.000,0
nvhe,1,munmap_after_write_touch,64,300,1,munmap_after_write_touch,10,16,6710886,410,13991458,46638.193,46.638193,0.000,0
nvhe,2,munmap_after_write_touch,64,300,1,munmap_after_write_touch,10,16,6710886,410,12946079,43153.597,43.153597,0.000,0
nvhe,1,munmap_after_read_touch,64,300,1,munmap_after_read_touch,10,16,6710886,410,34859749,116199.163,116.199163,0.000,0
nvhe,2,munmap_after_read_touch,64,300,1,munmap_after_read_touch,10,16,6710886,410,37132081,123773.603,123.773603,0.000,0
