mode	section	label	rc	thermal_gate_start_mc	thermal_wait_sec	thermal_gate_ready_mc	freq_before_khz	freq_after_khz	thermal_before_mc	thermal_after_mc	command
nvhe	mmap_split_full	read_touch_cold-1MB-run-2	0	38000	0	38000	578000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-1MB-run-1	0	38000	0	38000	578000	578000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-1MB-run-2	0	38000	0	38000	1418000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-1MB-run-1	0	39000	10	37000	578000	578000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-1MB-run-2	0	38000	0	38000	578000	1065000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-1MB-run-1	0	38000	0	38000	578000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-1MB-run-2	0	40000	5	37000	578000	1065000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-1MB-run-1	0	39000	5	37000	578000	1795000	42000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-1MB-run-2	0	40000	5	37000	1945000	578000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-1MB-run-1	0	41000	5	37000	2130000	2130000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-1MB-run-2	0	40000	10	37000	1065000	578000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '1' '8000' '/data/local/tmp/pixel-overview-early/lmb_1MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-2MB-run-1	0	40000	5	38000	578000	1549000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-2MB-run-2	0	38000	0	38000	578000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-2MB-run-1	0	40000	15	37000	1795000	1418000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-2MB-run-2	0	40000	5	38000	648000	1065000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-2MB-run-1	0	40000	5	37000	578000	1795000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-2MB-run-2	0	38000	0	38000	357000	1795000	39000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-2MB-run-1	0	39000	10	37000	648000	1795000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-2MB-run-2	0	38000	0	38000	1795000	1795000	40000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-2MB-run-1	0	38000	0	38000	578000	1795000	38000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-2MB-run-2	0	40000	10	37000	1221000	1549000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-2MB-run-1	0	39000	5	37000	357000	1795000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-2MB-run-2	0	40000	5	37000	910000	1795000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-2MB-run-1	0	38000	0	38000	648000	1795000	39000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-2MB-run-2	0	39000	5	38000	1549000	1795000	37000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-2MB-run-1	0	39000	5	38000	578000	1945000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-2MB-run-2	0	38000	0	38000	1795000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-2MB-run-1	0	38000	0	38000	1795000	1795000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-2MB-run-2	0	39000	15	37000	648000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-2MB-run-1	0	38000	0	38000	910000	1945000	39000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-2MB-run-2	0	38000	0	38000	578000	1945000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-2MB-run-1	0	40000	10	37000	578000	1795000	39000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-2MB-run-2	0	38000	0	38000	1795000	1795000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-2MB-run-1	0	38000	0	38000	357000	1418000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-2MB-run-2	0	39000	10	37000	578000	578000	40000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '2' '5000' '/data/local/tmp/pixel-overview-early/lmb_2MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-4MB-run-1	0	37000	0	37000	578000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-4MB-run-2	0	42000	25	37000	1549000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-4MB-run-1	0	39000	10	38000	2130000	1549000	39000	37000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-4MB-run-2	0	37000	0	37000	578000	1945000	39000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-4MB-run-1	0	38000	0	38000	578000	1795000	40000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_populate_unmap-4MB-run-2	0	38000	0	38000	2367000	1945000	40000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_populate_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-4MB-run-1	0	39000	5	38000	578000	1795000	40000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_write_touch_unmap-4MB-run-2	0	39000	20	37000	578000	1795000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_write_touch_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-4MB-run-1	0	38000	0	38000	578000	1945000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_read_touch_unmap-4MB-run-2	0	38000	0	38000	787000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_read_touch_unmap' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-4MB-run-1	0	39000	10	37000	1795000	578000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_cold-4MB-run-2	0	38000	0	38000	578000	1795000	40000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_cold' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-4MB-run-1	0	40000	15	38000	1945000	1549000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_cold-4MB-run-2	0	38000	0	38000	578000	578000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_cold' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-4MB-run-1	0	38000	0	38000	648000	1945000	38000	41000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	write_touch_hot-4MB-run-2	0	40000	20	37000	648000	1795000	37000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'write_touch_hot' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-4MB-run-1	0	37000	0	37000	578000	578000	37000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	read_touch_hot-4MB-run-2	0	38000	0	38000	648000	1221000	41000	40000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'read_touch_hot' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-4MB-run-1	0	38000	0	38000	578000	1418000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_no_touch-4MB-run-2	0	40000	15	37000	578000	648000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_no_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-4MB-run-1	0	39000	15	37000	578000	1795000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_write_touch-4MB-run-2	0	38000	0	38000	2130000	1795000	38000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_write_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-4MB-run-1	0	39000	10	38000	1549000	1795000	39000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	munmap_after_read_touch-4MB-run-2	0	40000	10	38000	578000	1795000	37000	39000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'munmap_after_read_touch' '4' '3000' '/data/local/tmp/pixel-overview-early/lmb_4MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-8MB-run-1	0	39000	5	37000	578000	648000	41000	37000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	openclose-8MB-run-2	0	37000	0	37000	1795000	578000	38000	37000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'openclose' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-8MB-run-1	0	37000	0	37000	1549000	578000	39000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
nvhe	mmap_split_full	mmap_unmap-8MB-run-2	0	43000	20	38000	578000	578000	38000	38000	'/data/local/tmp/pixel-overview-early/mmap_split_bench' 'mmap_unmap' '8' '2000' '/data/local/tmp/pixel-overview-early/lmb_8MB.bin' 10 16 1
