Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分23秒   999    120719   45.00   10.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119676   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分24秒   999    120719   37.00   17.00    0.00    0.00   54.00     0     28.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分25秒   999    120719   45.00   10.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分26秒   999    120719   46.00    8.00    0.00    0.00   54.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分27秒   999    120719   39.00   16.00    0.00    0.00   55.00     0     23.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分28秒   999    120719   49.00    6.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分29秒   999    120719   37.00   17.00    0.00    0.00   54.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分30秒   999    120719   47.00    8.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分31秒   999    120719   38.00   16.00    0.00    0.00   54.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分32秒   999    120719   39.00   16.00    0.00    0.00   55.00     0     11.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分33秒   999    120719   37.00   18.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分34秒   999    120719   39.00   15.00    0.00    0.00   54.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分35秒   999    120719   35.00   20.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分36秒   999    120719   37.00   17.00    0.00    0.00   54.00     0      7.00      0.00 2669880  119804   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分37秒   999    120719   37.00   18.00    0.00    0.00   55.00     0     22.00      0.00 2669880  119932   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分38秒   999    120719   31.00   24.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119932   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分39秒   999    120719   38.00   17.00    0.00    0.00   55.00     0      0.00      0.00 2669880  119932   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分40秒   999    120719   39.00   15.00    0.00    0.00   54.00     0     86.00      0.00 2669880  120188   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分41秒   999    120719   36.00   19.00    0.00    0.00   55.00     0      0.00      0.00 2669880  120188   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分42秒   999    120719   40.00   15.00    0.00    0.00   55.00     0      3.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分43秒   999    120719   48.00    6.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分44秒   999    120719   49.00    5.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分45秒   999    120719   40.00   15.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分46秒   999    120719   34.00   20.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分47秒   999    120719   30.00   26.00    0.00    0.00   56.00     0      1.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分48秒   999    120719   39.00   15.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分49秒   999    120719   35.00   21.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分50秒   999    120719   31.00   23.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分51秒   999    120719   39.00   15.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分52秒   999    120719   40.00   16.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分53秒   999    120719   42.00   14.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分54秒   999    120719   36.00   20.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分55秒   999    120719   41.00   14.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分56秒   999    120719   40.00   16.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分57秒   999    120719   45.00   11.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分58秒   999    120719   44.00   10.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时18分59秒   999    120719   38.00   17.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分00秒   999    120719   29.00   24.00    0.00    0.00   53.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分01秒   999    120719   47.00    8.00    0.00    0.00   55.00     0     30.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分02秒   999    120719   39.00   16.00    0.00    0.00   55.00     0     12.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分03秒   999    120719   41.00   13.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分04秒   999    120719   35.00   19.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分05秒   999    120719   40.00   15.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119660   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分06秒   999    120719   43.00   11.00    0.00    0.00   54.00     0     19.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分07秒   999    120719   48.00    7.00    0.00    0.00   55.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分08秒   999    120719   32.00   22.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分09秒   999    120719   42.00   12.00    0.00    0.00   54.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分10秒   999    120719   43.00   11.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分11秒   999    120719   34.00   21.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分12秒   999    120719   49.00    6.00    0.00    0.00   55.00     0     31.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分13秒   999    120719   44.00   11.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分14秒   999    120719   42.00   13.00    0.00    0.00   55.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分15秒   999    120719   43.00   11.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分16秒   999    120719   35.00   20.00    0.00    0.00   55.00     0      2.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分17秒   999    120719   45.00   10.00    0.00    0.00   55.00     0     27.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分18秒   999    120719   40.00   15.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分19秒   999    120719   44.00   12.00    0.00    0.00   56.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分20秒   999    120719   39.00   17.00    0.00    0.00   56.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分21秒   999    120719   45.00    9.00    0.00    0.00   54.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分22秒   999    120719   38.00   17.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分23秒   999    120719   37.00   17.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分24秒   999    120719   48.00    5.00    0.00    0.00   53.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分25秒   999    120719   44.00   11.00    0.00    0.00   55.00     0     15.00      0.00 2669880  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分26秒   999    120719   43.00   12.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分27秒   999    120719   42.00   13.00    0.00    0.00   55.00     0     37.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分28秒   999    120719   46.00    9.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分29秒   999    120719   31.00   22.00    0.00    0.00   53.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分30秒   999    120719   39.00   16.00    0.00    0.00   55.00     0     44.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分31秒   999    120719   34.00   21.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分32秒   999    120719   39.00   16.00    0.00    0.00   55.00     0      9.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分33秒   999    120719   43.00   11.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分34秒   999    120719   44.00   10.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分35秒   999    120719   43.00   13.00    0.00    0.00   56.00     0     18.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分36秒   999    120719   38.00   15.00    0.00    0.00   53.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分37秒   999    120719   41.00   15.00    0.00    0.00   56.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分38秒   999    120719   45.00    9.00    0.00    0.00   54.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分39秒   999    120719   43.00   12.00    0.00    0.00   55.00     0     15.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分40秒   999    120719   43.00   11.00    0.00    0.00   54.00     0     10.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分41秒   999    120719   45.00   10.00    0.00    0.00   55.00     0     10.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分42秒   999    120719   48.00    6.00    0.00    0.00   54.00     0     18.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时19分43秒   999    120719   42.00   13.00    0.00    0.00   55.00     0      0.00      0.00 2669368  119788   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
