summary_order,category,bench,variant,unit,direction,n90_vhe_vm_mean,n90_nvhe_vm_mean,n90_pkvm_np_vm_mean,n90_pkvm_pvm_mean,kunpeng_regular_vm_mean,kunpeng_virtcca_cvm_mean,hygon_regular_vm_mean,hygon_csv_cvm_mean,n90_pkvm_pvm_over_nvhe_vm_ratio,n90_pkvm_pvm_over_nvhe_vm_delta_pct,n90_pkvm_pvm_over_vhe_vm_ratio,n90_pkvm_pvm_over_vhe_vm_delta_pct,n90_pkvm_np_over_nvhe_vm_ratio,n90_pkvm_np_over_nvhe_vm_delta_pct,kunpeng_virtcca_over_regular_vm_ratio,kunpeng_virtcca_over_regular_vm_delta_pct,hygon_csv_over_regular_vm_ratio,hygon_csv_over_regular_vm_delta_pct
2,Integer operations,par_ops,integer_mul,parallel,higher-is-better,2.100000,2.100000,2.100000,2.102000,4.201000,4.206000,3.100000,3.100000,1.000952,0.095238,1.000952,0.095238,1.000000,0.000000,1.001190,0.119019,1.000000,0.000000
3,uint64 operations,lat_ops,int64_bit,ns,lower-is-better,0.390000,0.390000,0.390000,0.391000,0.230000,0.234000,0.160000,0.160000,1.002564,0.256410,1.002564,0.256410,1.000000,0.000000,1.017391,1.739130,1.000000,0.000000
3,uint64 operations,lat_ops,int64_div,ns,lower-is-better,3.620000,3.620000,3.620000,3.620000,2.420000,2.439000,5.998000,5.990000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.007851,0.785124,0.998666,-0.133378
3,uint64 operations,lat_ops,int64_mod,ns,lower-is-better,5.730000,5.730000,5.730000,5.757000,3.570000,3.657000,3.003000,3.000000,1.004712,0.471204,1.004712,0.471204,1.000000,0.000000,1.024370,2.436975,0.999001,-0.099900
3,uint64 operations,lat_ops,int64_mul,ns,lower-is-better,2.270000,2.270000,2.270000,2.280000,1.050000,1.053000,0.688000,0.681000,1.004405,0.440529,1.004405,0.440529,1.000000,0.000000,1.002857,0.285714,0.989826,-1.017442
3,uint64 operations,lat_ops,uint64_add,ns,lower-is-better,0.280000,0.280000,0.280000,0.280000,0.170000,0.174000,0.230000,0.230000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.023529,2.352941,1.000000,0.000000
3,uint64 operations,par_ops,int64_add,parallel,higher-is-better,1.570000,1.570000,1.570000,1.572000,2.336000,2.337000,1.600000,1.600000,1.001274,0.127389,1.001274,0.127389,1.000000,0.000000,1.000428,0.042808,1.000000,0.000000
3,uint64 operations,par_ops,int64_bit,parallel,higher-is-better,1.896000,1.891000,1.900000,1.912000,2.476000,2.484000,2.010000,2.010000,1.011105,1.110524,1.008439,0.843882,1.004759,0.475939,1.003231,0.323102,1.000000,0.000000
3,uint64 operations,par_ops,int64_div,parallel,higher-is-better,1.000000,1.000000,1.000000,1.002000,1.000000,1.004000,1.000000,1.000000,1.002000,0.200000,1.002000,0.200000,1.000000,0.000000,1.004000,0.400000,1.000000,0.000000
3,uint64 operations,par_ops,int64_mod,parallel,higher-is-better,1.670000,1.670000,1.670000,1.671000,1.654000,1.661000,1.100000,1.100000,1.000599,0.059880,1.000599,0.059880,1.000000,0.000000,1.004232,0.423216,1.000000,0.000000
3,uint64 operations,par_ops,int64_mul,parallel,higher-is-better,1.370000,1.370000,1.370000,1.372000,6.199000,6.207000,3.100000,3.100000,1.001460,0.145985,1.001460,0.145985,1.000000,0.000000,1.001291,0.129053,1.000000,0.000000
4,Float operations,lat_ops,float_add,ns,lower-is-better,1.110000,1.110000,1.110000,1.110000,0.690000,0.706000,0.680000,0.680000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.023188,2.318841,1.000000,0.000000
4,Float operations,lat_ops,float_bogomflops,ns,lower-is-better,1.440000,1.440000,1.440000,1.440000,0.640000,0.728000,2.040000,2.039000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.137500,13.750000,0.999510,-0.049020
4,Float operations,lat_ops,float_div,ns,lower-is-better,4.450000,4.450000,4.450000,4.450000,2.424000,2.432000,2.280000,2.280000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.003300,0.330033,1.000000,0.000000
4,Float operations,lat_ops,float_mul,ns,lower-is-better,1.670000,1.670000,1.670000,1.678000,1.040000,1.059000,0.680000,0.680000,1.004790,0.479042,1.004790,0.479042,1.000000,0.000000,1.018269,1.826923,1.000000,0.000000
4,Float operations,par_ops,float_add,parallel,higher-is-better,4.000000,4.000000,4.000000,4.016000,6.829000,6.807000,6.000000,6.001000,1.004000,0.400000,1.004000,0.400000,1.000000,0.000000,0.996778,-0.322156,1.000167,0.016667
4,Float operations,par_ops,float_div,parallel,higher-is-better,5.330000,5.330000,5.330000,5.336000,9.163000,9.155000,1.110000,1.110000,1.001126,0.112570,1.001126,0.112570,1.000000,0.000000,0.999127,-0.087308,1.000000,0.000000
4,Float operations,par_ops,float_mul,parallel,higher-is-better,5.820000,5.820000,5.820000,5.832000,10.748000,10.697000,6.003000,6.000000,1.002062,0.206186,1.002062,0.206186,1.000000,0.000000,0.995255,-0.474507,0.999500,-0.049975
5,Double operations,lat_ops,double_add,ns,lower-is-better,1.110000,1.110000,1.110000,1.120000,0.690000,0.705000,0.680000,0.680000,1.009009,0.900901,1.009009,0.900901,1.000000,0.000000,1.021739,2.173913,1.000000,0.000000
5,Double operations,lat_ops,double_bogomflops,ns,lower-is-better,2.800000,2.800000,2.800000,2.824000,0.700000,0.819000,2.716000,2.710000,1.008571,0.857143,1.008571,0.857143,1.000000,0.000000,1.170000,17.000000,0.997791,-0.220913
5,Double operations,lat_ops,double_div,ns,lower-is-better,6.680000,6.680000,6.680000,6.714000,3.464000,3.526000,2.962000,2.960000,1.005090,0.508982,1.005090,0.508982,1.000000,0.000000,1.017898,1.789838,0.999325,-0.067522
5,Double operations,lat_ops,double_mul,ns,lower-is-better,1.670000,1.670000,1.670000,1.670000,1.040000,1.055000,0.909000,0.901000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.014423,1.442308,0.991199,-0.880088
5,Double operations,par_ops,double_add,parallel,higher-is-better,4.000000,4.000000,4.000000,4.010000,7.628000,7.598000,6.000000,6.001000,1.002500,0.250000,1.002500,0.250000,1.000000,0.000000,0.996067,-0.393288,1.000167,0.016667
5,Double operations,par_ops,double_div,parallel,higher-is-better,2.400000,2.400000,2.400000,2.404000,7.376000,7.389000,1.080000,1.080000,1.001667,0.166667,1.001667,0.166667,1.000000,0.000000,1.001762,0.176247,1.000000,0.000000
5,Double operations,par_ops,double_mul,parallel,higher-is-better,5.820000,5.820000,5.820000,5.823000,10.740000,10.715000,8.004000,8.002000,1.000515,0.051546,1.000515,0.051546,1.000000,0.000000,0.997672,-0.232775,0.999750,-0.024988
6,Context switching,lat_ctx,sz0k_p16,us,lower-is-better,7.240000,7.354000,7.329000,7.078000,13.214000,8.620000,4.716000,4.700000,0.962469,-3.753060,0.977624,-2.237569,0.996600,-0.339951,0.652338,-34.766157,0.996607,-0.339271
6,Context switching,lat_ctx,sz0k_p2,us,lower-is-better,3.486000,3.504000,3.534000,3.398000,6.647000,3.965000,2.418000,2.419000,0.969749,-3.025114,0.974756,-2.524383,1.008562,0.856164,0.596510,-40.349030,1.000414,0.041356
6,Context switching,lat_ctx,sz0k_p24,us,lower-is-better,7.403000,7.467000,7.393000,7.215000,13.663000,8.668000,4.785000,4.701000,0.966252,-3.374849,0.974605,-2.539511,0.990090,-0.991027,0.634414,-36.558589,0.982445,-1.755486
6,Context switching,lat_ctx,sz0k_p32,us,lower-is-better,7.472000,7.530000,7.493000,7.332000,13.754000,8.781000,4.856000,4.815000,0.973705,-2.629482,0.981263,-1.873662,0.995086,-0.491368,0.638432,-36.156754,0.991557,-0.844316
6,Context switching,lat_ctx,sz0k_p4,us,lower-is-better,5.766000,6.194000,6.163000,5.993000,10.938000,6.749000,4.061000,4.111000,0.967549,-3.245076,1.039369,3.936871,0.994995,-0.500484,0.617023,-38.297678,1.012312,1.231224
6,Context switching,lat_ctx,sz0k_p64,us,lower-is-better,7.679000,7.708000,7.600000,7.340000,13.916000,9.288000,5.131000,5.125000,0.952257,-4.774261,0.955854,-4.414637,0.985989,-1.401142,0.667433,-33.256683,0.998831,-0.116936
6,Context switching,lat_ctx,sz0k_p8,us,lower-is-better,7.240000,7.244000,7.132000,6.970000,12.632000,7.715000,4.643000,4.593000,0.962176,-3.782441,0.962707,-3.729282,0.984539,-1.546107,0.610750,-38.924953,0.989231,-1.076890
6,Context switching,lat_ctx,sz0k_p96,us,lower-is-better,7.779000,8.038000,7.928000,7.597000,13.779000,10.964000,5.543000,5.566000,0.945136,-5.486439,0.976604,-2.339632,0.986315,-1.368500,0.795704,-20.429639,1.004149,0.414938
6,Context switching,lat_ctx,sz16k_p16,us,lower-is-better,7.630000,7.631000,7.668000,7.399000,13.778000,10.566000,4.907000,4.880000,0.969598,-3.040231,0.969725,-3.027523,1.004849,0.484864,0.766875,-23.312527,0.994498,-0.550234
6,Context switching,lat_ctx,sz16k_p2,us,lower-is-better,3.628000,3.650000,3.632000,3.535000,6.732000,5.201000,2.537000,2.525000,0.968493,-3.150685,0.974366,-2.563396,0.995068,-0.493151,0.772579,-22.742127,0.995270,-0.473000
6,Context switching,lat_ctx,sz16k_p24,us,lower-is-better,7.832000,7.816000,7.882000,7.585000,14.003000,10.880000,4.940000,4.896000,0.970445,-2.955476,0.968463,-3.153728,1.008444,0.844422,0.776976,-22.302364,0.991093,-0.890688
6,Context switching,lat_ctx,sz16k_p32,us,lower-is-better,7.761000,7.883000,7.863000,7.649000,13.965000,10.903000,5.047000,4.959000,0.970316,-2.968413,0.985569,-1.443113,0.997463,-0.253711,0.780738,-21.926244,0.982564,-1.743610
6,Context switching,lat_ctx,sz16k_p4,us,lower-is-better,6.230000,6.283000,6.387000,6.268000,10.749000,8.386000,3.933000,3.969000,0.997613,-0.238739,1.006100,0.609952,1.016553,1.655260,0.780166,-21.983440,1.009153,0.915332
6,Context switching,lat_ctx,sz16k_p64,us,lower-is-better,8.516000,8.545000,8.566000,7.762000,14.657000,12.515000,5.329000,5.322000,0.908367,-9.163253,0.911461,-8.853922,1.002458,0.245758,0.853858,-14.614178,0.998686,-0.131357
6,Context switching,lat_ctx,sz16k_p8,us,lower-is-better,7.367000,7.452000,7.304000,7.177000,12.986000,9.695000,4.742000,4.635000,0.963097,-3.690284,0.974209,-2.579069,0.980140,-1.986044,0.746573,-25.342677,0.977436,-2.256432
6,Context switching,lat_ctx,sz16k_p96,us,lower-is-better,9.455000,9.426000,9.641000,8.492000,14.913000,15.257000,5.682000,5.690000,0.900912,-9.908763,0.898149,-10.185087,1.022809,2.280925,1.023067,2.306712,1.001408,0.140795
6,Context switching,lat_ctx,sz32k_p16,us,lower-is-better,7.748000,7.803000,7.759000,7.546000,13.724000,10.089000,5.033000,4.914000,0.967064,-3.293605,0.973929,-2.607124,0.994361,-0.563886,0.735136,-26.486447,0.976356,-2.364395
6,Context switching,lat_ctx,sz32k_p2,us,lower-is-better,3.708000,3.726000,3.718000,3.581000,6.778000,4.816000,2.569000,2.556000,0.961084,-3.891573,0.965750,-3.425027,0.997853,-0.214707,0.710534,-28.946592,0.994940,-0.506033
6,Context switching,lat_ctx,sz32k_p24,us,lower-is-better,7.860000,7.938000,7.922000,7.742000,14.040000,10.691000,4.981000,5.032000,0.975309,-2.469136,0.984987,-1.501272,0.997984,-0.201562,0.761467,-23.853276,1.010239,1.023891
6,Context switching,lat_ctx,sz32k_p32,us,lower-is-better,7.988000,8.081000,7.951000,7.676000,14.240000,10.723000,5.056000,5.063000,0.949882,-5.011756,0.960941,-3.905859,0.983913,-1.608712,0.753020,-24.698034,1.001384,0.138449
6,Context switching,lat_ctx,sz32k_p4,us,lower-is-better,6.479000,6.482000,6.630000,6.153000,11.344000,8.272000,4.130000,4.052000,0.949244,-5.075594,0.949684,-5.031641,1.022832,2.283246,0.729196,-27.080395,0.981114,-1.888620
6,Context switching,lat_ctx,sz32k_p64,us,lower-is-better,9.237000,9.293000,9.251000,8.294000,14.928000,12.435000,5.430000,5.456000,0.892500,-10.750027,0.897911,-10.208942,0.995480,-0.451953,0.832998,-16.700161,1.004788,0.478821
6,Context switching,lat_ctx,sz32k_p8,us,lower-is-better,7.554000,7.655000,7.486000,7.309000,12.799000,9.548000,4.888000,4.827000,0.954801,-4.519922,0.967567,-3.243315,0.977923,-2.207707,0.745996,-25.400422,0.987520,-1.247954
6,Context switching,lat_ctx,sz32k_p96,us,lower-is-better,11.277000,11.343000,11.312000,9.594000,15.847000,13.030000,5.776000,5.763000,0.845808,-15.419201,0.850758,-14.924182,0.997267,-0.273296,0.822238,-17.776235,0.997749,-0.225069
6,Context switching,lat_ctx,sz4k_p16,us,lower-is-better,7.522000,7.548000,7.597000,7.303000,13.611000,11.220000,4.723000,4.817000,0.967541,-3.245893,0.970885,-2.911460,1.006492,0.649179,0.824333,-17.566674,1.019903,1.990260
6,Context switching,lat_ctx,sz4k_p2,us,lower-is-better,3.565000,3.587000,3.568000,3.468000,6.704000,4.051000,2.491000,2.467000,0.966825,-3.317536,0.972791,-2.720898,0.994703,-0.529691,0.604266,-39.573389,0.990365,-0.963468
6,Context switching,lat_ctx,sz4k_p24,us,lower-is-better,7.694000,7.702000,7.737000,7.481000,13.836000,11.445000,4.897000,4.813000,0.971306,-2.869385,0.972316,-2.768391,1.004544,0.454427,0.827190,-17.281006,0.982847,-1.715336
6,Context switching,lat_ctx,sz4k_p32,us,lower-is-better,7.724000,7.775000,7.842000,7.547000,14.009000,11.515000,4.921000,4.913000,0.970675,-2.932476,0.977084,-2.291559,1.008617,0.861736,0.821972,-17.802841,0.998374,-0.162569
6,Context switching,lat_ctx,sz4k_p4,us,lower-is-better,5.707000,6.459000,6.467000,6.058000,11.276000,6.633000,3.978000,3.996000,0.937916,-6.208391,1.061503,6.150342,1.001239,0.123858,0.588241,-41.175949,1.004525,0.452489
6,Context switching,lat_ctx,sz4k_p64,us,lower-is-better,8.021000,7.997000,7.965000,7.659000,14.196000,13.070000,5.233000,5.231000,0.957734,-4.226585,0.954868,-4.513153,0.995998,-0.400150,0.920682,-7.931812,0.999618,-0.038219
6,Context switching,lat_ctx,sz4k_p8,us,lower-is-better,7.425000,7.277000,7.242000,7.066000,12.702000,9.248000,4.627000,4.799000,0.971005,-2.899547,0.951650,-4.835017,0.995190,-0.480967,0.728074,-27.192568,1.037173,3.717311
6,Context switching,lat_ctx,sz4k_p96,us,lower-is-better,8.693000,8.654000,8.669000,7.910000,14.063000,15.864000,5.677000,5.624000,0.914028,-8.597180,0.909928,-9.007247,1.001733,0.173330,1.128067,12.806656,0.990664,-0.933592
6,Context switching,lat_ctx,sz64k_p16,us,lower-is-better,7.771000,7.888000,7.967000,7.569000,14.113000,9.339000,5.226000,5.103000,0.959559,-4.044118,0.974006,-2.599408,1.010015,1.001521,0.661730,-33.826968,0.976464,-2.353617
6,Context switching,lat_ctx,sz64k_p2,us,lower-is-better,3.708000,3.693000,3.697000,3.584000,6.880000,4.271000,2.609000,2.599000,0.970485,-2.951530,0.966559,-3.344121,1.001083,0.108313,0.620785,-37.921512,0.996167,-0.383289
6,Context switching,lat_ctx,sz64k_p24,us,lower-is-better,8.092000,8.125000,8.132000,7.777000,14.489000,9.468000,5.184000,5.132000,0.957169,-4.283077,0.961073,-3.892734,1.000862,0.086154,0.653461,-34.653875,0.989969,-1.003086
6,Context switching,lat_ctx,sz64k_p32,us,lower-is-better,8.466000,8.656000,8.595000,7.947000,14.695000,9.738000,5.270000,5.186000,0.918091,-8.190850,0.938696,-6.130404,0.992953,-0.704713,0.662674,-33.732562,0.984061,-1.593928
6,Context switching,lat_ctx,sz64k_p4,us,lower-is-better,6.121000,5.957000,6.467000,6.264000,11.015000,7.176000,4.202000,4.225000,1.051536,5.153601,1.023362,2.336220,1.085614,8.561356,0.651475,-34.852474,1.005474,0.547358
6,Context switching,lat_ctx,sz64k_p64,us,lower-is-better,11.763000,11.915000,11.790000,9.718000,16.190000,12.066000,5.680000,5.673000,0.815611,-18.438943,0.826150,-17.385021,0.989509,-1.049098,0.745275,-25.472514,0.998768,-0.123239
6,Context switching,lat_ctx,sz64k_p8,us,lower-is-better,7.510000,7.589000,7.521000,7.323000,13.049000,8.437000,5.027000,5.043000,0.964949,-3.505073,0.975100,-2.490013,0.991040,-0.896034,0.646563,-35.343704,1.003183,0.318281
6,Context switching,lat_ctx,sz64k_p96,us,lower-is-better,15.232000,15.299000,15.332000,12.493000,16.371000,14.206000,6.103000,5.960000,0.816589,-18.341068,0.820181,-17.981880,1.002157,0.215700,0.867754,-13.224604,0.976569,-2.343110
6,Context switching,lat_ctx,sz8k_p16,us,lower-is-better,7.456000,7.604000,7.595000,7.378000,13.490000,11.567000,4.862000,4.806000,0.970279,-2.972120,0.989539,-1.046137,0.998816,-0.118359,0.857450,-14.255004,0.988482,-1.151789
6,Context switching,lat_ctx,sz8k_p2,us,lower-is-better,3.609000,3.636000,3.612000,3.483000,6.698000,5.442000,2.516000,2.500000,0.957921,-4.207921,0.965087,-3.491272,0.993399,-0.660066,0.812481,-18.751866,0.993641,-0.635930
6,Context switching,lat_ctx,sz8k_p24,us,lower-is-better,7.764000,7.707000,7.742000,7.461000,13.887000,12.343000,4.973000,4.833000,0.968081,-3.191903,0.960974,-3.902628,1.004541,0.454133,0.888817,-11.118312,0.971848,-2.815202
6,Context switching,lat_ctx,sz8k_p32,us,lower-is-better,7.777000,7.820000,7.802000,7.630000,14.052000,12.318000,4.973000,4.915000,0.975703,-2.429668,0.981098,-1.890189,0.997698,-0.230179,0.876601,-12.339880,0.988337,-1.166298
6,Context switching,lat_ctx,sz8k_p4,us,lower-is-better,6.264000,6.549000,6.158000,5.814000,11.219000,9.326000,4.107000,3.984000,0.887769,-11.223087,0.928161,-7.183908,0.940296,-5.970377,0.831268,-16.873162,0.970051,-2.994887
6,Context switching,lat_ctx,sz8k_p64,us,lower-is-better,8.498000,8.169000,8.185000,7.771000,14.402000,13.801000,5.287000,5.270000,0.951279,-4.872077,0.914450,-8.554954,1.001959,0.195862,0.958270,-4.173032,0.996785,-0.321543
6,Context switching,lat_ctx,sz8k_p8,us,lower-is-better,7.455000,7.451000,7.321000,7.105000,12.427000,10.429000,4.609000,4.670000,0.953563,-4.643672,0.953052,-4.694836,0.982553,-1.744732,0.839221,-16.077895,1.013235,1.323498
6,Context switching,lat_ctx,sz8k_p96,us,lower-is-better,8.899000,8.942000,9.080000,8.166000,14.468000,16.373000,5.712000,5.686000,0.913219,-8.678148,0.917631,-8.236881,1.015433,1.543279,1.131670,13.166989,0.995448,-0.455182
7,Local communication latencies,lat_pipe,rt,us,lower-is-better,20.064410,20.109480,20.100760,19.975710,23.471210,27.061640,8.953780,8.939030,0.993348,-0.665209,0.995579,-0.442076,0.999566,-0.043363,1.152972,15.297166,0.998353,-0.164735
7,Local communication latencies,lat_unix,rt,us,lower-is-better,48.430120,48.495610,48.540080,47.940130,62.064740,70.109540,20.188950,20.160770,0.988546,-1.145423,0.989883,-1.011746,1.000917,0.091699,1.129619,12.961949,0.998604,-0.139581
8,Network/RPC latencies,lat_connect,lhost,us,lower-is-better,250.268110,250.557220,249.881810,251.953530,237.528090,345.751060,250.559270,256.214340,1.005573,0.557282,1.006734,0.673446,0.997304,-0.269563,1.455622,45.562178,1.022570,2.256979
8,Network/RPC latencies,lat_tcp,lhost,us,lower-is-better,109.984720,111.284840,110.450930,111.082960,275.935550,399.291640,260.729180,236.374650,0.998186,-0.181408,1.009985,0.998539,0.992507,-0.749347,1.447047,44.704675,0.906591,-9.340930
8,Network/RPC latencies,lat_udp,lhost,us,lower-is-better,114.545300,113.358890,112.252150,110.793000,241.448590,345.227520,214.649130,217.339810,0.977365,-2.263510,0.967242,-3.275822,0.990237,-0.976315,1.429818,42.981792,1.012535,1.253525
