Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分23秒   999    133589  183.00   38.00    0.00    0.00  221.00     3  92295.00      0.00 2727468  160120   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分24秒   999    133589  180.00   37.00    0.00    0.00  217.00     3  96670.00      0.00 2720968  155484   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分25秒   999    133589  176.00   40.00    0.00    0.00  216.00     3  90651.00      0.00 2720672  153296   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分26秒   999    133589  178.00   40.00    0.00    0.00  218.00     3  98195.00      0.00 2728772  160776   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分27秒   999    133589  180.00   32.00    0.00    0.00  212.00     3  92557.00      0.00 2721404  154856   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分28秒   999    133589  183.00   36.00    0.00    0.00  219.00     3  97107.00      0.00 2724720  156236   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分29秒   999    133589  184.00   30.00    0.00    0.00  214.00     3  80211.00      0.00 2720984  153704   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分30秒   999    133589  178.00   42.00    0.00    0.00  220.00     3  89139.00      0.00 2723848  156352   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分31秒   999    133589   96.00   19.00    0.00    0.00  115.00     3  42672.00      0.00 2717256  152888   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分32秒   999    133589    0.00    0.00    0.00    0.00    0.00     3      2.00      0.00 2715360  151840   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分33秒   999    133589  145.00   44.00    0.00    0.00  189.00     3  35499.00      0.00 2774784  205916   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分34秒   999    133589  175.00   52.00    0.00    0.00  227.00     3  25983.00      0.00 2766752  205296   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分35秒   999    133589  164.00   50.00    0.00    0.00  214.00     3  36491.00      0.00 2747632  185476   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分36秒   999    133589  153.00   52.00    0.00    0.00  205.00     3  40248.00      0.00 2787524  220924   0.68  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分37秒   999    133589  169.00   54.00    0.00    0.00  223.00     3  28146.00      0.00 2776956  213156   0.65  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分38秒   999    133589  175.00   51.00    0.00    0.00  226.00     3  27045.00      0.00 2768136  203148   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分39秒   999    133589  169.00   56.00    0.00    0.00  225.00     3  34546.00      0.00 2771124  209824   0.64  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分40秒   999    133589  175.00   49.00    0.00    0.00  224.00     3  28283.00      0.00 2767836  206200   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分41秒   999    133589  175.00   50.00    0.00    0.00  225.00     3  33349.00      0.00 2763880  203396   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分42秒   999    133589  169.00   51.00    0.00    0.00  220.00     3  35861.00      0.00 2770716  203368   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分43秒   999    133589  177.00   47.00    0.00    0.00  224.00     3  32792.00      0.00 2768176  207516   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分44秒   999    133589   74.00   25.00    0.00    0.00   99.00     3  19989.00      0.00 2755660  197272   0.60  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时06分45秒   999    133589    0.00    0.00    0.00    0.00    0.00     3      9.00      0.00 2753828  195408   0.60  beam.smp
