mode	section	label	rc	thermal_gate_start_mc	thermal_wait_sec	thermal_gate_ready_mc	freq_before_khz	freq_after_khz	thermal_before_mc	thermal_after_mc	command
protected	backing	anon_base-64MB-sparse	0	35000	0	35000	1065000	1945000	35000	35000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_base' '64' '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 6.4 16
protected	backing	anon_base-64MB-full	0	35000	0	35000	578000	1795000	35000	36000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_base' 64 '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 64 4
protected	backing	anon_huge-8MB-sparse	0	35000	0	35000	2130000	648000	36000	37000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_huge' '8' '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 6.4 16
protected	backing	anon_huge-16MB-sparse	0	35000	0	35000	648000	1549000	35000	36000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_huge' '16' '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 6.4 16
protected	backing	anon_huge-64MB-sparse	0	35000	0	35000	1795000	578000	37000	36000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_huge' '64' '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 6.4 16
protected	backing	anon_huge-64MB-full	0	37000	0	37000	578000	578000	36000	37000	'/data/local/tmp/pixel-ported-suite/munmap_only' 'anon_huge' 64 '2' '/data/local/tmp/pixel-ported-suite/mb.bin' 64 4
protected	munmap_bench	file-64MB-full	0	36000	0	36000	1795000	1795000	36000	36000	'/data/local/tmp/pixel-ported-suite/munmap_bench' 'file' 64 '2' '/data/local/tmp/pixel-ported-suite/mb.bin'
protected	munmap_bench	anon_base-64MB-full	0	35000	0	35000	357000	1795000	35000	36000	'/data/local/tmp/pixel-ported-suite/munmap_bench' 'anon_base' 64 '2' '/data/local/tmp/pixel-ported-suite/mb.bin'
protected	munmap_bench	anon_huge-64MB-full	0	36000	0	36000	578000	578000	35000	36000	'/data/local/tmp/pixel-ported-suite/munmap_bench' 'anon_huge' 64 '2' '/data/local/tmp/pixel-ported-suite/mb.bin'
protected	huge_check	anon-8MB-sparse	0	36000	0	36000	578000	578000	35000	36000	'/data/local/tmp/pixel-ported-suite/huge_check' anon '8' - 6.4 16
protected	huge_check	anon-16MB-sparse	0	35000	0	35000	1328000	1945000	37000	35000	'/data/local/tmp/pixel-ported-suite/huge_check' anon '16' - 6.4 16
protected	huge_check	anon-64MB-sparse	0	36000	0	36000	578000	578000	36000	35000	'/data/local/tmp/pixel-ported-suite/huge_check' anon '64' - 6.4 16
protected	huge_check	anon-64MB-full	0	35000	0	35000	357000	578000	36000	37000	'/data/local/tmp/pixel-ported-suite/huge_check' anon 64 - 64 4
protected	huge_check	tmpfs-64MB-sparse	0	35000	0	35000	648000	910000	36000	35000	'/data/local/tmp/pixel-ported-suite/huge_check' shmem 64 '/dev/pixel-ported-suite-tmpfs.bin' 6.4 16
protected	huge_check	tmpfs-64MB-full	0	36000	0	36000	578000	578000	35000	36000	'/data/local/tmp/pixel-ported-suite/huge_check' shmem 64 '/dev/pixel-ported-suite-tmpfs.bin' 64 4
protected	tmpfs_op_sweep	munmap-tmpfs-6.4MB-sparse	0	36000	0	36000	1418000	578000	38000	36000	'/data/local/tmp/pixel-ported-suite/op_sweep' munmap file 64 '2' '/dev/pixel-ported-suite-tmpfs.bin' 6.4 16
protected	tmpfs_op_sweep	munmap-tmpfs-64MB-full	0	36000	0	36000	1795000	910000	35000	36000	'/data/local/tmp/pixel-ported-suite/op_sweep' munmap file 64 '2' '/dev/pixel-ported-suite-tmpfs.bin' 64 4
