env,run,bench_mode,size_mb,iters,warmups,timed,touch_divisor,stride_kb,touch_bytes,touches_per_iter,total_ns,per_iter_ns,per_iter_us,per_touch_ns,sink
protected,3,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,20329530,2032.953,2.032953,508.238,0
protected,1,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,33529,3.353,0.003353,0.838,0
protected,2,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,78817,7.882,0.007882,1.970,0
protected,3,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,56600,5.660,0.005660,1.415,0
protected,1,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,117025,11.703,0.011703,2.926,0
protected,2,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,101278,10.128,0.010128,2.532,0
protected,3,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,101278,10.128,0.010128,2.532,0
protected,1,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,24838026,2483.803,2.483803,0.000,0
protected,2,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15968292,1596.829,1.596829,0.000,0
protected,3,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,13424004,1342.400,1.342400,0.000,0
protected,1,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,56230438,5623.044,5.623044,0.000,0
protected,2,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,51824565,5182.457,5.182456,0.000,0
protected,3,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,31300051,3130.005,3.130005,0.000,0
protected,1,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,43969233,4396.923,4.396923,0.000,0
protected,2,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,29810541,2981.054,2.981054,0.000,0
protected,3,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,42515814,4251.581,4.251581,0.000,0
protected,1,openclose,1,8000,1,openclose,10,16,104857,7,23492675,2936.584,2.936584,0.000,0
protected,2,openclose,1,8000,1,openclose,10,16,104857,7,38212281,4776.535,4.776535,0.000,0
protected,3,openclose,1,8000,1,openclose,10,16,104857,7,45788453,5723.557,5.723557,0.000,0
protected,1,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,28557902,3569.738,3.569738,0.000,0
protected,2,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,25168538,3146.067,3.146067,0.000,0
protected,3,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,42432821,5304.103,5.304103,0.000,0
protected,1,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,414540080,51817.510,51.817510,0.000,0
protected,2,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,467098307,58387.288,58.387288,0.000,0
protected,3,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,480146322,60018.290,60.018290,0.000,0
protected,1,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,121172566,15146.571,15.146571,2163.796,0
protected,2,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,159100993,19887.624,19.887624,2841.089,0
protected,3,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,183838867,22979.858,22.979858,3282.837,0
protected,1,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,89024007,11128.001,11.128001,1589.714,0
protected,2,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,120976318,15122.040,15.122040,2160.291,0
protected,3,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,112111613,14013.952,14.013952,2001.993,0
protected,1,write_touch_cold,1,8000,1,write_touch_cold,10,16,104857,7,85391932,10673.992,10.673991,1524.856,0
protected,2,write_touch_cold,1,8000,1,write_touch_cold,10,16,104857,7,85325239,10665.655,10.665655,1523.665,0
protected,3,write_touch_cold,1,8000,1,write_touch_cold,10,16,104857,7,62423110,7802.889,7.802889,1114.698,0
protected,1,read_touch_cold,1,8000,1,read_touch_cold,10,16,104857,7,56846404,7105.801,7.105800,1015.114,0
protected,2,read_touch_cold,1,8000,1,read_touch_cold,10,16,104857,7,40834223,5104.278,5.104278,729.183,0
protected,3,read_touch_cold,1,8000,1,read_touch_cold,10,16,104857,7,44518433,5564.804,5.564804,794.972,0
protected,1,write_touch_hot,1,8000,1,write_touch_hot,10,16,104857,7,40853,5.107,0.005107,0.730,0
protected,2,write_touch_hot,1,8000,1,write_touch_hot,10,16,104857,7,40731,5.091,0.005091,0.727,0
protected,3,write_touch_hot,1,8000,1,write_touch_hot,10,16,104857,7,86711,10.839,0.010839,1.548,0
protected,1,read_touch_hot,1,8000,1,read_touch_hot,10,16,104857,7,111532,13.941,0.013941,1.992,0
protected,2,read_touch_hot,1,8000,1,read_touch_hot,10,16,104857,7,66324,8.290,0.008290,1.184,0
protected,3,read_touch_hot,1,8000,1,read_touch_hot,10,16,104857,7,102457,12.807,0.012807,1.830,0
protected,1,munmap_after_no_touch,1,8000,1,munmap_after_no_touch,10,16,104857,7,8943173,1117.897,1.117897,0.000,0
protected,2,munmap_after_no_touch,1,8000,1,munmap_after_no_touch,10,16,104857,7,12069657,1508.707,1.508707,0.000,0
protected,3,munmap_after_no_touch,1,8000,1,munmap_after_no_touch,10,16,104857,7,19857248,2482.156,2.482156,0.000,0
protected,1,munmap_after_write_touch,1,8000,1,munmap_after_write_touch,10,16,104857,7,39723675,4965.459,4.965459,0.000,0
protected,2,munmap_after_write_touch,1,8000,1,munmap_after_write_touch,10,16,104857,7,46006119,5750.765,5.750765,0.000,0
protected,3,munmap_after_write_touch,1,8000,1,munmap_after_write_touch,10,16,104857,7,44591580,5573.948,5.573948,0.000,0
protected,1,munmap_after_read_touch,1,8000,1,munmap_after_read_touch,10,16,104857,7,31863811,3982.976,3.982976,0.000,0
protected,2,munmap_after_read_touch,1,8000,1,munmap_after_read_touch,10,16,104857,7,58686778,7335.847,7.335847,0.000,0
protected,3,munmap_after_read_touch,1,8000,1,munmap_after_read_touch,10,16,104857,7,63223592,7902.949,7.902949,0.000,0
protected,1,openclose,2,5000,1,openclose,10,16,209715,13,18255168,3651.034,3.651034,0.000,0
protected,2,openclose,2,5000,1,openclose,10,16,209715,13,31276164,6255.233,6.255233,0.000,0
protected,3,openclose,2,5000,1,openclose,10,16,209715,13,29047648,5809.530,5.809530,0.000,0
protected,1,mmap_unmap,2,5000,1,mmap_unmap,10,16,209715,13,33626383,6725.277,6.725277,0.000,0
protected,2,mmap_unmap,2,5000,1,mmap_unmap,10,16,209715,13,20909343,4181.869,4.181869,0.000,0
protected,3,mmap_unmap,2,5000,1,mmap_unmap,10,16,209715,13,34118571,6823.714,6.823714,0.000,0
protected,1,mmap_populate_unmap,2,5000,1,mmap_populate_unmap,10,16,209715,13,434290324,86858.065,86.858065,0.000,0
protected,2,mmap_populate_unmap,2,5000,1,mmap_populate_unmap,10,16,209715,13,451254639,90250.928,90.250928,0.000,0
protected,3,mmap_populate_unmap,2,5000,1,mmap_populate_unmap,10,16,209715,13,458276449,91655.290,91.655290,0.000,0
protected,1,mmap_write_touch_unmap,2,5000,1,mmap_write_touch_unmap,10,16,209715,13,154688843,30937.769,30.937769,2379.828,0
protected,2,mmap_write_touch_unmap,2,5000,1,mmap_write_touch_unmap,10,16,209715,13,148897949,29779.590,29.779590,2290.738,0
protected,3,mmap_write_touch_unmap,2,5000,1,mmap_write_touch_unmap,10,16,209715,13,152619344,30523.869,30.523869,2347.990,0
protected,1,mmap_read_touch_unmap,2,5000,1,mmap_read_touch_unmap,10,16,209715,13,80557780,16111.556,16.111556,1239.350,0
protected,2,mmap_read_touch_unmap,2,5000,1,mmap_read_touch_unmap,10,16,209715,13,110652059,22130.412,22.130412,1702.339,0
protected,3,mmap_read_touch_unmap,2,5000,1,mmap_read_touch_unmap,10,16,209715,13,99351359,19870.272,19.870272,1528.482,0
protected,1,write_touch_cold,2,5000,1,write_touch_cold,10,16,209715,13,96155043,19231.009,19.231009,1479.308,0
protected,2,write_touch_cold,2,5000,1,write_touch_cold,10,16,209715,13,95506945,19101.389,19.101389,1469.338,0
protected,3,write_touch_cold,2,5000,1,write_touch_cold,10,16,209715,13,93643946,18728.789,18.728789,1440.676,0
protected,1,read_touch_cold,2,5000,1,read_touch_cold,10,16,209715,13,44268882,8853.776,8.853776,681.060,0
protected,2,read_touch_cold,2,5000,1,read_touch_cold,10,16,209715,13,44598152,8919.630,8.919630,686.125,0
protected,3,read_touch_cold,2,5000,1,read_touch_cold,10,16,209715,13,51875529,10375.106,10.375106,798.085,0
protected,1,write_touch_hot,2,5000,1,write_touch_hot,10,16,209715,13,236816,47.363,0.047363,3.643,0
protected,2,write_touch_hot,2,5000,1,write_touch_hot,10,16,209715,13,719563,143.913,0.143913,11.070,0
protected,3,write_touch_hot,2,5000,1,write_touch_hot,10,16,209715,13,266439,53.288,0.053288,4.099,0
protected,1,read_touch_hot,2,5000,1,read_touch_hot,10,16,209715,13,152262,30.452,0.030452,2.342,0
protected,2,read_touch_hot,2,5000,1,read_touch_hot,10,16,209715,13,329427,65.885,0.065885,5.068,0
protected,3,read_touch_hot,2,5000,1,read_touch_hot,10,16,209715,13,325073,65.015,0.065015,5.001,0
protected,1,munmap_after_no_touch,2,5000,1,munmap_after_no_touch,10,16,209715,13,11808383,2361.677,2.361677,0.000,0
protected,2,munmap_after_no_touch,2,5000,1,munmap_after_no_touch,10,16,209715,13,15036201,3007.240,3.007240,0.000,0
protected,3,munmap_after_no_touch,2,5000,1,munmap_after_no_touch,10,16,209715,13,13511112,2702.222,2.702222,0.000,0
protected,1,munmap_after_write_touch,2,5000,1,munmap_after_write_touch,10,16,209715,13,41582794,8316.559,8.316559,0.000,0
protected,2,munmap_after_write_touch,2,5000,1,munmap_after_write_touch,10,16,209715,13,37229850,7445.970,7.445970,0.000,0
protected,3,munmap_after_write_touch,2,5000,1,munmap_after_write_touch,10,16,209715,13,30484122,6096.824,6.096824,0.000,0
protected,1,munmap_after_read_touch,2,5000,1,munmap_after_read_touch,10,16,209715,13,32937056,6587.411,6.587411,0.000,0
protected,2,munmap_after_read_touch,2,5000,1,munmap_after_read_touch,10,16,209715,13,50641569,10128.314,10.128314,0.000,0
protected,3,munmap_after_read_touch,2,5000,1,munmap_after_read_touch,10,16,209715,13,39409277,7881.855,7.881855,0.000,0
protected,1,openclose,4,3000,1,openclose,10,16,419430,26,17851603,5950.534,5.950534,0.000,0
protected,2,openclose,4,3000,1,openclose,10,16,419430,26,11611166,3870.389,3.870389,0.000,0
protected,3,openclose,4,3000,1,openclose,10,16,419430,26,19224528,6408.176,6.408176,0.000,0
protected,1,mmap_unmap,4,3000,1,mmap_unmap,10,16,419430,26,22699992,7566.664,7.566664,0.000,0
protected,2,mmap_unmap,4,3000,1,mmap_unmap,10,16,419430,26,19288411,6429.470,6.429470,0.000,0
protected,3,mmap_unmap,4,3000,1,mmap_unmap,10,16,419430,26,21850016,7283.339,7.283339,0.000,0
protected,1,mmap_populate_unmap,4,3000,1,mmap_populate_unmap,10,16,419430,26,524525594,174841.865,174.841865,0.000,0
protected,2,mmap_populate_unmap,4,3000,1,mmap_populate_unmap,10,16,419430,26,500786987,166928.996,166.928996,0.000,0
protected,3,mmap_populate_unmap,4,3000,1,mmap_populate_unmap,10,16,419430,26,520114217,173371.406,173.371406,0.000,0
protected,1,mmap_write_touch_unmap,4,3000,1,mmap_write_touch_unmap,10,16,419430,26,154356690,51452.230,51.452230,1978.932,0
protected,2,mmap_write_touch_unmap,4,3000,1,mmap_write_touch_unmap,10,16,419430,26,135750245,45250.082,45.250082,1740.388,0
protected,3,mmap_write_touch_unmap,4,3000,1,mmap_write_touch_unmap,10,16,419430,26,156337443,52112.481,52.112481,2004.326,0
protected,1,mmap_read_touch_unmap,4,3000,1,mmap_read_touch_unmap,10,16,419430,26,77707275,25902.425,25.902425,996.247,0
protected,2,mmap_read_touch_unmap,4,3000,1,mmap_read_touch_unmap,10,16,419430,26,77352621,25784.207,25.784207,991.700,0
protected,3,mmap_read_touch_unmap,4,3000,1,mmap_read_touch_unmap,10,16,419430,26,78434733,26144.911,26.144911,1005.573,0
protected,1,write_touch_cold,4,3000,1,write_touch_cold,10,16,419430,26,115054625,38351.542,38.351542,1475.059,0
protected,2,write_touch_cold,4,3000,1,write_touch_cold,10,16,419430,26,105084378,35028.126,35.028126,1347.236,0
protected,3,write_touch_cold,4,3000,1,write_touch_cold,10,16,419430,26,114794713,38264.904,38.264904,1471.727,0
protected,1,read_touch_cold,4,3000,1,read_touch_cold,10,16,419430,26,51930181,17310.060,17.310060,665.772,0
protected,2,read_touch_cold,4,3000,1,read_touch_cold,10,16,419430,26,55809378,18603.126,18.603126,715.505,0
protected,3,read_touch_cold,4,3000,1,read_touch_cold,10,16,419430,26,54385856,18128.619,18.128619,697.255,0
protected,1,write_touch_hot,4,3000,1,write_touch_hot,10,16,419430,26,473837,157.946,0.157946,6.075,0
protected,2,write_touch_hot,4,3000,1,write_touch_hot,10,16,419430,26,784302,261.434,0.261434,10.055,0
protected,3,write_touch_hot,4,3000,1,write_touch_hot,10,16,419430,26,360840,120.280,0.120280,4.626,0
protected,1,read_touch_hot,4,3000,1,read_touch_hot,10,16,419430,26,294718,98.239,0.098239,3.778,0
protected,2,read_touch_hot,4,3000,1,read_touch_hot,10,16,419430,26,401408,133.803,0.133803,5.146,0
protected,3,read_touch_hot,4,3000,1,read_touch_hot,10,16,419430,26,209758,69.919,0.069919,2.689,0
protected,1,munmap_after_no_touch,4,3000,1,munmap_after_no_touch,10,16,419430,26,8956914,2985.638,2.985638,0.000,0
protected,2,munmap_after_no_touch,4,3000,1,munmap_after_no_touch,10,16,419430,26,6729951,2243.317,2.243317,0.000,0
protected,3,munmap_after_no_touch,4,3000,1,munmap_after_no_touch,10,16,419430,26,7548076,2516.025,2.516025,0.000,0
protected,1,munmap_after_write_touch,4,3000,1,munmap_after_write_touch,10,16,419430,26,26207051,8735.684,8.735684,0.000,0
protected,2,munmap_after_write_touch,4,3000,1,munmap_after_write_touch,10,16,419430,26,30299652,10099.884,10.099884,0.000,0
protected,3,munmap_after_write_touch,4,3000,1,munmap_after_write_touch,10,16,419430,26,29863706,9954.569,9.954569,0.000,0
protected,1,munmap_after_read_touch,4,3000,1,munmap_after_read_touch,10,16,419430,26,27285551,9095.184,9.095184,0.000,0
protected,2,munmap_after_read_touch,4,3000,1,munmap_after_read_touch,10,16,419430,26,27703554,9234.518,9.234518,0.000,0
protected,3,munmap_after_read_touch,4,3000,1,munmap_after_read_touch,10,16,419430,26,29504775,9834.925,9.834925,0.000,0
protected,1,openclose,8,2000,1,openclose,10,16,838860,52,16046835,8023.417,8.023417,0.000,0
protected,2,openclose,8,2000,1,openclose,10,16,838860,52,15844890,7922.445,7.922445,0.000,0
protected,3,openclose,8,2000,1,openclose,10,16,838860,52,15447672,7723.836,7.723836,0.000,0
protected,1,mmap_unmap,8,2000,1,mmap_unmap,10,16,838860,52,10057292,5028.646,5.028646,0.000,0
protected,2,mmap_unmap,8,2000,1,mmap_unmap,10,16,838860,52,12560953,6280.476,6.280476,0.000,0
protected,3,mmap_unmap,8,2000,1,mmap_unmap,10,16,838860,52,17971435,8985.718,8.985717,0.000,0
protected,1,mmap_populate_unmap,8,2000,1,mmap_populate_unmap,10,16,838860,52,670493164,335246.582,335.246582,0.000,0
protected,2,mmap_populate_unmap,8,2000,1,mmap_populate_unmap,10,16,838860,52,671132813,335566.406,335.566406,0.000,0
protected,3,mmap_populate_unmap,8,2000,1,mmap_populate_unmap,10,16,838860,52,637316121,318658.061,318.658061,0.000,0
protected,1,mmap_write_touch_unmap,8,2000,1,mmap_write_touch_unmap,10,16,838860,52,156045085,78022.542,78.022543,1500.434,0
protected,2,mmap_write_touch_unmap,8,2000,1,mmap_write_touch_unmap,10,16,838860,52,162006674,81003.337,81.003337,1557.756,0
protected,3,mmap_write_touch_unmap,8,2000,1,mmap_write_touch_unmap,10,16,838860,52,186082601,93041.300,93.041300,1789.256,0
protected,1,mmap_read_touch_unmap,8,2000,1,mmap_read_touch_unmap,10,16,838860,52,124339559,62169.779,62.169779,1195.573,0
protected,2,mmap_read_touch_unmap,8,2000,1,mmap_read_touch_unmap,10,16,838860,52,116017701,58008.851,58.008851,1115.555,0
protected,3,mmap_read_touch_unmap,8,2000,1,mmap_read_touch_unmap,10,16,838860,52,89407186,44703.593,44.703593,859.684,0
protected,1,write_touch_cold,8,2000,1,write_touch_cold,10,16,838860,52,126181843,63090.921,63.090921,1213.287,0
protected,2,write_touch_cold,8,2000,1,write_touch_cold,10,16,838860,52,151232911,75616.455,75.616456,1454.163,0
protected,3,write_touch_cold,8,2000,1,write_touch_cold,10,16,838860,52,140087534,70043.767,70.043767,1346.996,0
protected,1,read_touch_cold,8,2000,1,read_touch_cold,10,16,838860,52,72043356,36021.678,36.021678,692.725,0
protected,2,read_touch_cold,8,2000,1,read_touch_cold,10,16,838860,52,53952413,26976.207,26.976206,518.773,0
protected,3,read_touch_cold,8,2000,1,read_touch_cold,10,16,838860,52,72421036,36210.518,36.210518,696.356,0
protected,1,write_touch_hot,8,2000,1,write_touch_hot,10,16,838860,52,794108,397.054,0.397054,7.636,0
protected,2,write_touch_hot,8,2000,1,write_touch_hot,10,16,838860,52,268351,134.175,0.134176,2.580,0
protected,3,write_touch_hot,8,2000,1,write_touch_hot,10,16,838860,52,794230,397.115,0.397115,7.637,0
protected,1,read_touch_hot,8,2000,1,read_touch_hot,10,16,838860,52,978679,489.339,0.489339,9.410,0
protected,2,read_touch_hot,8,2000,1,read_touch_hot,10,16,838860,52,805867,402.933,0.402933,7.749,0
protected,3,read_touch_hot,8,2000,1,read_touch_hot,10,16,838860,52,356080,178.040,0.178040,3.424,0
protected,1,munmap_after_no_touch,8,2000,1,munmap_after_no_touch,10,16,838860,52,7685641,3842.820,3.842820,0.000,0
protected,2,munmap_after_no_touch,8,2000,1,munmap_after_no_touch,10,16,838860,52,2286719,1143.360,1.143360,0.000,0
protected,3,munmap_after_no_touch,8,2000,1,munmap_after_no_touch,10,16,838860,52,6534689,3267.345,3.267345,0.000,0
protected,1,munmap_after_write_touch,8,2000,1,munmap_after_write_touch,10,16,838860,52,28436108,14218.054,14.218054,0.000,0
protected,2,munmap_after_write_touch,8,2000,1,munmap_after_write_touch,10,16,838860,52,31303462,15651.731,15.651731,0.000,0
protected,3,munmap_after_write_touch,8,2000,1,munmap_after_write_touch,10,16,838860,52,27805995,13902.997,13.902997,0.000,0
protected,1,munmap_after_read_touch,8,2000,1,munmap_after_read_touch,10,16,838860,52,37716227,18858.113,18.858113,0.000,0
protected,2,munmap_after_read_touch,8,2000,1,munmap_after_read_touch,10,16,838860,52,44590275,22295.138,22.295137,0.000,0
protected,3,munmap_after_read_touch,8,2000,1,munmap_after_read_touch,10,16,838860,52,28213832,14106.916,14.106916,0.000,0
protected,1,openclose,16,1000,1,openclose,10,16,1677721,103,6665609,6665.609,6.665609,0.000,0
protected,2,openclose,16,1000,1,openclose,10,16,1677721,103,5651123,5651.123,5.651123,0.000,0
protected,3,openclose,16,1000,1,openclose,10,16,1677721,103,5825521,5825.521,5.825521,0.000,0
protected,1,mmap_unmap,16,1000,1,mmap_unmap,10,16,1677721,103,3079346,3079.346,3.079346,0.000,0
protected,2,mmap_unmap,16,1000,1,mmap_unmap,10,16,1677721,103,5297688,5297.688,5.297688,0.000,0
protected,3,mmap_unmap,16,1000,1,mmap_unmap,10,16,1677721,103,4520548,4520.548,4.520548,0.000,0
protected,1,mmap_populate_unmap,16,1000,1,mmap_populate_unmap,10,16,1677721,103,632019084,632019.084,632.019084,0.000,0
protected,2,mmap_populate_unmap,16,1000,1,mmap_populate_unmap,10,16,1677721,103,664239259,664239.259,664.239259,0.000,0
protected,3,mmap_populate_unmap,16,1000,1,mmap_populate_unmap,10,16,1677721,103,652575196,652575.196,652.575196,0.000,0
protected,1,mmap_write_touch_unmap,16,1000,1,mmap_write_touch_unmap,10,16,1677721,103,146661621,146661.621,146.661621,1423.899,0
protected,2,mmap_write_touch_unmap,16,1000,1,mmap_write_touch_unmap,10,16,1677721,103,140414184,140414.184,140.414184,1363.245,0
protected,3,mmap_write_touch_unmap,16,1000,1,mmap_write_touch_unmap,10,16,1677721,103,167456137,167456.137,167.456137,1625.788,0
protected,1,mmap_read_touch_unmap,16,1000,1,mmap_read_touch_unmap,10,16,1677721,103,80551066,80551.066,80.551066,782.049,0
protected,2,mmap_read_touch_unmap,16,1000,1,mmap_read_touch_unmap,10,16,1677721,103,76692016,76692.016,76.692016,744.583,0
protected,3,mmap_read_touch_unmap,16,1000,1,mmap_read_touch_unmap,10,16,1677721,103,107618083,107618.083,107.618083,1044.836,0
protected,1,write_touch_cold,16,1000,1,write_touch_cold,10,16,1677721,103,123521111,123521.111,123.521111,1199.234,0
protected,2,write_touch_cold,16,1000,1,write_touch_cold,10,16,1677721,103,152192008,152192.008,152.192008,1477.592,0
protected,3,write_touch_cold,16,1000,1,write_touch_cold,10,16,1677721,103,154556850,154556.850,154.556850,1500.552,0
protected,1,read_touch_cold,16,1000,1,read_touch_cold,10,16,1677721,103,62450739,62450.739,62.450739,606.318,0
protected,2,read_touch_cold,16,1000,1,read_touch_cold,10,16,1677721,103,63731258,63731.258,63.731258,618.750,0
protected,3,read_touch_cold,16,1000,1,read_touch_cold,10,16,1677721,103,57322673,57322.673,57.322673,556.531,0
protected,1,write_touch_hot,16,1000,1,write_touch_hot,10,16,1677721,103,349528,349.528,0.349528,3.393,0
protected,2,write_touch_hot,16,1000,1,write_touch_hot,10,16,1677721,103,366496,366.496,0.366496,3.558,0
protected,3,write_touch_hot,16,1000,1,write_touch_hot,10,16,1677721,103,337931,337.931,0.337931,3.281,0
protected,1,read_touch_hot,16,1000,1,read_touch_hot,10,16,1677721,103,445028,445.028,0.445028,4.321,0
protected,2,read_touch_hot,16,1000,1,read_touch_hot,10,16,1677721,103,434326,434.326,0.434326,4.217,0
protected,3,read_touch_hot,16,1000,1,read_touch_hot,10,16,1677721,103,330363,330.363,0.330363,3.207,0
protected,1,munmap_after_no_touch,16,1000,1,munmap_after_no_touch,10,16,1677721,103,2106673,2106.673,2.106673,0.000,0
protected,2,munmap_after_no_touch,16,1000,1,munmap_after_no_touch,10,16,1677721,103,2301308,2301.308,2.301308,0.000,0
protected,3,munmap_after_no_touch,16,1000,1,munmap_after_no_touch,10,16,1677721,103,2686091,2686.091,2.686091,0.000,0
protected,1,munmap_after_write_touch,16,1000,1,munmap_after_write_touch,10,16,1677721,103,21464924,21464.924,21.464924,0.000,0
protected,2,munmap_after_write_touch,16,1000,1,munmap_after_write_touch,10,16,1677721,103,15561783,15561.783,15.561783,0.000,0
protected,3,munmap_after_write_touch,16,1000,1,munmap_after_write_touch,10,16,1677721,103,15708832,15708.832,15.708832,0.000,0
protected,1,munmap_after_read_touch,16,1000,1,munmap_after_read_touch,10,16,1677721,103,34773122,34773.122,34.773122,0.000,0
protected,2,munmap_after_read_touch,16,1000,1,munmap_after_read_touch,10,16,1677721,103,33889143,33889.143,33.889143,0.000,0
protected,3,munmap_after_read_touch,16,1000,1,munmap_after_read_touch,10,16,1677721,103,32411098,32411.098,32.411098,0.000,0
protected,1,openclose,64,300,1,openclose,10,16,6710886,410,2448364,8161.213,8.161213,0.000,0
protected,2,openclose,64,300,1,openclose,10,16,6710886,410,1552124,5173.747,5.173747,0.000,0
protected,3,openclose,64,300,1,openclose,10,16,6710886,410,3180746,10602.487,10.602487,0.000,0
protected,1,mmap_unmap,64,300,1,mmap_unmap,10,16,6710886,410,1841146,6137.153,6.137153,0.000,0
protected,2,mmap_unmap,64,300,1,mmap_unmap,10,16,6710886,410,2648560,8828.533,8.828533,0.000,0
protected,3,mmap_unmap,64,300,1,mmap_unmap,10,16,6710886,410,2492391,8307.970,8.307970,0.000,0
protected,1,mmap_populate_unmap,64,300,1,mmap_populate_unmap,10,16,6710886,410,781832723,2606109.077,2606.109077,0.000,0
protected,2,mmap_populate_unmap,64,300,1,mmap_populate_unmap,10,16,6710886,410,788580689,2628602.297,2628.602297,0.000,0
protected,3,mmap_populate_unmap,64,300,1,mmap_populate_unmap,10,16,6710886,410,788035564,2626785.213,2626.785213,0.000,0
protected,1,mmap_write_touch_unmap,64,300,1,mmap_write_touch_unmap,10,16,6710886,410,173999959,579999.863,579.999863,1414.634,0
protected,2,mmap_write_touch_unmap,64,300,1,mmap_write_touch_unmap,10,16,6710886,410,193332967,644443.223,644.443223,1571.813,0
protected,3,mmap_write_touch_unmap,64,300,1,mmap_write_touch_unmap,10,16,6710886,410,193263306,644211.020,644.211020,1571.246,0
protected,1,mmap_read_touch_unmap,64,300,1,mmap_read_touch_unmap,10,16,6710886,410,119578817,398596.057,398.596057,972.186,0
