Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分01秒   999    133796   43.00   10.00    0.00    0.00   53.00     2     27.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分02秒   999    133796   44.00   10.00    0.00    0.00   54.00     2     41.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分03秒   999    133796   42.00   10.00    0.00    0.00   52.00     2      0.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分04秒   999    133796   46.00    7.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分05秒   999    133796   41.00   11.00    0.00    0.00   52.00     2      0.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分06秒   999    133796   45.00    8.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分07秒   999    133796   39.00   15.00    0.00    0.00   54.00     2    156.00      0.00 2670672  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分08秒   999    133796   41.00   11.00    0.00    0.00   52.00     2      0.00      0.00 2670672  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分09秒   999    133796   42.00   12.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分10秒   999    133796   44.00    9.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分11秒   999    133796   48.00    5.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分12秒   999    133796   40.00   13.00    0.00    0.00   53.00     2     18.00      0.00 2670160  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分13秒   999    133796   45.00    9.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分14秒   999    133796   37.62   13.86    0.00    0.00   51.49     2      0.00      0.00 2670160  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分15秒   999    133796   39.00   15.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分16秒   999    133796   39.00   14.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120244   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分17秒   999    133796   38.00   15.00    0.00    0.00   53.00     2     42.00      0.00 2670672  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分18秒   999    133796   45.00    8.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分19秒   999    133796   45.00    9.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分20秒   999    133796   40.00   12.00    0.00    0.00   52.00     2      0.00      0.00 2670672  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分21秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120372   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分22秒   999    133796   43.00   11.00    0.00    0.00   54.00     2     10.00      0.00 2670160  120096   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分23秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120096   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分24秒   999    133796   31.00   23.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120096   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分25秒   999    133796   39.00   14.00    0.00    0.00   53.00     2     48.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分26秒   999    133796   36.00   17.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分27秒   999    133796   41.00   13.00    0.00    0.00   54.00     2     15.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分28秒   999    133796   44.00    8.00    0.00    0.00   52.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分29秒   999    133796   45.00    9.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分30秒   999    133796   39.00   14.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分31秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分32秒   999    133796   48.00    6.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分33秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      7.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分34秒   999    133796   36.00   17.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分35秒   999    133796   34.00   19.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分36秒   999    133796   43.00   10.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分37秒   999    133796   38.00   16.00    0.00    0.00   54.00     2     28.00      0.00 2670160  119968   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分38秒   999    133796   44.00    9.00    0.00    0.00   53.00     2      0.00      0.00 2670160  119968   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分39秒   999    133796   41.00   12.00    0.00    0.00   53.00     2     12.00      0.00 2670160  119968   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分40秒   999    133796   38.00   14.00    0.00    0.00   52.00     2     84.00      0.00 2670672  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分41秒   999    133796   45.00    8.00    0.00    0.00   53.00     2      7.00      0.00 2670672  120224   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分42秒   999    133796   44.00   10.00    0.00    0.00   54.00     2     80.00      0.00 2671184  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分43秒   999    133796   40.00   14.00    0.00    0.00   54.00     2      1.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分44秒   999    133796   40.00   13.00    0.00    0.00   53.00     2     10.00      0.00 2671184  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分45秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分46秒   999    133796   37.00   17.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分47秒   999    133796   36.00   17.00    0.00    0.00   53.00     2     17.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分48秒   999    133796   33.00   20.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分49秒   999    133796   37.00   16.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分50秒   999    133796   37.00   17.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分51秒   999    133796   44.00    8.00    0.00    0.00   52.00     2      0.00      0.00 2670672  120288   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分52秒   999    133796   46.00   10.00    0.00    0.00   56.00     2     58.00      0.00 2671184  120416   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分53秒   999    133796   36.00   17.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120236   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分54秒   999    133796   34.00   19.00    0.00    0.00   53.00     2     19.00      0.00 2671184  120236   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分55秒   999    133796   46.00    7.00    0.00    0.00   53.00     2     20.00      0.00 2671184  120236   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分56秒   999    133796   39.00   14.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120236   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分57秒   999    133796   40.00   15.00    0.00    0.00   55.00     2     55.00      0.00 2671696  120364   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分58秒   999    133796   45.00    8.00    0.00    0.00   53.00     2     20.00      0.00 2670672  120220   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时41分59秒   999    133796   41.00   12.00    0.00    0.00   53.00     2     15.00      0.00 2670672  120220   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分00秒   999    133796   43.00   11.00    0.00    0.00   54.00     2     19.00      0.00 2670672  120220   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分01秒   999    133796   31.00   23.00    0.00    0.00   54.00     2      5.00      0.00 2670672  120220   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分02秒   999    133796   36.00   18.00    0.00    0.00   54.00     2     65.00      0.00 2671184  120348   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分03秒   999    133796   48.00    5.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120348   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分04秒   999    133796   48.00    5.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120348   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分05秒   999    133796   44.00    9.00    0.00    0.00   53.00     2     73.00      0.00 2671184  120604   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分06秒   999    133796   39.00   14.00    0.00    0.00   53.00     2     28.00      0.00 2671184  120732   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分07秒   999    133796   44.00   11.00    0.00    0.00   55.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分08秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分09秒   999    133796   39.00   14.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分10秒   999    133796   44.00   10.00    0.00    0.00   54.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分11秒   999    133796   41.00   12.00    0.00    0.00   53.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分12秒   999    133796   36.00   17.00    0.00    0.00   53.00     2     18.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分13秒   999    133796   43.00   10.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分14秒   999    133796   43.00   10.00    0.00    0.00   53.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分15秒   999    133796   46.00    8.00    0.00    0.00   54.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分16秒   999    133796   39.00   14.00    0.00    0.00   53.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分17秒   999    133796   47.00    8.00    0.00    0.00   55.00     2     18.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分18秒   999    133796   41.00   11.00    0.00    0.00   52.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分19秒   999    133796   44.00   11.00    0.00    0.00   55.00     2      0.00      0.00 2670160  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分20秒   999    133796   44.00    9.00    0.00    0.00   53.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分21秒   999    133796   44.00   10.00    0.00    0.00   54.00     2     15.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分22秒   999    133796   42.00   11.00    0.00    0.00   53.00     2     57.00      0.00 2671696  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分23秒   999    133796   41.00   13.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分24秒   999    133796   47.00    6.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分25秒   999    133796   40.00   14.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分26秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分27秒   999    133796   37.00   17.00    0.00    0.00   54.00     2     11.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分28秒   999    133796   40.00   12.00    0.00    0.00   52.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分29秒   999    133796   33.00   21.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分30秒   999    133796   38.00   15.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分31秒   999    133796   46.00    8.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120444   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分32秒   999    133796   39.00   15.00    0.00    0.00   54.00     2     29.00      0.00 2671184  120572   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分33秒   999    133796   43.00   10.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120572   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分34秒   999    133796   39.00   14.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120572   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分35秒   999    133796   44.00   10.00    0.00    0.00   54.00     2      1.00      0.00 2670672  120572   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分36秒   999    133796   42.00   12.00    0.00    0.00   54.00     2    139.00      0.00 2672208  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分37秒   999    133796   42.00   11.00    0.00    0.00   53.00     2      3.00      0.00 2671184  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分38秒   999    133796   39.00   15.00    0.00    0.00   54.00     2      0.00      0.00 2670672  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分39秒   999    133796   39.00   15.00    0.00    0.00   54.00     2     25.00      0.00 2671184  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分40秒   999    133796   35.00   18.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分41秒   999    133796   33.00   20.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分42秒   999    133796   47.00    7.00    0.00    0.00   54.00     2      7.00      0.00 2670672  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时42分43秒   999    133796   41.00   12.00    0.00    0.00   53.00     2      0.00      0.00 2670672  120956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
